,Unnamed: 0,source_id,EPIC,ra,dec,G,G_err,bp,rp,parallax,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot
610,19845,661283573261540608,211959273,129.74291311288562,19.613721682653672,13.37926,0.002,14.019817000000002,12.628236,4.528565601887384,0.0448538455284267,0.01,0.002,JS261  ,0.63,13.33,11.04,14.31, 0.6238,0,Y, 0.00799, 6.6186, 0.1886,1,M,Y,N,    , 0.00786, 0.30516,K,13.38,1,2,All,2M,Simbad,129.743031,19.613771,14.31
614,19860,664286721770683136,211959502,129.22500345509326,19.617095784174968,17.842836,0.01,19.344352999999998,16.529111999999998,5.449693665684847,0.23035883075624225,0.2,0.01,HSHJ140,0.18,18.69,13.81, 1.90, 0.1360,0,Y, 0.00818,       ,       , ,N,Y,Y,    , 0.02871, 0.90666,2,18.03,0,2,All,2M,Simbad,129.225174,19.617189,1.9
615,19863,664283079638402688,211959522,129.36463651468983,19.617509545177175,11.456928999999999,0.0003,11.870549,10.908942999999999,5.591866132282012,0.08253643576930121,0.002,0.002,KW 32  ,1.04,11.42,9.81, 8.86, 0.5272,0,Y, 0.00797,       ,       , ,N,Y,N,    , 0.02272, 0.99696,D,11.44,2,2,All,2M,Simbad,129.36479,19.61753,8.86
616,19869,661295324291154816,211959779,130.04017466486263,19.621360973794012,11.802105000000001,0.0003,12.230979,11.233736,5.245219181855012,0.058434523310648724,0.002,0.002,KW263  ,0.98,11.41,10.13, 7.97, 0.6200,0,Y, 0.00742,       ,       , ,M,Y,N,    , 0.01222, 0.57449,K,11.8,1,2,All,2M,Simbad,130.04034,19.621426,7.97
618,19872,662797806930496256,211959786,129.05857762295463,19.621441484737264,12.323160000000001,0.0003,12.824671,11.683719,5.311884655240863,0.05584890625206451,0.002,0.002,KW532  ,0.88,12.26,10.36,10.93, 0.4387,1,Y, 0.00798, 4.8307, 0.2234,1,Y,Y,Y,    , 0.00446, 0.15877,K,12.3,1,1,All,2M,Simbad,129.058729,19.621492,10.93
619,19875,661251210685333120,211959857,130.33502744438908,19.62284730582616,15.040217000000002,0.002,16.140924,13.994746,5.289621096936188,0.038725907554545684,0.01,0.01,JS427  ,0.53,15.38,11.79,18.11, 0.3828,0,Y, 0.00824,       ,       , ,N,N,N,    , 0.01874, 0.50755,2,15.09,1,2,All,2M,Simbad,130.335176,19.622920999999998,18.11
621,19877,661331131435476608,211959869,130.68199456779678,19.623100491875178,11.830333999999999,0.0003,12.364635,11.170235,5.291424811780888,0.05066049420226155,0.002,0.002,KW474  ,1.04,11.8,9.8,10.58, 0.8053,0,Y, 0.00880,       ,       , ,N,Y,Y,cand, 0.01055, 0.45941,K,11.84,1,2,All,2M,Simbad,130.682155,19.623157,10.58
622,19907,661293812462666240,211960587,130.13926737762782,19.633534937500436,11.973500999999999,0.0003,12.435921,11.374699,5.33734520749399,0.05105257125726649,0.002,0.002,KW313  ,0.97,11.63,10.17, 8.97, 0.7138,0,Y, 0.00896,       ,       , ,N,Y,Y,    , 0.01705, 0.73290,D,11.99,2,2,All,2M,Simbad,130.13943500000002,19.633601000000002,8.97
624,19909,661251966599576576,211960649,130.33284782802195,19.63458864992295,13.161329,0.002,13.817092,12.396467999999999,5.3581505612776965,0.024361572438191068,0.01,0.002,A 575  ,0.73,13.11,10.76,11.74, 0.9088,0,Y, 0.00961,       ,       , ,N,Y,N,    , 0.01454, 0.70694,K,13.17,0,2,All,2M,Simbad,130.333014,19.634646,11.74
626,19924,662800456927247744,211961037,128.93799923113372,19.640532465940304,12.634912,0.0003,13.184211999999999,11.956104,5.315811271810682,0.05736682913032508,0.01,0.002,JS 96  ,0.82,12.57,10.54,10.97, 0.6559,0,Y, 0.00866,       ,       , ,N,Y,Y,    , 0.02273, 1.03428,K,12.64,1,2,All,2M,Simbad,128.938167,19.640582000000002,10.97
629,20095,661335288963844736,211966629,130.98618095599906,19.725577742997608,12.879114,0.0003,13.505226,12.139562,4.839838828074439,0.05258480117514678,0.01,0.002,JS556  ,0.82,12.86,10.53,11.97, 0.5126,0,Y, 0.00880,       ,       , ,N,Y,N,    , 0.01370, 0.62185,K,12.91,1,2,All,2M,Simbad,130.986338,19.725627,11.97
631,20103,663726280078225152,211966707,126.57256139601792,19.726525102318664,16.81095,0.002,18.363962,15.585851000000002,5.019696014598224,0.10192511245910127,0.2,0.01,AD 0839,0.26,17.48,12.98, 9.25, 0.5704,0,Y, 0.00751,       ,       , ,N,Y,N,    , 0.03896, 1.69295,2,16.94,0,2,All,2M,Simbad,126.572728,19.72661,9.25
632,20127,661300993647979776,211967293,130.236052405061,19.73472168698085,11.979385,0.0003,12.433629,11.386703500000001,5.280225401539204,0.04028821394457708,0.002,0.002,KW349  ,0.95,11.7,10.21, 9.11, 0.7788,0,Y, 0.00822,       ,       , ,N,Y,N,    , 0.00931, 0.41511,K,11.99,1,2,All,2M,Simbad,130.236213,19.734779999999997,9.11
634,20146,661338858079663488,211967873,130.88476939521036,19.743763017978694,12.092300999999999,0.0003,12.578686,11.471881,5.606238967763294,0.04326600972979678,0.002,0.002,KW514  ,0.94,12.06,10.22,10.15, 0.4024,0,Y, 0.00804,       ,       , ,N,Y,N,    , 0.01167, 0.43198,D,12.08,2,2,All,2M,Simbad,130.884927,19.743816,10.15
636,20153,661347727189029504,211968029,130.49712535925366,19.745794585392307,15.253603,0.002,16.424727999999998,14.168581,5.312599462226931,0.07525914549494862,0.01,0.01,JS468  ,0.5,15.63,11.89,16.61, 0.7436,0,Y, 0.00795,       ,       , ,N,N,Y,    , 0.02199, 0.95905,P,14.98,0,2,All,2M,Simbad,130.497265,19.745855,16.61
638,20157,661301444622810368,211968088,130.36935419470484,19.746630608891962,10.780605,0.0003,11.111537,10.317378,5.397323334452173,0.04271970673826135,0.002,0.002,KW399  ,1.12,10.78,9.47, 7.57, 0.3273,0,N, 0.00830,       ,       , ,N,Y,Y,conf, 0.01115, 0.29100,K,10.83,1,1,All,2M,Simbad,130.369517,19.746681,7.57
640,20167,661298833282624000,211968228,130.05727677424738,19.748837528770274,15.195504999999999,0.002,16.32508,14.119635999999998,5.5021138114810215,0.060040267069842675,0.01,0.01,KW573  ,0.5,15.16,11.88,21.32, 0.3934,0,Y, 0.00972,       ,       , ,N,Y,Y,    , 0.01214, 0.40366,2,15.21,1,2,All,2M,Simbad,130.057432,19.748876,21.32
642,20178,661486158278348160,211968460,132.12724280277618,19.75194758708073,18.964933,0.01,20.538387,17.554205,5.704226573608882,0.3454373596052635,0.2,0.2,       ,0.15,19.97,14.56, 0.79, 0.0782,0,Y, 0.00711,       ,       , ,N,N,M,    , 0.03092, 0.55332,2,17.81,0,1,All,2M,Simbad,132.127405,19.75202,0.79
643,20199,661313363154337280,211968779,129.77115621443772,19.75729969632813,17.096947,0.01,18.68541,15.823269,5.290541458121679,0.19983200411840096,0.2,0.01,HSHJ248,0.24,17.88,13.16,17.18, 0.5578,0,Y, 0.00733,       ,       , ,N,Y,N,    , 0.04213, 1.56924,2,17.27,0,2,All,2M,Simbad,129.77133600000002,19.757338,17.18
645,20222,664292322407994624,211969273,129.61539892304302,19.765411750867013,15.2034,0.002,16.398315,14.108184,5.098490266205426,0.23140329380179764,0.01,0.01,JS232  ,0.54,15.59,11.77,17.27, 0.8985,0,Y, 0.00816,       ,       , ,N,N,N,cand, 0.05345, 2.45905,2,14.9,0,2,All,2M,Simbad,129.615552,19.765452,17.27
647,20236,661339790089527168,211969494,130.83398346141772,19.76898165873966,10.636115,0.0003,10.950949000000001,10.18515,6.427649162857525,0.08620278646694549,0.002,0.002,KW508  ,1.15,10.63,9.36, 6.38, 0.8435,0,Y, 0.00812,       ,       , ,N,Y,N,conf, 0.02558, 1.08499,K,10.66,1,1,All,2M,Simbad,130.834134,19.769041,6.38
649,20252,664292459846946560,211969807,129.6366593712638,19.77372018233687,15.395498000000002,0.002,16.567148,14.312060999999998,5.257328187591893,0.10842053561067068,0.01,0.01,JS237  ,0.46,15.88,12.01,17.08, 0.1358,1,Y, 0.00832,       ,       , ,N,Y,N,    , 0.00890, 0.33360,P,15.15,0,2,All,2M,Simbad,129.63675600000002,19.773829,17.08
651,20264,661310756111835392,211970147,130.05589533366577,19.778751895941074,12.846568,0.0003,13.4429865,12.127259,5.2861582527855235,0.057261608553929165,0.01,0.002,KW267  ,0.78,12.43,10.64,11.60, 0.7588,0,Y, 0.00823,       ,       , ,N,Y,N,    , 0.02396, 1.21086,S,12.87,0,2,All,2M,Simbad,130.056046,19.77881,11.6
653,20282,661313504890920448,211970427,129.79092405464328,19.782984296079515,14.967959,0.002,16.286259,13.811760000000001,5.2834814142701125,0.14939621772437342,0.01,0.01,KW563  ,0.6,15.18,11.35, 4.38, 0.3384,0,Y, 0.00756,       ,       , ,N,Y,N,cand, 0.01198, 0.42894,P,15.07,0,2,All,2M,Simbad,129.79105900000002,19.783027,4.38
655,20288,661170637096984960,211970517,131.3594290796601,19.78435296730845,15.381603,0.002,16.779314000000003,14.203717999999999,5.61463125336989,0.08568810061802344,0.01,0.01,AD 3411,0.55,15.98,11.72, 0.91, 0.3598,0,Y, 0.00956,       ,       , ,N,N,N,    , 0.00630, 0.19698,2,14.99,0,2,All,2M,Simbad,131.359604,19.784394,0.91
657,20290,661310923612365312,211970520,130.01718011409892,19.78438637893781,11.840009,0.0003,12.294485,11.242722500000001,4.873260766714452,0.30433739818769945,0.002,0.002,KW246  ,1.0,11.43,10.0,10.43, 0.8925,0,Y, 0.00796,       ,       , ,N,Y,N,conf, 0.01995, 0.93972,K,11.83,1,2,All,2M,Simbad,130.017336,19.784456,10.43
659,20293,661313569312788096,211970613,129.7788284602198,19.785519269567487,18.533511999999998,0.01,20.238577,17.152626,5.674687745405669,0.391671846640663,0.2,0.2,AD 2509,0.17,19.55,14.14, 1.01, 0.0744,0,Y, 0.00767,       ,       , ,N,N,Y,    , 0.09486, 2.39782,S,18.81,0,2,All,2M,Simbad,129.778983,19.785564,1.01
663,20301,664301427738676992,211970684,129.3519176547363,19.78660194463789,17.498556,0.01,19.047785,16.202963,5.316527388255613,0.2220079642231124,0.2,0.01,HSHJ158,0.2,18.24,13.54, 1.63, 0.0750,0,Y, 0.00658,       ,       , ,N,N,M,    , 0.02273, 0.87288,2,16.86,0,2,All,2M,Simbad,129.352068,19.786678,1.63
664,20317,661351850357695616,211970966,130.77778158828792,19.791527170717927,13.235210999999998,0.002,13.914078,12.447516,5.305151319557004,0.027831205926876827,0.01,0.002,JS516  ,0.72,13.22,10.77,13.07, 0.2002,0,Y, 0.00786,       ,       , ,Y,Y,N,conf, 0.00633, 0.15772,2,13.27,1,2,All,2M,Simbad,130.777923,19.791575,13.07
666,20322,661337247468928768,211971074,131.1103542115992,19.7932598014728,13.588256,0.002,14.364235,12.738284,5.586273503457699,0.03220917483160648,0.01,0.002,JS566  ,0.66,13.62,10.91,14.31, 0.8268,0,Y, 0.00820,       ,       , ,N,Y,N,    , 0.01213, 0.58113,K,13.63,1,2,All,2M,Simbad,131.110545,19.793311,14.31
670,20337,663035065221481344,211971354,127.91838690538168,19.79834378159344,14.330465,0.002,15.383342,13.306188,5.352871298822767,0.08650707493871708,0.01,0.01,HSHJ 15,0.63,14.45,11.03, 8.26, 0.3841,0,Y, 0.00881,       ,       , ,Y,Y,M,cand, 0.03525, 1.03094,P,14.34,1,2,All,2M,Simbad,127.91856200000001,19.798397,8.26
671,20342,661314466963687808,211971468,129.89428581284173,19.80003781411791,16.533576999999998,0.002,17.638176,14.928258,4.7470126895206235,0.5053614403966054,0.2,0.01,HSHJ272,0.37,16.23,12.38, 3.88, 0.3071,0,Y, 0.00753,       ,       , ,N,M,M,    , 0.01190, 0.41721,S,15.62,1,2,All,2M,Simbad,129.89443300000002,19.800081,3.88
673,20355,664302424170984576,211971690,129.29770632807893,19.803626586667228,11.137974,0.0003,11.502101,10.638194,5.303341582507658,0.05451235717208351,0.002,0.002,KW 23  ,1.05,11.11,9.69, 8.26, 0.6331,0,Y, 0.00868,       ,       , ,N,Y,N,    , 0.00733, 0.31229,D,11.14,2,1,All,2M,Simbad,129.297851,19.803687,8.26
674,20358,663002663987903872,211971819,126.96216630379995,19.805713914749642,15.101776999999998,0.002,16.231339000000002,14.0439415,5.561863984507606,0.07632431981348542,0.01,0.01,AD 1026,0.53,15.39,11.78,17.08, 0.6762,0,Y, 0.00847,       ,       , ,N,Y,N,    , 0.02119, 1.01066,2,15.14,0,2,All,2M,Simbad,126.962295,19.805776,17.08
675,20359,661311752544249088,211971871,130.00243901427,19.80650064262564,10.162403999999999,0.0003,10.438777,9.763077000000001,5.323505300857155,0.06683477712335878,0.002,0.002,KW238  ,1.22,9.78,9.08, 2.96, 0.6674,0,Y, 0.00747,       ,       , ,N,Y,N,    , 0.01633, 0.68585,K,10.22,1,1,All,2M,Simbad,130.002601,19.806559,2.96
677,20369,660751581432060800,211972086,132.70751125889657,19.810097482117428,16.534133999999998,0.002,18.143528,15.281938,5.347670598058548,0.08734110958476213,0.2,0.01,AD 3814,0.31,17.73,12.65, 7.49, 0.1131,0,Y, 0.00769,       ,       , ,N,M,N,conf, 0.03822, 1.30279,P,16.7,0,2,All,2M,Simbad,132.707685,19.810135,7.49
678,20379,661348517463001216,211972472,130.564399540109,19.815950966552546,16.276970000000002,0.002,17.699793,15.087648999999999,5.345052647996066,0.1085355261371186,0.2,0.01,JS476  ,0.31,16.75,12.62,15.33, 0.1407,1,Y, 0.00800,       ,       , ,N,Y,N,    , 0.01272, 0.30842,2,16.35,0,2,All,2M,Simbad,130.56458600000002,19.816013,15.33
680,20381,661314570042801280,211972478,129.90462778969498,19.81604544680562,14.497635999999998,0.002,15.468079999999999,13.521284,5.363246605021472,0.050512070360746016,0.01,0.01,KW569  ,0.6,14.68,11.39,16.07, 0.5950,0,Y, 0.00760,       ,       , ,N,Y,N,    , 0.01776, 0.92141,2,14.55,0,2,All,2M,Simbad,129.904786,19.816104,16.07
682,20387,661302887731820416,211972627,130.29278627529195,19.818555468066727,11.31113,0.0003,11.70463,10.793978,5.436169554449619,0.06209855097690399,0.002,0.002,KW368  ,1.04,11.29,9.75, 9.05, 0.0846,1,N, 0.00881,       ,       , ,N,M,M,conf, 0.01775, 0.58333,K,11.35,1,2,All,2M,Simbad,130.292938,19.818614,9.05
684,20410,661490693763838976,211973202,132.00519713974847,19.827490904799188,17.4716,0.01,19.142946,16.190673999999998,5.332663116878051,0.17515952837214832,0.2,0.01,       ,0.2,18.17,13.51, 1.63, 0.2992,0,Y, 0.00941,       ,       , ,N,Y,N,    , 0.01575, 0.50065,2,17.59,0,1,All,2M,Simbad,132.005381,19.827548999999998,1.63
685,20411,661314638762274176,211973205,129.94595434826866,19.827566364728405,12.452263,0.0003,12.971109,11.799607,5.309568163430908,0.07476812288997789,0.002,0.002,KW209  ,0.85,12.43,10.44,10.54, 0.5047,0,Y, 0.00819,       ,       , ,N,Y,N,    , 0.01065, 0.39157,K,12.47,1,2,All,2M,Simbad,129.946112,19.827633,10.54
687,20425,661396140060387456,211973504,130.4237467555038,19.832560168998015,17.490414,0.01,18.98252,16.21806,5.39031355222583,0.15002267258192736,0.2,0.01,AD 3001,0.2,18.17,13.6, 2.32, 0.1667,0,Y, 0.00980,       ,       , ,N,Y,Y,    , 0.01856, 0.61012,S,16.93,0,2,All,2M,Simbad,130.42394199999998,19.832639999999998,2.32
688,20440,661350750845994240,211973710,130.55665560853222,19.83568454535886,15.478314000000001,0.002,16.68374,14.375629,5.383474899225235,0.05345782376548714,0.01,0.01,JS475  ,0.45,15.79,12.05,21.94, 0.7349,0,Y, 0.00826,       ,       , ,N,N,N,    , 0.00723, 0.29638,2,15.31,0,2,All,2M,Simbad,130.556892,19.835726,21.94
689,20442,661488052360088704,211973760,132.09807573648152,19.8365532817697,16.569553,0.002,18.087401999999997,15.347744,5.565225024752297,0.0960617246217647,0.2,0.01,       ,0.28,17.25,12.84,13.18, 0.5086,0,Y, 0.00921,       ,       , ,N,Y,N,    , 0.01562, 0.72532,2,16.04,0,1,All,2M,Simbad,132.098248,19.836599,13.18
690,20458,664316546023530368,211974178,129.73098312004134,19.842529303752926,17.499914,0.01,19.155472,16.204617000000002,5.182243460477772,0.2337037037264444,0.2,0.01,HSHJ235,0.2,18.26,13.58, 1.70, 0.4739,0,Y, 0.00747,       ,       , ,N,N,Y,    , 0.02849, 1.21787,2,17.68,0,2,All,2M,Simbad,129.73116399999998,19.842625,1.7
692,20477,664352692468240896,211974687,128.95925255396392,19.849961912644602,17.507631,0.01,19.014431,16.20458,5.216596127090696,0.17632910592740786,0.2,0.01,       ,0.2,18.27,13.56, 0.90, 0.3913,0,Y, 0.00698,       ,       , ,N,Y,Y,    , 0.05731, 2.07780,2,17.7,1,1,All,2M,Simbad,128.959436,19.850035000000002,0.9
693,20479,661317250102374528,211974702,130.13186671235522,19.850228268631092,11.43092,0.0003,11.830153,10.901137,5.385304078518216,0.04630661016597532,0.002,0.002,KW309  ,1.02,11.41,9.91, 8.49, 0.3516,0,Y, 0.00788,       ,       , ,M,Y,Y,    , 0.00317, 0.11872,K,11.45,1,2,All,2M,Simbad,130.132026,19.850285999999997,8.49
694,20480,664316614743007360,211974724,129.71246504870814,19.850489789889952,16.156738,0.002,17.690945000000003,14.935118,5.5215300511392735,0.12819592275323294,0.2,0.01,JS250  ,0.37,16.75,12.36,33.04, 0.3867,0,Y, 0.00690,       ,       , ,N,N,N,cand, 0.02143, 0.87555,P,16.29,0,2,All,2M,Simbad,129.712653,19.85059,33.04
696,20490,661306319407420160,211975006,130.2898480809065,19.85512306072671,10.517456,0.0003,10.894885,10.002666,5.3751161125267135,0.03819605600608216,0.002,0.002,KW367  ,1.24,10.47,8.94, 3.07, 0.8413,0,Y, 0.00872,       ,       , ,N,Y,Y,conf, 0.03469, 1.53405,K,10.49,1,2,All,2M,Simbad,130.290003,19.855179999999997,3.07
697,20503,661315837054947840,211975426,129.84088916447462,19.86114167550417,12.283896,0.0003,12.782706,11.653758999999999,5.288665040026316,0.0589751809466894,0.002,0.002,KW172  ,0.88,12.24,10.37, 6.26, 0.6191,0,Y, 0.00771,       ,       , ,N,Y,N,    , 0.01148, 0.42492,K,12.28,1,2,All,2M,Simbad,129.84105,19.861207,6.26
699,20507,664297064051880832,211975510,129.6233086098588,19.862427891782147,13.525853,0.002,14.265497,12.698852,5.238168355001592,0.06308515694570713,0.01,0.002,KW559  ,0.65,13.53,10.93,11.83, 0.4553,0,Y, 0.00780,       ,       , ,N,Y,N,    , 0.01294, 0.54674,K,13.54,1,2,All,2M,Simbad,129.623459,19.862485,11.83
700,20510,661353224747228544,211975518,130.71768485393906,19.862703089242387,15.853857999999999,0.002,17.265541,14.667451000000002,5.371465247818659,0.08267910163000776,0.2,0.01,JS506  ,0.41,16.53,12.21, 3.97, 0.8713,0,Y, 0.00962,       ,       , ,N,N,N,    , 0.03502, 1.66723,P,15.03,0,2,All,2M,Simbad,130.71778700000002,19.862637,3.97
702,20537,664352761187716352,211976081,128.9447198923495,19.870865031676573,13.999882999999999,0.002,14.892420000000001,13.071891,5.82290689943949,0.0464146563559591,0.01,0.01,JS 97  ,0.62,14.08,11.06,14.88, 0.3942,0,N, 0.00799,       ,       , ,N,Y,N,cand, 0.01000, 0.53761,2,14.02,0,2,All,2M,Simbad,128.9449,19.870918,14.88
703,20560,661397308291492608,211976466,130.36148413709887,19.87677255403708,17.879969,0.01,19.681373999999998,16.548382,5.098714650758028,0.1751452363453042,0.2,0.01,HSHJ370,0.19,18.78,13.77, 1.64, 0.0444,0,Y, 0.00643,       ,       , ,N,N,N,    , 0.04091, 1.00312,S,18.08,0,2,All,2M,Simbad,130.36168899999998,19.876865,1.64
704,20563,664352245791631488,211976535,129.0474480713981,19.87779893544406,14.799256,0.002,15.819825,13.797323,5.41841749753744,0.05554412489160511,0.01,0.01,JS113  ,0.56,15.01,11.66,18.55, 0.4053,0,Y, 0.00890,       ,       , ,N,Y,N,    , 0.00991, 0.28164,2,14.84,0,2,All,2M,Simbad,129.04761499999998,19.877845999999998,18.55
705,20573,663050527103803136,211976838,128.35242436928422,19.88266520636382,16.740978,0.002,18.444032999999997,15.463894,5.347232058680075,0.15582686020368644,0.2,0.01,JS669  ,0.28,17.54,12.78, 1.49, 0.5074,0,Y, 0.00956,       ,       , ,Y,N,N,    , 0.01664, 0.61975,2,16.08,0,2,All,2M,Simbad,128.352586,19.882755,1.49
706,20611,664309601059502464,211977390,129.45812494731717,19.89127324741158,11.165509,0.0003,11.625457,10.576556,7.508291050070383,0.07886862394679381,0.002,0.002,KW 55  ,1.16,11.15,9.33, 6.80, 0.7172,0,Y, 0.00831,       ,       , ,M,Y,N,conf, 0.02668, 1.07377,K,11.18,1,1,All,2M,Simbad,129.458135,19.891348,6.8
707,20631,664353860699329920,211977843,129.07964941493762,19.898515569958427,16.287292,0.002,17.726011,15.090079000000001,5.065179796956565,0.12558597969022536,0.2,0.01,JS123  ,0.33,16.98,12.57, 9.54, 0.1684,0,Y, 0.00764,       ,       , ,N,Y,N,    , 0.01937, 0.59622,2,16.37,1,2,All,2M,Simbad,129.079853,19.898588,9.54
708,20639,661353770206306560,211977997,130.75762830489813,19.901210214635054,18.170727,0.01,19.973335000000002,16.839256,5.319904019464046,0.2598498334584029,0.2,0.01,AD 3156,0.17,19.09,14.05, 0.98, 0.1454,0,Y, 0.00759,       ,       , ,N,N,Y,    , 0.04530, 1.83689,2,18.43,0,2,All,2M,Simbad,130.75779,19.901279000000002,0.98
709,20651,664309296118640128,211978157,129.36608188458922,19.90346116600286,16.297457,0.002,17.758118,15.090321,4.947097148682707,0.11526966071783235,0.2,0.01,AD 2328,0.33,17.01,12.53, 1.79, 0.7498,0,Y, 0.00783,       ,       , ,N,Y,Y,    , 0.03817, 1.75092,2,15.7,0,2,All,2M,Simbad,129.366226,19.903523999999997,1.79
710,20655,663755485855805568,211978243,127.00397558883219,19.904737918500008,12.513612,0.0003,13.040969,11.856841000000001,5.169500885214626,0.043391900667621976,0.01,0.002,AD 1050,0.83,12.46,10.49,10.69, 0.7205,0,Y, 0.00814,       ,       , ,N,Y,N,    , 0.00913, 0.36369,K,12.49,1,2,All,2M,Simbad,127.00412299999999,19.904792,10.69
711,20680,661342710667273856,211978779,130.9657288160912,19.913548270568825,13.70989,0.002,14.494579000000002,12.851836,5.364993208278177,0.0364286826990478,0.01,0.002,JS554  ,0.64,13.7,10.97,13.60, 0.6270,0,Y, 0.00814,       ,       , ,N,Y,Y,    , 0.00957, 0.50512,2,13.75,1,2,All,2M,Simbad,130.965892,19.913604,13.6
712,20686,664353757620108544,211978879,129.13893955087818,19.91504614502668,15.448435,0.002,16.647657000000002,14.349623999999999,5.398691476972243,0.06252799688568142,0.01,0.01,JS136  ,0.47,15.85,12.01, 9.85, 0.0381,1,Y, 0.00783,       ,       , ,N,Y,Y,    , 0.02059, 0.18044,2,15.22,0,2,All,2M,Simbad,129.13909099999998,19.915069,9.85
713,20687,661318624491908480,211978880,130.065295281195,19.915014401443575,12.340399,0.0003,12.932938,11.619437,5.4328710992508755,0.05801649685888545,0.002,0.002,KW272  ,1.0,12.07,10.01,10.62, 0.6177,0,Y, 0.00921,       ,       , ,N,Y,N,cand, 0.01248, 0.47849,K,12.33,1,2,All,2M,Simbad,130.06546699999998,19.915069,10.62
714,20691,661492274311844352,211978972,132.03088586474772,19.916391436705908,17.384491,0.01,19.038218,16.104576,5.12572642113924,0.14226848384889176,0.2,0.01,       ,0.21,18.14,13.4, 1.93, 0.6724,0,Y, 0.00741,       ,       , ,N,N,N,    , 0.03091, 1.17137,2,17.55,0,1,All,2M,Simbad,132.031045,19.916445,1.93
715,20693,661321304551503616,211978983,130.01509413700168,19.916475433266566,16.311467999999998,0.002,17.894094,15.043520000000001,5.164064303751698,0.15502189325679486,0.2,0.01,AD 2676,0.38,16.7,12.35, 1.37, 0.1387,0,Y, 0.00720,       ,       , ,N,N,Y,    , 0.01854, 0.73439,2,15.55,0,2,All,2M,Simbad,130.0153,19.916532999999998,1.37
716,20699,661356488922418944,211979060,130.71026409233198,19.917636994206052,16.354135999999997,0.002,17.80838,15.160372,5.208767230072215,0.08560418046114733,0.2,0.01,JS504  ,0.31,16.98,12.66,24.44, 0.8725,0,Y, 0.00833,       ,       , ,N,N,N,    , 0.02318, 1.06200,2,16.46,0,2,All,2M,Simbad,130.71043500000002,19.917725,24.44
717,20710,664353379662996224,211979237,129.01829419744328,19.920225008605755,14.089082000000001,0.002,14.957226,13.151795000000002,5.320945790361481,0.0727344438381942,0.01,0.01,JS107  ,0.62,14.2,11.16,15.82, 0.8347,0,Y, 0.00885,       ,       , ,N,N,N,    , 0.00514, 0.23626,2,14.11,1,2,All,2M,Simbad,129.01845600000001,19.920269,15.82
719,20721,661319483485360000,211979334,130.20118894125577,19.92186716878684,10.862910000000001,0.0003,11.208831,10.393336999999999,5.379406460594913,0.04913523779891593,0.002,0.002,KW335  ,1.1,10.85,9.51, 7.93, 0.4857,0,N, 0.00820,       ,       , ,N,Y,Y,    , 0.02467, 1.08504,D,10.9,2,1,All,2M,Simbad,130.20134099999999,19.921913,7.93
720,20736,661497638727087488,211980019,132.14363042137708,19.93259723812839,15.450254999999999,0.002,16.734497,14.311848999999999,4.134750263602902,0.11151347538238997,0.01,0.01,       ,0.5,16.13,11.89,25.70, 0.6465,0,Y, 0.00789, 1.0520, 0.0535,0,Y,N,N,    , 0.01850, 0.85390,2,15.05,0,1,All,2M,Simbad,132.143786,19.932619,25.7
721,20738,661320067600915328,211980039,130.12727581629733,19.932944309253983,16.04603,0.002,17.414818,14.870216000000001,5.202055151194884,0.08219249705030947,0.2,0.01,JS365  ,0.37,16.59,12.39,16.61, 0.8564,0,Y, 0.00763,       ,       , ,N,N,N,    , 0.02902, 1.37194,P,16.15,0,2,All,2M,Simbad,130.127457,19.933022,16.61
722,20744,661401431460014720,211980169,130.29368080042306,19.935131682798602,15.723408,0.002,17.200134,14.515598,5.506132870270003,0.07744213130576956,0.2,0.01,AD 2902,0.48,16.44,11.97,10.02, 0.4326,0,Y, 0.00872, 4.5047, 0.1336,0,Y,Y,Y,    , 0.00902, 0.33217,2,15.21,1,2,All,2M,Simbad,130.293871,19.935168,10.02
723,20745,661319547906688896,211980170,130.2284732708442,19.93511707793813,11.877113,0.0003,12.330091,11.2923565,5.509029390621481,0.04384651843997408,0.002,0.002,KW344  ,0.98,11.8,10.13, 9.13, 0.8959,0,Y, 0.00845,       ,       , ,N,Y,M,    , 0.03243, 1.50223,2,11.87,0,1,All,2M,Simbad,130.228632,19.935174,9.13
724,20746,661401431460014976,211980180,130.29064757659148,19.935292332338037,13.206443,0.002,13.881368,12.427,5.327730316035456,0.027896908613925048,0.01,0.002,KW574  ,0.73,13.16,10.76,13.42, 0.2489,1,Y, 0.00795,       ,       , ,N,Y,N,    , 0.01350, 0.21885,2,13.17,0,2,All,2M,Simbad,130.290801,19.935344,13.42
726,20751,661365697332234112,211980252,131.08834154082172,19.936557460345615,17.248764,0.01,18.951252,15.961088,5.029413458934192,0.14631528588210704,0.2,0.01,AD 3310,0.23,18.01,13.26,13.30, 0.1232,0,Y, 0.00741,       ,       , ,N,N,N,    , 0.02485, 0.81726,2,16.32,0,2,All,2M,Simbad,131.088523,19.936604,13.3
