,Unnamed: 0,source_id,EPIC,ra,dec,G,G_err,bp,rp,parallax,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot
435,18821,661259040408504064,211940576,129.8153759889921,19.3339943358728,18.294897,0.01,19.732185,16.923288,5.2339589678676735,0.3061665861306612,0.2,0.01,HSHJ256,0.16,19.21,14.18, 1.85, 0.1282,0,Y, 0.00781,       ,       , ,N,N,N,    , 0.02535, 0.63218,S,18.5,0,2,All,2M,Simbad,129.815536,19.334023000000002,1.85
437,18851,662807019637235840,211941071,128.36235641791166,19.341270187055887,14.702542999999999,0.002,15.824273999999999,13.629646,6.452835427213862,0.2677414386024221,0.01,0.01,JS 35  ,0.6,14.97,11.35,15.74, 0.6204,0,Y, 0.00844,       ,       , ,N,Y,N,cand, 0.00647, 0.28548,2,14.74,0,2,All,2M,Simbad,128.362526,19.341324,15.74
438,18891,662774957704594688,211941765,128.9881936197704,19.351729184387573,18.27881,0.01,19.8449,16.940279999999998,4.778260466375211,0.2833095759041964,0.2,0.01,HSHJ 90,0.17,19.14,14.15, 0.60, 0.4893,0,Y, 0.00814,       ,       , ,N,Y,Y,    , 0.04973, 1.82803,2,18.46,0,2,All,2M,Simbad,128.988396,19.351791,0.6
439,18893,662912813272290688,211941802,127.712434751381,19.352408918486766,14.130426000000002,0.002,15.023406,13.205732000000001,5.492014641770015,0.03836437943128256,0.01,0.01,HSHJ 7 ,0.61,14.17,11.19,14.11, 0.8910,0,Y, 0.00740,       ,       , ,N,Y,N,    , 0.01907, 0.89003,K,14.11,1,2,All,2M,Simbad,127.71260900000001,19.352466,14.11
442,18944,661264439184662016,211942823,129.94045703450104,19.36692935172029,10.517451,0.0003,10.825531,10.075517,5.3143003873698085,0.060842820522847736,0.002,0.002,KW208  ,1.18,10.51,9.26, 5.79, 0.4006,0,Y, 0.00803,       ,       , ,M,Y,M,    , 0.01456, 0.48241,D,10.54,2,1,All,2M,Simbad,129.94063300000002,19.366989999999998,5.79
444,18972,662915940008482304,211943375,127.67726459107428,19.37518642269489,17.8237,0.01,19.528097,16.511839000000002,5.257843741087832,0.20234920420693184,0.2,0.01,AD 1398,0.19,18.64,13.77, 1.43, 0.2259,0,Y, 0.00766,       ,       , ,N,Y,N,    , 0.02888, 0.93964,2,18.02,0,2,All,2M,Simbad,127.677435,19.375225,1.43
445,18978,662775266942252544,211943550,129.06714870864838,19.37789905886344,17.83258,0.01,19.487289999999998,16.502094,5.140177015737257,0.2689427698224536,0.2,0.01,HSHJ113,0.19,18.63,13.7, 2.58, 0.0435,0,N, 0.00770,       ,       , ,N,Y,N,    , 0.02065, 0.52767,2,18.0,0,2,All,2M,Simbad,129.067346,19.377974,2.58
446,18980,661238635021126656,211943613,130.22408528592138,19.37883652574657,14.913074499999999,0.002,15.998531,13.872385000000001,5.5244185622449296,0.047603354312944435,0.01,0.01,JS394  ,0.56,15.14,11.63,16.51, 0.7500,0,Y, 0.00754,       ,       , ,N,M,N,    , 0.00856, 0.37177,2,14.92,0,2,All,2M,Simbad,130.22426299999998,19.378904000000002,16.51
448,18982,661259384005904256,211943617,129.82691740545127,19.378911335014468,18.357742000000002,0.01,20.16871,16.973882999999997,5.6977598411845864,0.4069842326792135,0.2,0.01,HSHJ258,0.17,19.28,14.01, 0.55, 0.2917,0,Y, 0.00789,       ,       , ,N,N,N,cand, 0.03702, 0.20021,S,18.57,0,2,All,2M,Simbad,129.827107,19.378954,0.55
450,19017,661229976367125504,211944193,130.59910675358879,19.386736111013747,17.543039999999998,0.01,19.23113,16.224667,5.510684853873608,0.1625560977462821,0.2,0.01,HSHJ421,0.21,18.37,13.4, 0.48, 0.1020,0,Y, 0.00928,       ,       , ,M,N,N,cand, 0.01679, 0.47339,S,16.86,1,2,All,2M,Simbad,130.599276,19.386799,0.48
454,19050,661229564050262528,211944807,130.63423705351914,19.396130621998704,10.845135,0.0003,11.183828,10.374808999999999,5.13692879185418,0.10220059601142556,0.002,0.002,KW466  ,1.12,10.81,9.46,10.02, 0.4176,0,Y, 0.00761,       ,       , ,N,Y,N,conf, 0.01421, 0.52601,K,10.82,0,1,All,2M,Simbad,130.634386,19.39619,10.02
456,19070,661264679702825344,211945119,129.97134189212247,19.400981908791724,16.820024,0.002,18.302485,15.585563,5.136658419952738,0.12783229266337445,0.2,0.01,AD 2642,0.26,16.6,13.01,14.18, 0.1636,0,Y, 0.00727,       ,       , ,N,Y,Y,    , 0.01727, 0.63268,2,16.91,0,2,All,2M,Simbad,129.971521,19.401047,14.18
461,19085,661265229458645120,211945362,129.88214005706743,19.404827406191085,16.534225,0.002,18.02531,15.313388,5.594077993892795,0.16999315602223478,0.2,0.01,JS298  ,0.29,16.74,12.73, 9.16, 0.6578,0,Y, 0.00892,       ,       , ,N,Y,N,    , 0.04458, 2.25291,S,15.76,1,2,All,2M,Simbad,129.882326,19.404894,9.16
463,19090,661121949347800064,211945445,131.18652430320657,19.406088593977252,16.137327,0.002,17.672795999999998,14.905501999999998,5.182639918569478,0.21565210956738828,0.2,0.01,JS574  ,0.38,16.76,12.34,20.88, 0.0318,0,Y, 0.00752,       ,       , ,N,Y,M,    , 0.00605, 0.19724,2,15.65,0,2,All,2M,Simbad,131.186703,19.406162,20.88
465,19095,661133425500359040,211945502,130.89043718213938,19.40680988743241,17.386554999999998,0.01,19.156496,16.020454,6.456079545249959,0.4956152133687242,0.2,0.01,HSHJ459,0.23,18.18,13.24, 0.69, 0.0675,0,N, 0.00685, 1.4918, 0.0413,1,M,Y,N,    , 0.01299, 0.19286,2,17.54,0,2,All,2M,Simbad,130.890634,19.406879,0.69
469,19126,661219290488437632,211945980,130.01718858221736,19.41390168003496,16.828464999999998,0.002,18.381176,15.568508,5.45869199292448,0.15817454901367906,0.2,0.01,JS718  ,0.26,17.16,12.97, 2.62, 0.5564,0,Y, 0.00706,       ,       , ,N,Y,N,    , 0.06981, 3.38134,P,16.92,0,2,All,2M,Simbad,130.017345,19.413960999999997,2.62
471,19129,661229701489213824,211946007,130.66416534958628,19.41435975175841,17.415789,0.01,19.084423,16.146658,5.360688129740084,0.139692103828178,0.2,0.01,HSHJ430,0.2,18.15,13.5, 2.25, 0.2054,0,Y, 0.00820,       ,       , ,N,Y,Y,cand, 0.02634, 1.07634,S,16.57,0,2,All,2M,Simbad,130.664324,19.414445999999998,2.25
473,19131,661043506065199488,211946016,130.77547739292356,19.414449090653832,16.642574,0.002,18.207941,15.400882000000001,5.399518835903527,0.09594839662377956,0.2,0.01,JS514  ,0.28,17.29,12.79, 8.19, 0.0722,0,Y, 0.00641,       ,       , ,N,N,N,    , 0.01228, 0.42745,2,16.79,0,2,All,2M,Simbad,130.775643,19.414488000000002,8.19
475,19133,661277186647511936,211946055,129.46574058592606,19.4148817911272,12.636706,0.0003,13.159648,11.982698,4.6840910899193755,0.0588892491500335,0.01,0.002,KW 60  ,0.79,12.57,10.62,17.48, 0.4499,1,Y, 0.00992,       ,       , ,M,Y,N,    , 0.00331, 0.10709,2,12.62,1,1,All,2M,Simbad,129.46588,19.414932,17.48
476,19134,661263408392412928,211946063,129.71117066416366,19.415006463112803,15.963691,0.002,17.337908,14.790425,5.4505610191438745,0.10814975060635462,0.2,0.01,JS251  ,0.38,16.42,12.33,22.60, 0.4649,0,Y, 0.00802,       ,       , ,N,N,N,    , 0.01913, 0.61156,2,15.99,0,2,All,2M,Simbad,129.71137199999998,19.415043,22.6
478,19145,659777074828577024,211946212,129.35066395851604,19.41695030069664,14.976298000000002,0.002,16.213638,13.868523999999999,5.372766875600717,0.05864249576251994,0.01,0.01,JS178  ,0.58,15.34,11.54,16.42, 0.7059,0,Y, 0.00771,       ,       , ,N,Y,Y,cand, 0.01090, 0.48942,2,14.96,0,2,All,2M,Simbad,129.350827,19.416985999999998,16.42
479,19163,661263305313199360,211946518,129.67258822288565,19.421687033069748,14.006324,0.002,14.860489999999999,13.105363,5.323559040745057,0.043302308391765035,0.01,0.01,JS244  ,0.61,14.02,11.19,14.45, 0.8915,0,Y, 0.00756,       ,       , ,N,N,N,    , 0.01598, 0.71469,2,14.03,1,2,All,2M,Simbad,129.672744,19.421747,14.45
481,19172,661078896595610240,211946708,131.46405981091226,19.424191602332908,15.769217999999999,0.002,17.112766,14.610002,5.4413211996380095,0.07281716999215515,0.2,0.01,JS613  ,0.41,16.17,12.18,21.47, 0.4159,0,N, 0.00844,       ,       , ,N,Y,N,    , 0.01883, 0.84557,2,16.7,0,2,All,2M,Simbad,131.46416399999998,19.424346,21.47
483,19176,662776576909207168,211946732,129.01367776268373,19.42460060167561,17.598343,0.01,19.165512,16.313488,5.294570150057292,0.18966378058780411,0.2,0.01,HSHJ100,0.19,18.33,13.66, 1.60, 0.1258,0,Y, 0.00795,       ,       , ,N,N,N,    , 0.01618, 0.35772,2,17.75,0,2,All,2M,Simbad,129.01388400000002,19.424675,1.6
484,19177,662776439470251136,211946750,129.05935421445352,19.425012465318684,15.672139999999999,0.002,17.186663,14.455307999999999,5.282460546785313,0.09239478225166922,0.2,0.01,JS689  ,0.5,16.09,11.91, 1.87, 0.2678,0,N, 0.00829,       ,       , ,Y,N,N,    , 0.03757, 1.32293,2,15.79,0,2,All,2M,Simbad,129.05954599999998,19.425086999999998,1.87
485,19193,660700561516668288,211947006,132.5771067619475,19.42847270660437,12.4796915,0.0003,12.979278,11.8437395,5.343561417943662,0.05111349838276484,0.002,0.002,AD 3767,0.82,12.44,10.53, 8.44, 0.8547,0,Y, 0.00814,       ,       , ,N,N,N,    , 0.00645, 0.29647,K,12.51,1,2,All,2M,Simbad,132.577259,19.428522,8.44
487,19210,662811653905586176,211947170,128.32325785608708,19.430635578585445,13.360301999999999,0.002,14.06681,12.556936,5.377707868858661,0.02564324376713516,0.01,0.002,JS 31  ,0.68,13.32,10.86,11.93, 0.2068,0,Y, 0.00813,       ,       , ,N,Y,N,    , 0.01248, 0.42099,K,13.38,1,2,All,2M,Simbad,128.323417,19.430682,11.93
488,19230,661043746583366272,211947631,130.7745847091517,19.43752391563055,9.772594999999999,0.0003,10.11399,9.309724000000001,4.948237864065338,0.1173809348251912,0.002,0.002,KW495  ,1.49,9.74,8.46, 4.74, 0.5964,0,Y, 0.00816,       ,       , ,N,Y,N,    , 0.01742, 0.67219,2,9.84,0,1,All,2M,Simbad,130.774748,19.437567,4.74
490,19233,661277461525418752,211947686,129.4440450897462,19.43828755927945,10.504278,0.0003,10.8121395,10.066417999999999,5.328084491204285,0.08271532955321527,0.002,0.002,KW 49  ,1.18,10.48,9.28, 5.94, 0.9111,0,Y, 0.00855,       ,       , ,N,Y,N,    , 0.02823, 1.30146,K,10.52,1,1,All,2M,Simbad,129.444214,19.438341,5.94
491,19238,661265951013145344,211947849,129.9096938971486,19.440804154626946,12.36487,0.0003,12.869843,11.684353999999999,5.345567108831743,0.06019085625107259,0.002,0.002,KW198  ,0.9,12.27,10.29,11.17, 0.7836,0,Y, 0.00839,       ,       , ,N,Y,Y,conf, 0.00704, 0.30280,K,12.36,0,2,All,2M,Simbad,129.909869,19.440869,11.17
493,19245,661239390935361024,211948030,130.27855983836534,19.44354186884492,16.652584,0.002,18.1581,15.419308,5.402128070383832,0.12118289079161534,0.2,0.01,AD 2885,0.28,16.86,12.85,25.48, 0.6102,0,Y, 0.00852,       ,       , ,N,Y,Y,    , 0.03046, 1.53220,2,16.11,1,2,All,2M,Simbad,130.278743,19.443624,25.48
497,19255,661239390935360512,211948267,130.28002274931342,19.446863312317365,12.180411999999999,0.0003,12.66864,11.556629,5.521474819865468,0.04997660957873228,0.002,0.002,KW363  ,0.9,12.13,10.29,10.08, 0.1470,0,Y, 0.00823,       ,       , ,N,Y,Y,    , 0.01167, 0.40370,K,12.19,0,2,All,2M,Simbad,130.28018899999998,19.446919,10.08
499,19279,661136964553408896,211948895,130.89773572008266,19.456492518407376,17.67224,0.01,19.44267,16.378063,5.466556008028811,0.1514956723969713,0.2,0.01,AD 3221,0.2,18.44,13.6, 1.32, 0.0788,0,N, 0.00702,       ,       , ,N,Y,N,    , 0.02970, 1.34603,2,17.83,0,2,All,2M,Simbad,130.897927,19.456523999999998,1.32
501,19296,661219840244243200,211949039,130.06443261358865,19.45854827060956,13.394865,0.002,14.1566725,12.545481,5.6084415550350775,0.11279531787122063,0.01,0.002,JS349  ,0.76,13.12,10.69,11.97, 0.8585,0,Y, 0.00826,       ,       , ,N,Y,N,    , 0.01172, 0.50508,2,13.4,1,2,All,2M,Simbad,130.064599,19.458621,11.97
503,19298,661234473194513664,211949049,130.45061695649596,19.458607465142244,13.233579,0.002,13.916310000000001,12.442902,5.36833275312423,0.0295096145500466,0.01,0.002,JS455  ,0.75,13.11,10.73,11.21, 0.7319,0,Y, 0.00802,       ,       , ,N,Y,M,    , 0.01192, 0.53860,K,13.2,0,2,All,2M,Simbad,130.45076699999998,19.45867,11.21
505,19301,661268940310277888,211949097,129.85391358839905,19.459289444528867,10.327291,0.0003,10.645852,9.874095,5.337426079104807,0.07223184862707473,0.002,0.002,KW181  ,1.23,10.13,9.0, 3.94, 0.3258,0,Y, 0.00799,       ,       , ,M,M,Y,conf, 0.00867, 0.24664,K,10.35,1,1,All,2M,Simbad,129.854089,19.459354,3.94
507,19309,661267325402674048,211949163,129.97652873245895,19.460273997452433,17.320652,0.01,18.867428,16.024544,5.67766572530788,0.2282113240047073,0.2,0.01,HSHJ291,0.22,18.01,13.36, 1.27, 0.7805,0,Y, 0.00777,       ,       , ,N,N,M,    , 0.04320, 1.85986,S,17.44,0,2,All,2M,Simbad,129.976723,19.460339,1.27
509,19324,661277908202012672,211949413,129.48788428733872,19.463805695085572,16.586911999999998,0.002,18.126549,15.357246,5.170905280228579,0.11746159410457592,0.2,0.01,JS702  ,0.29,17.27,12.77, 1.33, 0.1677,0,Y, 0.00816,       ,       , ,N,Y,N,    , 0.02358, 0.99551,2,16.76,0,1,All,2M,Simbad,129.488024,19.463877,1.33
511,19329,661243273585807872,211949471,130.09448789172427,19.464710489856888,10.545065,0.0003,10.851832,10.102331,5.213290768964899,0.05319158281373091,0.002,0.002,KW288  ,1.16,10.27,9.34, 6.84, 0.5147,0,Y, 0.00797,       ,       , ,N,Y,Y,    , 0.00492, 0.17923,K,10.59,1,1,All,2M,Simbad,130.094662,19.464774,6.84
513,19334,661231625634645504,211949501,130.77186078270924,19.465118824205433,14.593724,0.002,15.586248000000001,13.608244000000001,5.340288623776137,0.033958248374092226,0.01,0.01,JS513  ,0.58,14.77,11.55,16.33, 0.5835,0,Y, 0.00893,       ,       , ,N,Y,N,    , 0.00697, 0.32330,2,14.65,1,2,All,2M,Simbad,130.772025,19.465165,16.33
515,19351,661137789187132288,211949728,130.7848084578208,19.468312497017997,16.34604,0.002,18.027796,15.071779000000001,5.323139646355586,0.09911353170522803,0.2,0.01,JS521  ,0.37,17.11,12.39, 3.25, 0.4308,0,Y, 0.00861, 4.4448, 0.1341,0,Y,Y,N,    , 0.02225, 0.82200,2,16.52,0,2,All,2M,Simbad,130.784974,19.468365,3.25
517,19360,661091609698913024,211949871,132.02048598214066,19.470471304227907,16.155714,0.002,17.558457999999998,14.983583,5.40975202486912,0.09579378242161317,0.2,0.01,JS656  ,0.33,16.7,12.54,15.90, 0.6526,0,Y, 0.00785,       ,       , ,N,N,N,    , 0.03012, 1.24003,2,16.21,0,1,All,2M,Simbad,132.02063,19.470497,15.9
518,19368,661269043386545536,211950081,129.86893372449123,19.473596188208045,11.375244,0.0003,11.86125,10.770475999999999,5.416421187196803,0.0726240616147328,0.002,0.002,KW184  ,1.09,11.14,9.53,10.22, 0.3209,0,N, 0.00889,       ,       , ,M,Y,N,conf, 0.00545, 0.21638,K,11.38,1,2,All,2M,Simbad,129.869108,19.473663000000002,10.22
522,19380,661137789187131904,211950298,130.79197108280664,19.476565438627414,16.146948000000002,0.002,17.856794,14.857639,9.491173034345136,0.1991917140056948,0.2,0.01,JS523  ,0.42,17.12,12.15, 0.51, 0.0355,0,Y, 0.00657,       ,       , ,N,Y,N,    , 0.01738, 0.71652,2,16.33,0,2,All,2M,Simbad,130.792199,19.476681,0.51
524,19404,662930091923625216,211950696,127.49440596553686,19.48299077044152,18.90308,0.01,20.73825,17.523594,5.63532007910223,0.3850182284142961,0.2,0.2,HSHJ 1 ,0.15,19.94,14.61, 3.25, 0.1996,0,Y, 0.00698,       ,       , ,N,Y,N,    , 0.03904, 1.14773,2,17.82,0,2,All,2M,Simbad,127.494561,19.483074,3.25
525,19405,661242861268936704,211950703,130.21868826258154,19.483159241781877,10.172423,0.0003,10.450608,9.769789,5.250760930274733,0.07300892508667753,0.002,0.002,KW341  ,1.22,9.93,9.05, 3.82, 0.2884,0,Y, 0.00772,       ,       , ,M,Y,N,conf, 0.00499, 0.13437,K,10.21,1,1,All,2M,Simbad,130.218848,19.483220000000003,3.82
529,19422,661270486498500352,211950844,129.90172889867688,19.48546273704612,14.4474535,0.002,15.389000000000001,13.483067499999999,5.370224009182044,0.05071389805292813,0.01,0.01,JS301  ,0.6,14.37,11.39,16.16, 0.8379,0,Y, 0.00916,       ,       , ,N,Y,N,    , 0.01135, 0.52784,K,14.4,1,2,All,2M,Simbad,129.901902,19.485535000000002,16.16
531,19426,661278767195471360,211950886,129.47854665455878,19.48597183080634,16.710342,0.002,18.24667,15.467188,4.832405465270004,0.1370967818453918,0.2,0.01,       ,0.27,17.34,12.9, 4.54, 0.5961,0,Y, 0.00811,       ,       , ,N,N,N,    , 0.02885, 1.32901,2,16.83,0,1,All,2M,Simbad,129.47868799999998,19.486053,4.54
533,19428,662780047242756608,211950897,129.31801133379815,19.48616120399945,13.327679000000002,0.002,14.177754,12.429155999999999,4.64000698396333,0.0878548744182334,0.01,0.002,JS172  ,0.84,13.34,10.47,13.12, 0.4954,0,Y, 0.00801,       ,       , ,M,Y,Y,cand, 0.01599, 0.47929,2,13.34,0,2,All,2M,Simbad,129.31818,19.486209,13.12
534,19433,664281018054115968,211950941,129.35979224463196,19.486841784081548,13.3710375,0.002,14.083954,12.569235,5.411300263419941,0.03519253822776758,0.01,0.002,JS179  ,0.69,13.34,10.83,12.32, 0.8672,0,Y, 0.00816,       ,       , ,N,Y,N,    , 0.02108, 0.91264,K,13.38,1,2,All,2M,Simbad,129.35995,19.486895,12.32
536,19441,662823993347982208,211951112,128.2955696982279,19.489430441348286,16.956245000000003,0.002,18.72685,15.659544,5.714304592934947,0.1421845425566668,0.2,0.01,HSHJ 34,0.27,17.76,12.91, 2.31, 0.2307,0,Y, 0.00782,       ,       , ,N,N,N,cand, 0.02779, 1.20811,2,17.13,0,2,All,2M,Simbad,128.29576799999998,19.489498,2.31
537,19450,660678429548883968,211951223,133.16509046628528,19.49122812215262,17.871468,0.01,19.635801,16.544806,5.659104026189756,0.16255360598974186,0.2,0.01,AD 4005,0.19,18.68,13.76, 1.52, 0.5484,0,Y, 0.00768,       ,       , ,N,N,N,    , 0.07456, 3.17176,2,18.03,0,2,All,2M,Simbad,133.165293,19.491267999999998,1.52
541,19456,661278762898468992,211951388,129.4789017208544,19.493541563954317,19.181836999999998,0.01,20.581085,17.800789,4.339497900767388,0.5062996374361348,0.2,0.2,       ,0.13,20.13,14.99, 1.45, 0.0861,0,Y, 0.00723,       ,       , ,N,N,Y,    , 0.03091, 0.49405,2,17.68,0,1,All,2M,Simbad,129.478938,19.493605,1.45
545,19491,661270245980335104,211952098,129.80284485487144,19.504627005665203,19.034075,0.01,20.42643,17.54424,5.0936923335265565,0.4795781735529711,0.2,0.2,       ,0.16,20.31,14.34, 0.13, 0.0233,0,Y, 0.00754,       ,       , ,N,N,Y,    , 0.03496, 0.03554,2,16.82,0,1,All,2M,Simbad,129.803021,19.504698,0.13
547,19509,661244270018200192,211952381,130.29159591383626,19.50885586138721,9.982521,0.0003,10.25155,9.588753,5.3555775003201065,0.044956956480371686,0.002,0.002,KW371  ,1.25,9.76,8.91, 3.06, 0.2849,0,Y, 0.00780,       ,       , ,M,Y,N,cand, 0.00634, 0.16768,K,10.03,1,1,All,2M,Simbad,130.29175,19.508913,3.06
549,19519,663346531952796416,211952571,126.42324618144609,19.511774343767534,18.203492999999998,0.01,19.942131,16.883017000000002,4.552010590624758,0.2098705388753844,0.2,0.01,AD 0769,0.17,18.93,14.17, 0.28, 0.0961,0,Y, 0.00751,       ,       , ,N,Y,N,    , 0.02412, 0.07198,2,17.44,0,2,All,2M,Simbad,126.423441,19.511806,0.28
550,19527,661279042073291776,211952707,129.45746273942743,19.5140543754538,15.031652,0.002,16.133556,13.985428,5.257287498211621,0.05979517194991305,0.01,0.01,JS200  ,0.54,15.33,11.78,15.41, 0.6370,0,Y, 0.00777,       ,       , ,N,Y,N,    , 0.02617, 1.17243,2,14.99,0,1,All,2M,Simbad,129.457607,19.514092,15.41
551,19531,661138712604101760,211952875,130.99126960180251,19.516387512590143,18.713708999999998,0.01,20.56997,17.360256,5.643032160726553,0.28218862258556765,0.2,0.2,HSHJ472,0.15,19.63,14.51, 0.29, 0.3523,0,Y, 0.00796,       ,       , ,N,N,Y,    , 0.04212, 0.13058,2,18.96,0,2,All,2M,Simbad,130.99142700000002,19.516472,0.29
553,19542,661326011834490496,211953038,130.82665980381884,19.51879001519833,16.358217,0.002,17.794483,15.171707000000001,5.364602924356798,0.08075906591886771,0.2,0.01,JS530  ,0.3,17.16,12.68,22.60, 0.3100,0,N, 0.00777,       ,       , ,N,Y,N,    , 0.02046, 0.96306,2,15.92,1,2,All,2M,Simbad,130.82681399999998,19.518845000000002,22.6
555,19549,661246675199973504,211953172,130.4056985661868,19.520483545325238,13.157662,0.002,13.820661999999999,12.387106,5.410946201218841,0.0253294603137214,0.01,0.002,JS445  ,0.75,12.96,10.73,13.48, 0.6871,0,Y, 0.00816,       ,       , ,N,Y,N,    , 0.00298, 0.11492,2,13.17,1,2,All,2M,Simbad,130.405871,19.520529999999997,13.48
557,19555,664281396011231744,211953263,129.384972281191,19.521608170650026,15.271185999999998,0.002,16.482563,14.169763,5.323903170325143,0.05584234337428918,0.01,0.01,JS187  ,0.53,15.51,11.79, 1.80, 0.5168,0,Y, 0.00738,       ,       , ,N,Y,Y,    , 0.02977, 1.56546,P,15.23,0,1,All,2M,Simbad,129.38513899999998,19.521625,1.8
558,19558,661282031370596608,211953336,129.76698075589215,19.522633654034315,13.331757000000001,0.002,14.024988,12.539829,5.277682095924519,0.03481048785757124,0.01,0.002,JS267  ,0.68,13.13,10.86,12.63, 0.4746,0,Y, 0.00876,       ,       , ,M,Y,N,    , 0.00588, 0.25588,K,13.34,0,2,All,2M,Simbad,129.76711799999998,19.522683999999998,12.63
560,19572,662794787570424448,211953521,128.9992926425906,19.525472673300023,12.843853999999999,0.0003,13.466701,12.112083,5.7269146953792776,0.06641921796568878,0.01,0.002,JS104  ,0.81,12.79,10.57,11.83, 0.7782,0,Y, 0.00837,       ,       , ,N,Y,N,    , 0.01176, 0.49536,K,12.85,1,2,All,2M,Simbad,128.999477,19.525529000000002,11.83
561,19574,661325908755275648,211953567,130.79469657450278,19.526233846695987,11.598381,0.0003,11.999854,11.061939,5.3516420218300835,0.037950329149766204,0.002,0.002,KW498  ,1.0,11.61,10.01, 9.11, 0.8334,0,Y, 0.00775,       ,       , ,N,Y,N,    , 0.02370, 1.13066,K,11.6,0,2,All,2M,Simbad,130.794806,19.526288,9.11
563,19586,661244647975316736,211953774,130.29694493671542,19.529584908606047,15.489465,0.002,16.83651,14.329116,5.438154144499779,0.05930759816645651,0.01,0.01,JS414  ,0.49,16.02,11.94,28.91, 0.4304,1,Y, 0.00727,       ,       , ,N,M,N,    , 0.00889, 0.31135,2,14.93,1,2,All,2M,Simbad,130.297097,19.529624,28.91
565,19607,661235985023722496,211953966,130.67058110296557,19.53286391284673,18.150357999999997,0.01,19.816236,16.83825,5.111814064564573,0.18919540841104507,0.2,0.01,AD 3120,0.17,18.95,14.09, 2.07, 0.0113,0,Y, 0.00689,       ,       , ,N,Y,N,    , 0.01964, 0.36462,2,18.36,1,2,All,2M,Simbad,130.670749,19.532915,2.07
