,praesepe_oid,col1,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id,Source,Cluster,RA_ICRS,DE_ICRS,Gmag,plx,e_plx,_RA.icrs,_DE.icrs,id_x,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,period,id_y,jmag,e_jmag,hmag,e_hmag,kmag,e_kmag
35,135,134,1635721458409799680,Gaia DR2 664814727869793536,1462825910,2015.5,129.24079877473912,0.022882423392042408,21.565437984573173,0.013675689411437757,5.2769078403266,0.02933360317313836,179.89293,-34.74254100883975,0.04767200157224392,-14.430177487611658,0.030330397211056383,-0.52464175,0.036645945,-0.17469966,0.26517776,0.20056324,0.33812767,-0.11637471,0.40645558,-0.28793693,-0.44275808,344,0,343,1,0.01867146,337.81882,0.0,0.0,31,True,64.1353,1.4376708753823455,0.003218892619882684,-0.015226415,39,11,0.055693362,0,46,False,402,51823.678323465116,14.858954166218211,3487.7070000000003,13.902045000000001,44,17850.8342569205,28.007564643678894,637.3576,14.722241,41,49602.717611131164,43.95049083708743,1128.6044,13.023156,1.3015971000000002,0,1.6990851999999999,0.82019615,0.8788891,,,0,,,,NOT_AVAILABLE,203.4803233562546,32.369704549879856,126.0901693701074,2.907458702196376,100001.0,4140.0,4073.2402,4430.545,0.6809999999999999,0.3892,0.9611,0.33,0.214,0.4206,200111.0,0.65208125,0.5693615,0.6736314,0.11253808400000001,0.11101147,0.11406469999999999,http://geadata.esac.esa.int/data-server/datalink/links?ID=664814727869793536,,664814727869793536,664814727869793536,Praesepe,129.2408,21.56544,13.902000000000001,5.277,0.009000000000000001,129.2408,21.56544,204.0,JS156  ,212075988,0.62,13.89,11.12,13.98, 0.6335,0,Y, 0.00896,       ,       , ,N,Y,N,    , 0.01245, 0.51515,D,13.8,2,2,All,2M,Simbad,129.240957,21.565496,13.98,212075988,11.953,0.025,11.274000000000001,0.021,11.119000000000002,0.02
36,136,135,1635721458409799680,Gaia DR2 664641348629985280,533871536,2015.5,128.31408962212126,0.03557433401396964,20.702435465774236,0.02088746543937841,5.478656257565709,0.045435446259438204,120.5811,-35.19918584362082,0.07368632421144583,-14.66428225743274,0.044255788657333865,-0.55242443,-0.11290584,-0.12906507,0.46360806,0.31064612,0.49513552,-0.26508608,0.50304335,-0.44247967,-0.40162966,415,415,413,2,3.8668473,527.9354,0.0,0.0,31,True,273.25052,1.534224783056473,0.005124826519601963,-0.052644145,47,12,0.050128315,0,54,True,472,195703.59896143238,64.4674972322653,3035.6940000000004,12.459369,49,88312.05798936205,125.81039487638006,701.9456,12.986339,48,152944.90097726413,141.34136649294447,1082.0958,11.800583,1.2327671,1,1.1857556999999999,0.5269699000000001,0.6587858,36.15484479178392,1.2166794199129194,16,5500.0,4.5,0.0,NOT_AVAILABLE,204.09589384159847,31.265929028964035,125.46773816903764,1.8561923389660089,100002.0,4923.2524,4848.6035,5069.0,0.0965,0.008,0.313,0.0183,0.0049,0.1526,200111.0,0.7393386,0.6974338000000001,0.7622795,0.28932759999999996,0.28594396,0.29271123,http://geadata.esac.esa.int/data-server/datalink/links?ID=664641348629985280,,664641348629985280,664641348629985280,Praesepe,128.31409,20.70244,12.459000000000001,5.471,0.025,128.31409,20.70244,207.0,JS 25  ,212026921,0.85,12.39,10.44,12.07, 0.4166,0,Y, 0.00860,       ,       , ,M,Y,N,    , 0.00954, 0.31002,2,12.51,0,2,All,2M,Simbad,128.314256,20.702492000000003,12.07,212026921,11.015,0.022000000000000002,10.545,0.025,10.436,0.018999999
37,139,138,1635721458409799680,Gaia DR2 664600804138934400,223747782,2015.5,129.1666180310231,0.052969601086864264,20.609728063875302,0.035592234285851385,5.273767338922731,0.09316362644493964,56.607580000000006,-34.56901007393974,0.1271853563633763,-13.426523282539435,0.06754758917233959,-0.45245424,-0.5081433,-0.5616744,0.45837367,0.088012986,0.1991002,-0.35491127,0.8473554,-0.5419148,-0.60728383,184,184,177,7,8.838984,392.38336,0.0,0.0,31,True,410.36374,1.5858134478213517,0.013009788845822668,-0.08232665,21,10,0.08235676,0,29,False,246,401486.1314800823,444.298562796381,903.6404,11.67919,27,200632.7768087429,674.3749089340887,297.50925,12.095384,26,284564.484187668,624.502839072656,455.66565,11.126469,1.2085031000000002,0,0.968915,0.41619396,0.552721,34.245381291209576,2.2116023014995547,4,5500.0,4.5,0.0,NOT_AVAILABLE,204.51694883317376,31.98455130266209,126.26385485962582,1.9650892044836408,100001.0,5314.0,5228.3,5385.0,0.11800000000000001,0.0375,0.2523,0.046,0.0172,0.1248,200111.0,0.9107839,0.8869253,0.94088703,0.59595245,0.58314705,0.60875785,http://geadata.esac.esa.int/data-server/datalink/links?ID=664600804138934400,,664600804138934400,664600804138934400,Praesepe,129.16662,20.60973,11.679,5.229,0.009000000000000001,129.16662,20.60973,220.0,JS142  ,212021375,0.99,11.65,10.08, 8.89, 0.2626,0,N, 0.00796,       ,       , ,N,Y,N,    , 0.00641, 0.25317,2,11.6,1,2,All,2M,Simbad,129.16680300000002,20.609919,8.89,212021375,10.492,0.021,10.164,0.023,10.077,0.018999999
38,144,143,1635721458409799680,Gaia DR2 664770472526841472,1141449126,2015.5,129.6173019131827,0.3507773493641049,21.546058015865487,0.2709887055410476,5.3942410124039135,0.4538923124640834,11.884407000000001,-36.58837154584873,0.7265912306012924,-15.309419658261746,0.5479296805100543,-0.37930515,-0.3106975,-0.32561404,0.3849967,0.13436149,0.33077773,-0.19909434,0.53734994,-0.30771154,-0.42032635,218,95,210,8,174.54285,62924.465,2.2079769606190816,1583.9097929337122,31,False,0.18987827,1.4074102475024768,0.07272446788571395,0.0001812837,25,12,0.5478343000000001,0,32,False,268,129053.35892000126,53.76225257909297,2400.4456,12.911442999999998,28,45861.27071787918,112.34493114128692,408.2184,13.697773000000002,29,121304.84820831721,89.54963754149145,1354.6101,12.052224,1.2953256000000002,1,1.6455488,0.7863302,0.8592185999999999,37.65749850693373,1.2680109050426296,14,4000.0,3.0,0.0,NOT_AVAILABLE,203.6388995954416,32.69392813547723,126.43430662738672,2.9772918315189925,100002.0,4251.475,4014.8174,4631.7,0.5955,0.1615,1.2358,0.2875,0.0806,0.5739,200111.0,0.9254450999999999,0.77973866,1.0377634,0.25208939999999996,0.22054613,0.2836327,http://geadata.esac.esa.int/data-server/datalink/links?ID=664770472526841472,,664770472526841472,664770472526841472,Praesepe,129.6173,21.54606,12.911,5.547000000000001,0.037000000000000005,129.6173,21.54606,236.0,JS231  ,212074908,0.95,12.93,10.2,13.66, 0.2869,0,Y, 0.00775,       ,       , ,N,Y,N,conf, 0.00873, 0.40865,2,12.83,1,2,All,2M,Simbad,129.61746599999998,21.546126,13.66,212074908,10.999,0.023,10.342,0.018999999,10.2,0.016000001
39,157,156,1635721458409799680,Gaia DR2 658628905514597376,33364880,2015.5,131.04968310131596,0.03796612126482611,17.902135386996502,0.023762641482878592,5.250280847968286,0.047366085946351215,110.84473,-35.879077496865406,0.07926317995465815,-11.440287092351136,0.04584572225285121,-0.4266287,-0.25562128,-0.3285949,0.3401284,0.36615255,0.3916037,-0.76006216,0.5661748000000001,-0.273823,-0.38629398,426,426,403,23,14.289943,951.434,0.0,0.0,31,True,264.76605,1.6485339288798333,0.006092549920767942,0.07429161,48,14,0.053876932999999995,0,50,False,421,2236725.1407043324,564.0485034813069,3965.4836,9.814333999999999,42,1297613.9253381984,776.0207216207773,1672.1382,10.068524,41,1343774.8513471242,624.6488601910853,2151.2483,9.441104,1.1809178999999999,0,0.6274204000000001,0.25419044,0.37322998,35.420849905680754,0.4852880162151885,10,6250.0,4.5,0.0,NOT_AVAILABLE,208.2561211335817,32.69999395477808,128.67638671300162,-0.1964537418708957,100001.0,6550.0376,6353.8125,6783.63,0.272,0.1199,0.5501,0.1593,0.0544,0.292,200111.0,1.3756946,1.2825826,1.461978,3.138441,3.098969,3.1779132000000003,http://geadata.esac.esa.int/data-server/datalink/links?ID=658628905514597376,,658628905514597376,658628905514597376,Praesepe,131.04968,17.90214,9.814,5.246,0.012,131.04968,17.90214,259.0,       ,211841501,1.32,9.8,8.78, 1.88, 0.2502,1,Y, 0.00738, 0.5976, 0.0116,1,Y,N,N,    , 0.00127, 0.03726,2,9.95,1,1,All,2M,Simbad,131.049836,17.902186999999998,1.88,211841501,9.0489998,0.027000001000000003,8.8360004,0.044000000000000004,8.776,0.02
40,161,160,1635721458409799680,Gaia DR2 663782904926907392,1629979593,2015.5,126.96070952027638,0.028197730031841232,20.243358535118446,0.016675966940513674,5.269640263103491,0.04040498670647262,130.42055,-33.60022123799777,0.057926734285377486,-13.470784940756706,0.03324041584277774,-0.5705068,-0.06459212,-0.3326812,0.32107425,0.20105676,0.42956700000000003,-0.25616997,0.5996378000000001,-0.52999645,-0.49327916,270,0,270,0,-1.4166949,233.0924,0.0,0.0,31,False,67.56967,1.4454171864617609,0.004842235047197396,-0.06774709400000001,31,11,0.06632966,0,40,False,335,54395.944434571386,15.62197927322635,3482.0137,13.849449,38,18898.880667597416,33.75414134895593,559.89813,14.660298000000001,36,51717.78638350712,80.86860046491431,639.5286,12.97782,1.2981973,0,1.682478,0.8108491999999999,0.87162876,,,0,,,,VARIABLE,204.08883813935176,29.91750119177443,124.34901356586698,1.1027985626420245,100001.0,4158.6567,4008.3577,4364.3677,0.511,0.2949,0.8713,0.2405,0.1194,0.3983,200111.0,0.65941113,0.5987145,0.70978934,0.11717083,0.11512541,0.11921625599999999,http://geadata.esac.esa.int/data-server/datalink/links?ID=663782904926907392,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=663782904926907392,663782904926907392,663782904926907392,Praesepe,126.96071,20.24336,13.849,5.2829999999999995,0.033,126.96071,20.24336,265.0,AD 1025,211999343,0.62,13.85,11.07,14.52, 0.5538,0,Y, 0.00830,       ,       , ,N,Y,N,    , 0.00737, 0.25599,2,14.19,1,2,All,2M,Simbad,126.960844,20.243416,14.52,211999343,11.87,0.02,11.225,0.023,11.074000000000002,0.017000001
41,162,161,1635721458409799680,Gaia DR2 663755485855805568,32493708,2015.5,127.00397558883219,0.036159636705227496,19.904737918500008,0.02111531696095923,5.169500885214626,0.043391900667621976,119.13515500000001,-32.45548582780887,0.07178815340567983,-13.665407365426647,0.04679930810307603,-0.45240694,-0.24969931,-0.1896601,0.2626345,0.09001814,0.22299157,0.006057190699999999,0.35125159999999994,-0.33824083,-0.36358374,266,266,263,3,2.0642786,307.0403,0.0,0.0,31,True,260.82962000000003,1.5434165249963683,0.006301380655480181,-0.057010442,30,13,0.048393372000000004,0,38,True,336,186166.52005259335,55.45187706972681,3357.2627,12.513612,34,83978.43300999302,113.96711989376884,736.8655,13.040969,34,145221.76863897173,149.1685666520844,973.5414,11.856841000000001,1.231157,0,1.1841278,0.5273571,0.6567706999999999,36.89925172886886,1.4255267075662552,10,4500.0,3.0,0.0,NOT_AVAILABLE,204.47106955946538,29.83707003633904,124.46952643718409,0.7837437789433431,100001.0,4869.775,4838.1,4980.6533,0.251,0.1234,0.3877,0.1225,0.0612,0.1931,200111.0,0.7862876,0.7516689000000001,0.79661685,0.31325147,0.30949605,0.31700690000000004,http://geadata.esac.esa.int/data-server/datalink/links?ID=663755485855805568,,663755485855805568,663755485855805568,Praesepe,127.00398,19.90474,12.514000000000001,5.1770000000000005,0.021,127.00398,19.90474,266.0,AD 1050,211978243,0.83,12.46,10.49,10.69, 0.7205,0,Y, 0.00814,       ,       , ,N,Y,N,    , 0.00913, 0.36369,K,12.49,1,2,All,2M,Simbad,127.00412299999999,19.904792,10.69,211978243,11.07,0.022000000000000002,10.6,0.022000000000000002,10.49,0.017000001
42,164,163,1635721458409799680,Gaia DR2 663781564897118592,1674595358,2015.5,126.87757219906383,0.027788183135992992,20.21822434352207,0.01646346562036843,5.343671373921331,0.037565788955487685,142.24835,-34.22854566224829,0.05738344649412092,-13.584151677560062,0.033734489495864814,-0.52570754,-0.13991779999999998,-0.35065949999999996,0.23934948,0.310933,0.380215,-0.15472436,0.5087882,-0.42768,-0.42559037,220,0,220,0,-0.92177963,195.81935,0.0,0.0,31,False,91.26929,1.4569291984003545,0.004490317779945572,-0.037820447,25,11,0.06489871400000001,0,31,False,272,71910.05892327867,30.071086935931447,2391.3354,13.5463915,30,26331.734304788013,68.77950479345289,382.84274,14.300189999999999,30,65879.04730512273,86.0160002019418,765.8929400000001,12.715052,1.2823071000000001,0,1.5851383,0.7537984999999999,0.83133984,,,0,,,,NOT_AVAILABLE,204.08463171531787,29.835624897146467,124.27925978757948,1.0597500506647894,100001.0,4322.035,4201.13,4531.625,,,,,,,200111.0,0.6628506,0.6029542,0.7015523,0.13812721,0.13588476,0.14036965,http://geadata.esac.esa.int/data-server/datalink/links?ID=663781564897118592,,663781564897118592,663781564897118592,Praesepe,126.87756999999999,20.218220000000002,13.546,5.36,0.042,126.87756999999999,20.218220000000002,269.0,AD 0982,211997840,0.67,13.52,10.9,12.95, 0.8099,0,Y, 0.00799,       ,       , ,N,Y,N,    , 0.01602, 0.78714,2,13.85,1,2,All,2M,Simbad,126.877702,20.218288,12.95,211997840,11.677,0.022000000000000002,11.056,0.022000000000000002,10.899000000000001,0.021
43,169,168,1635721458409799680,Gaia DR2 663055818503513088,234660459,2015.5,128.2174868499892,0.03754485892835944,19.976600756321908,0.0239499864488045,5.347663646792746,0.04915548364022413,108.79078999999999,-34.439894259595555,0.07890589399337443,-13.81019522964289,0.0529242015529687,-0.64862746,-0.030707665,-0.107789226,0.13297585,0.22224852,0.21897563,0.04779958,0.48568925,-0.31447970000000003,-0.5955102,343,325,339,4,3.7369822999999998,439.3932,0.0,0.0,31,True,204.29129,1.5046532821419452,0.0047161627241518005,-0.11983338,40,11,0.05510278,0,47,True,387,151684.66340096347,59.182119608574475,2563.0151,12.7360115,44,65167.07670765787,93.04372576926409,700.39197,13.316317999999999,44,123417.18214393588,93.6594010562888,1317.7234,12.033481,1.2432652,0,1.2828369,0.58030605,0.70253086,35.34312673237692,0.9822456405516924,18,4500.0,3.0,0.0,NOT_AVAILABLE,204.85530416069287,30.93097327402267,125.55885377041443,1.1304208744663635,100001.0,4815.7134,4738.24,5012.3223,0.2853,0.0752,0.4154,0.142,0.0489,0.1904,200111.0,0.70663786,0.6522892,0.7299346999999999,0.24195302,0.23882769,0.24507834,http://geadata.esac.esa.int/data-server/datalink/links?ID=663055818503513088,,663055818503513088,663055818503513088,Praesepe,128.21749,19.9766,12.735999999999999,5.348,0.019,128.21749,19.9766,278.0,JS 15  ,211982810,0.81,12.69,10.56,11.38, 0.5085,0,N, 0.00821,       ,       , ,N,Y,N,    , 0.01693, 0.84757,K,12.73,0,2,All,2M,Simbad,128.21766100000002,19.976646,11.38,211982810,11.145,0.022000000000000002,10.683,0.017999999,10.56,0.02
44,172,171,1635721458409799680,Gaia DR2 663070352672827136,473399257,2015.5,128.28092553154863,0.02704018084777453,20.130011443687245,0.01794125832466341,5.435530923721508,0.041143748798807785,132.11073000000002,-34.72969239613145,0.0606298184111548,-13.506147300160391,0.03597243065704294,-0.6919261999999999,-0.34660655,-0.40437278,0.5224976,0.5209919,0.61277986,-0.42440143,0.7592055999999999,-0.60823077,-0.6453382,365,0,363,2,0.088077225,359.69277999999997,0.0,0.0,31,True,87.39972,1.455838361311666,0.0032221328634073755,-0.10681576,42,11,0.073469214,0,51,False,442,70373.58786972871,18.103199865913574,3887.3562,13.569841,48,25654.885152244042,45.863157048665066,559.37897,14.328463000000001,49,64762.545569444235,67.39854766264871,960.8893400000001,12.73361,1.2848206,0,1.5948524,0.7586212,0.83623123,,,0,,,,NOT_AVAILABLE,204.71159795551281,31.040097754875426,125.57882792401972,1.2937834520291285,100001.0,4285.8237,4187.87,4474.555,0.3528,0.263,0.6655,0.2007,0.128,0.3234,200111.0,0.6615015999999999,0.6068756999999999,0.69280833,0.13301288,0.13072829,0.13529746,http://geadata.esac.esa.int/data-server/datalink/links?ID=663070352672827136,,663070352672827136,663070352672827136,Praesepe,128.28093,20.130010000000002,13.57,5.398,0.040999999999999995,128.28093,20.130010000000002,281.0,JS 23  ,211992423,0.65,13.56,10.93,13.07, 0.5320,0,Y, 0.00906,       ,       , ,N,Y,Y,    , 0.00534, 0.18343,2,13.83,1,2,All,2M,Simbad,128.28108500000002,20.130058,13.07,211992423,11.681,0.022000000000000002,11.065,0.021,10.927,0.022000000000000002
45,174,173,1635721458409799680,Gaia DR2 663069150081902592,1191737512,2015.5,128.1390751273078,0.030213233688270037,20.08004601066504,0.018942486381645505,5.533057124348294,0.04034998562565401,137.12662,-34.71257826372081,0.06317197892568249,-13.639780090861251,0.041581012830464115,-0.6296666,-0.13357416,-0.1808483,0.29458270000000003,0.27991109999999997,0.34539393,-0.14684136,0.57201874,-0.40717274,-0.5603366,404,244,385,19,13.393263000000001,880.55585,0.0,0.0,31,True,168.55681,1.4936008089862158,0.004478653463048736,-0.11019565,46,12,0.053338042999999995,0,52,False,408,134727.43420201732,48.8790780290077,2756.3416,12.864726,48,55991.281687366914,61.46260877466383,910.9812,13.481086999999999,48,112167.11016579664,100.33096287583332,1117.9711,12.137257,1.2481377,0,1.3438301000000001,0.61636066,0.72746944,37.00659004102371,1.0082171378189917,19,5500.0,4.5,0.0,NOT_AVAILABLE,204.71240818619682,30.89783017994587,125.46198686748517,1.2125723373188684,100001.0,4616.1836,4525.6553,4774.463,0.2035,0.0206,0.3491,0.1005,0.012,0.188,200111.0,0.72258663,0.6754715,0.7517841,0.21360274,0.21098971,0.21621576,http://geadata.esac.esa.int/data-server/datalink/links?ID=663069150081902592,,663069150081902592,663069150081902592,Praesepe,128.13908,20.08005,12.865,5.48,0.068,128.13908,20.08005,283.0,JS 12  ,211989185,0.79,12.81,10.63,11.65, 0.5903,0,Y, 0.00828,       ,       , ,N,Y,N,    , 0.01334, 0.60006,K,13.0,1,2,All,2M,Simbad,128.13923799999998,20.080102,11.65,211989185,11.277000000000001,0.022000000000000002,10.729000000000001,0.023,10.627,0.02
46,181,180,1635721458409799680,Gaia DR2 659477217391773696,689622068,2015.5,130.23029939722815,0.02746354860478526,18.58300954661629,0.01804750223806319,5.313190779986883,0.03507072481139172,151.49931,-34.76526353818876,0.055676260995541835,-12.03551502489812,0.034730664887742665,-0.51687205,-0.43293923,-0.40152842,0.32783836,0.42861289999999996,0.38154823,-0.57520217,0.5615668,-0.33391806,-0.4427637,270,0,270,0,-3.5341,191.14473999999998,0.0,1.2345601668444868e-15,31,True,64.94702,1.4337469970419032,0.00465914465756594,-0.041746315,31,12,0.06570265,0,31,False,270,50625.27892481745,19.35552029155133,2615.5474,13.927447,29,17283.968995690277,33.46378774224497,516.4977,14.757279,28,48704.01194828791,49.809759828909385,977.8006,13.043008,1.3034591999999998,1,1.7142715,0.8298321,0.88443947,,,0,,,,NOT_AVAILABLE,207.1716383896754,32.21847177635253,127.7483620139943,0.2595630392107214,100002.0,4113.0,3992.27,4227.7036,0.3257,0.0689,0.8551,0.122,0.0226,0.3261,200111.0,0.65376264,0.6187689000000001,0.6939013,0.110197,0.10849329,0.11190071,http://geadata.esac.esa.int/data-server/datalink/links?ID=659477217391773696,,659477217391773696,659477217391773696,Praesepe,130.2303,18.58301,13.927,5.28,0.057999999999999996,130.2303,18.58301,305.0,JS398  ,211890216,0.62,13.97,11.13,12.57, 0.7626,0,Y, 0.00882,       ,       , ,N,Y,Y,    , 0.01431, 0.71374,D,13.91,2,2,All,2M,Simbad,130.230459,18.583064,12.57,211890216,11.924000000000001,0.022000000000000002,11.264000000000001,0.021,11.128,0.022000000000000002
47,188,187,1635721458409799680,Gaia DR2 659490510313883264,1445608829,2015.5,130.1398267833588,0.045064895541229485,18.67443892802485,0.029008173974954945,5.311627254832636,0.060308598873331634,88.07413000000001,-37.06980874489979,0.09382126112202496,-11.886899527596107,0.06021374595915855,-0.29728267,-0.31082526,-0.3540591,0.08821738,0.27391624,0.2137587,-0.3321504,0.60172313,-0.16564658,-0.33532664,203,203,190,13,10.734724,476.58275999999995,0.0,2.0405598167421265e-15,31,True,408.4362,1.5950128769666374,0.00818532633381805,0.016516127,23,13,0.060093727,0,25,False,217,494325.9963099936,602.2665841351007,820.7760599999999,11.453332000000001,23,248936.63363001487,1050.713683599426,236.92147999999997,11.861166,23,345370.6980252034,1161.0683636839353,297.4594,10.916205999999999,1.2022579,0,0.94495964,0.40783405,0.5371256,29.54114051474527,2.641850676482373,6,5500.0,4.5,0.0,NOT_AVAILABLE,207.03458540758805,32.170952893375286,127.64203279666742,0.3259241987612507,100001.0,5350.225,5260.4,5507.1,0.1493,0.0989,0.315,0.071,0.052000000000000005,0.1331,200111.0,0.9874833000000001,0.9320258,1.0214952,0.7198508000000001,0.7090767,0.73062485,http://geadata.esac.esa.int/data-server/datalink/links?ID=659490510313883264,,659490510313883264,659490510313883264,Praesepe,130.13983000000002,18.67444,11.453,5.45,0.078,130.13983000000002,18.67444,335.0,KW546  ,211896418,1.03,11.4,9.83, 9.66, 0.6876,0,Y, 0.00719,       ,       , ,N,Y,N,    , 0.00795, 0.37988,K,11.41,1,2,All,2M,Simbad,130.13998899999999,18.674485,9.66,211896418,10.249,0.021,9.9429998,0.021,9.8319998,0.016000001
48,204,203,1635721458409799680,Gaia DR2 660939258619177984,1655642918,2015.5,131.15040160310713,0.021848518938753312,18.59914477512126,0.013062655762484521,5.429704456885368,0.02688657294809803,201.94855,-36.976723373657855,0.045748468467743365,-11.868399637856538,0.0270387381970481,-0.31990737,-0.06432884,-0.087889016,0.19229746,0.18614462,0.25422427,-0.59356064,0.43247214,-0.042332184,-0.31057343,363,0,362,1,1.2812536,391.63263,0.037093237469745056,0.433089796448774,31,True,68.67378000000001,1.3861654124192886,0.003765459358585828,0.041406732,42,14,0.052727036,0,44,False,379,59730.53254298753,37.43245711125662,1595.6882,13.747875,36,17754.2375966061,61.830828821471606,287.14215,14.728132999999998,34,62800.076519072274,125.9284522037305,498.69647000000003,12.767019,1.3486288,1,1.9611139,0.980258,0.98085594,,,0,,,,NOT_AVAILABLE,207.52226804482518,33.039205484998604,128.5864469846077,0.5013157255717808,100002.0,3849.0,3725.0,4388.8047,,,,,,,200111.0,0.86404395,0.6645675999999999,0.9225271,0.14762437,0.14579849,0.14945026,http://geadata.esac.esa.int/data-server/datalink/links?ID=660939258619177984,,660939258619177984,660939258619177984,Praesepe,131.1504,18.59914,13.748,5.422999999999999,0.016,131.1504,18.59914,371.0,JS571  ,211891359,0.78,13.89,10.65,12.84, 0.7207,0,Y, 0.00825,       ,       , ,N,N,N,cand, 0.02443, 1.06266,K,13.8,1,2,All,2M,Simbad,131.150584,18.599204999999998,12.84,211891359,11.515,0.022000000000000002,10.815999999999999,0.022000000000000002,10.655,0.017999999
49,208,207,1635721458409799680,Gaia DR2 660962863759344768,134628395,2015.5,130.97763682781377,0.030534511801737288,18.893529142349067,0.01821884680383989,5.333436191018887,0.03698414570057827,144.20871,-36.31118303431639,0.06366499250778515,-12.917597560422964,0.03714487294349335,-0.35230914,-0.12807398,-0.19911197,0.2474469,0.244333,0.29971832,-0.7103361,0.43732432,-0.09262372599999999,-0.3138885,478,478,470,8,0.55000097,481.2928,0.0,0.0,31,True,295.36224,1.5439295226962662,0.004879133883177234,0.06405182,54,13,0.044474627999999995,0,58,True,493,206791.9093402756,43.33899818751997,4771.497,12.399532,50,93851.4749476208,88.73142497746366,1057.7028,12.920285,49,160632.26713790395,113.2419627723078,1418.4872,11.747338000000001,1.2306271999999998,0,1.1729469,0.5207529000000001,0.6521939999999999,33.959745086727445,0.8490999846841937,10,5500.0,4.5,0.0,NOT_AVAILABLE,207.124879807451,32.99031625700877,128.3515906355644,0.7427199934312864,100001.0,4965.3203,4861.0,5410.047,0.1943,0.1582,0.2891,0.09699999999999999,0.0887,0.1443,200111.0,0.76377136,0.64336264,0.7969052,0.31945559999999995,0.31613848,0.3227727,http://geadata.esac.esa.int/data-server/datalink/links?ID=660962863759344768,,660962863759344768,660962863759344768,Praesepe,130.97763999999998,18.89353,12.4,5.33,0.037000000000000005,130.97763999999998,18.89353,377.0,KW551  ,211911179,0.86,12.33,10.41,10.33, 0.3599,0,Y, 0.00881,       ,       , ,N,Y,N,    , 0.02880, 0.84974,K,12.38,1,2,All,2M,Simbad,130.977812,18.893589000000002,10.33,211911179,10.960999999999999,0.023,10.524000000000001,0.022000000000000002,10.412,0.017999999
