kepid,Teff,logg,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag
8638992,5779,4.36,1.0417,16.341,0.017,2449.1,0.77,0.5062,0,---
8639155,5988,4.23,1.1033,5.086,0.405,1567.72,0.397,0.2575,0,---
8639250,5150,4.56,0.8731,7.577,0.022,19294.05,1.315,0.6769,0,---
8639408,4882,4.54,0.8035,18.143,0.099,12709.26,1.179,0.678,0,---
8639443,5832,4.48,1.0569,14.482,0.377,3336.43,0.619,0.4517,0,---
8639487,6080,4.11,1.1319,1.299,0.003,990.36,1.183,0.6435,0,---
8639919,5407,4.44,0.94,10.912,0.133,684.5,0.481,0.2847,0,---
8643814,5605,4.31,0.9931,2.076,0.003,45126.08,1.686,0.8127,0,---
8643851,5780,3.73,1.042,5.533,0.008,1375.73,0.716,0.4358,0,---
8643878,5410,4.02,0.9408,18.196,2.686,1473.31,0.545,0.3606,0,---
8644135,5661,4.36,1.0085,14.167,0.018,5105.85,0.786,0.5224,0,---
8644204,5993,4.16,1.1048,2.315,0.004,1004.82,0.945,0.5468,0,---
8644505,5663,4.24,1.0091,13.663,0.058,1548.17,0.673,0.4499,0,---
8644597,5683,4.08,1.0146,5.092,0.009,18905.16,1.173,0.6401,0,---
8644911,5253,4.48,0.8997,15.039,0.073,8634.33,0.975,0.5776,0,---
8645076,5693,4.47,1.0174,12.646,0.285,2633.27,0.842,0.5437,0,---
8645339,5949,3.93,1.0915,13.961,0.039,1365.54,1.049,0.5944,0,---
8645674,5727,4.26,1.0269,20.546,0.279,692.78,0.711,0.4487,0,---
8646141,6330,3.93,1.2147,5.96,0.013,870.29,0.935,0.5811,0,---
8646213,6242,3.98,1.1846,0.821,0.003,619.35,0.563,0.3696,0,---
8646725,5936,3.83,1.0876,2.648,0.003,937.04,0.828,0.4901,0,---
8646981,5495,4.32,0.9634,4.237,0.014,1877.19,0.559,0.3268,0,---
8647149,5582,4.38,0.9868,10.763,0.013,3383.99,0.595,0.3733,0,SM2
8647154,5094,4.48,0.8586,31.458,5.851,1854.21,0.365,0.2608,0,---
8647244,5052,4.61,0.8477,22.842,0.223,4332.54,0.528,0.334,0,---
8647629,5760,4.13,1.0363,2.278,0.485,4854.59,1.036,0.5706,0,---
8647972,6494,4.07,1.274,1.033,0.008,1034.92,0.817,0.5451,0,---
8647976,5388,4.05,0.935,15.196,0.144,2499.58,0.701,0.4386,0,---
8648321,4780,4.54,0.7767,21.586,0.013,60197.77,1.704,0.6989,0,---
8649002,5286,4.53,0.9083,11.614,0.039,12295.19,1.132,0.6343,0,---
8649266,5583,3.74,0.9871,23.116,0.193,2287.18,0.461,0.3296,0,---
8649858,5735,3.95,1.0292,11.464,0.098,853.24,0.535,0.3548,0,---
8650156,5260,4.53,0.9016,6.422,0.031,16073.05,1.339,0.6886,0,---
8650925,5559,4.22,0.9806,13.534,0.271,3561.32,0.704,0.4528,0,---
8651471,5103,4.28,0.8609,3.487,0.004,28856.46,0.903,0.4834,0,---
8651813,5653,4.32,1.0063,5.855,0.012,12497.66,1.323,0.7075,0,---
8651921,6238,4.2,1.1833,0.945,0.013,1212.84,0.554,0.365,0,---
8651993,5633,4.13,1.0008,3.73,0.005,18513.2,1.328,0.6908,0,---
8652532,5801,4.45,1.048,6.489,0.01,6073.09,1.017,0.5892,0,---
8652847,5199,4.59,0.8857,15.178,0.059,2158.16,0.58,0.3428,0,---
8653039,5254,4.34,0.9,8.848,0.063,23381.05,1.542,0.7439,0,---
8653183,6042,4.04,1.12,3.118,0.003,1364.77,0.923,0.5481,0,---
8653307,5189,3.81,0.8832,24.16,0.432,4225.13,0.967,0.554,0,---
8653387,5676,3.88,1.0127,2.487,0.014,3205.78,0.46,0.2713,0,---
8653455,5840,4.27,1.0593,10.717,1.358,1239.06,0.479,0.3258,0,---
8653750,5728,4.39,1.0272,3.191,0.01,14573.28,1.474,0.7463,0,---
8653845,4932,4.53,0.8166,27.99,1.211,7189.12,0.76,0.4858,0,---
8653929,5230,4.58,0.8938,20.849,2.475,6218.19,0.63,0.4124,0,---
8654079,5576,4.69,0.9852,0.29,0.003,3470.96,1.245,0.6364,0,---
8654122,6356,4.38,1.2239,3.163,0.114,2774.24,0.874,0.5739,0,---
8654265,5401,4.76,0.9384,13.334,0.127,6558.84,0.821,0.498,0,---
8654283,5834,4.56,1.0575,5.691,1.187,597.66,0.415,0.2568,0,BQR
8654522,5853,4.28,1.063,9.29,0.117,6192.45,1.15,0.6812,0,---
8654790,6380,4.22,1.2324,10.489,0.014,1483.38,0.836,0.4872,0,SM1
8655076,5023,4.29,0.8402,21.548,0.044,11352.42,1.326,0.6462,0,---
8655082,6260,4.07,1.1907,0.683,0.045,5177.41,1.205,0.6631,0,---
8655192,5775,3.87,1.0405,4.361,0.208,821.74,0.419,0.2517,0,---
8655259,5994,4.38,1.1052,2.916,0.006,8964.24,1.197,0.6533,0,---
8655337,5840,4.5,1.0593,11.004,1.218,1128.55,0.387,0.2619,0,---
8655370,5661,4.2,1.0085,6.878,0.01,8214.77,1.415,0.7569,0,---
8655422,5974,4.54,1.0991,3.402,0.005,3435.46,0.89,0.5271,0,---
8655457,5816,4.48,1.0523,9.291,0.006,16262.68,1.233,0.701,0,---
8655458,5210,4.44,0.8886,1.599,0.005,7108.24,0.733,0.407,0,---
8655534,5515,4.32,0.9687,16.543,0.425,4138.83,0.756,0.5026,0,---
8655666,5475,4.63,0.958,11.219,0.102,3369.57,0.593,0.363,0,---
8656004,5345,4.38,0.9237,14.923,0.019,19081.59,1.276,0.682,0,---
8656361,5736,3.73,1.0295,5.221,0.005,3480.73,1.112,0.6179,0,---
8656375,5940,3.68,1.0888,2.054,0.458,3202.23,1.193,0.6399,0,---
8656391,5525,3.93,0.9714,5.223,0.004,13381.42,1.196,0.6398,0,---
8656425,5133,4.14,0.8687,11.306,0.026,21642.39,1.28,0.6937,0,---
8656546,5575,4.64,0.9849,20.937,0.179,3809.63,0.531,0.3918,0,---
8668720,5597,4.06,0.9909,49.878,0.873,1197.81,0.62,0.2982,0,---
8669095,5094,4.41,0.8586,24.349,1.524,3783.97,0.478,0.3111,0,---
8671919,5588,4.39,0.9885,20.334,2.624,4043.28,0.639,0.4426,0,---
8671960,5094,4.34,0.8586,17.503,0.028,10441.36,1.017,0.6078,0,---
8672023,4728,4.59,0.7628,11.406,0.014,17139.2,1.083,0.5806,0,---
8672566,5357,4.27,0.9269,20.975,0.247,7152.14,0.88,0.5527,0,---
8672678,4946,4.41,0.8202,25.802,0.034,8186.88,0.941,0.5535,0,---
8673495,5922,4.17,1.0834,17.856,0.098,1307.64,0.81,0.4855,0,---
8673525,6074,4.45,1.13,6.511,0.007,11292.22,1.124,0.6754,0,---
8673557,4421,4.53,0.6779,28.046,0.671,2483.25,0.654,0.4295,0,---
8673571,5028,4.31,0.8415,15.476,0.246,12115.3,1.171,0.6712,0,---
8673891,4822,4.45,0.7878,14.927,0.077,7794.86,1.184,0.6584,0,---
8674241,4807,4.35,0.7838,14.559,0.07,5620.0,1.224,0.6764,0,---
8674303,4689,4.57,0.7523,26.341,0.315,8048.53,0.869,0.5522,0,---
8674406,5062,4.65,0.8503,22.279,0.199,10172.61,0.872,0.5709,0,---
8675681,5929,4.42,1.0855,17.683,0.266,1698.37,0.377,0.2667,0,---
8675931,4681,4.38,0.7502,13.231,0.068,10307.79,1.224,0.6594,0,---
8676029,4902,4.6,0.8088,12.996,0.625,8728.18,1.266,0.6885,0,---
8676081,4467,4.62,0.691,24.581,0.101,13022.81,1.054,0.6078,0,---
8676086,5357,4.28,0.9269,9.857,0.133,9249.57,1.122,0.6225,0,---
8676163,5682,4.6,1.0143,17.263,0.138,6332.81,0.835,0.5324,0,---
8677016,5930,4.17,1.0858,29.887,0.672,333.34,0.56,0.2998,0,---
8677057,4448,4.68,0.6856,40.142,0.53,6225.35,0.499,0.2989,0,---
8677186,5070,4.37,0.8524,29.306,1.014,3669.05,0.589,0.3952,0,---
8677188,4928,4.49,0.8155,31.606,0.366,2834.17,0.442,0.3226,0,---
8677354,6021,4.2,1.1134,1.38,0.008,518.68,0.513,0.322,0,---
8677562,5045,4.27,0.8459,24.643,1.125,2973.68,0.58,0.3873,0,---
8678012,6062,4.17,1.1262,29.49,0.611,794.71,0.532,0.2756,0,---
8678042,4990,4.36,0.8317,9.744,0.029,14149.73,1.124,0.596,0,---
8678082,5627,4.71,0.9991,5.955,0.056,15276.79,1.287,0.6922,0,---
8678227,5981,4.66,1.1012,21.147,0.184,1252.41,0.996,0.5274,0,---
8678242,5341,4.5,0.9227,23.654,0.277,4752.76,0.544,0.3971,0,---
8678457,5318,3.82,0.9167,11.49,0.031,38059.95,1.544,0.7214,0,---
8681303,5166,4.83,0.8772,28.73,3.437,4564.32,0.476,0.342,0,---
8681477,5593,4.55,0.9898,19.073,0.098,5437.37,0.707,0.4826,0,---
8681537,5419,3.97,0.9432,57.099,5.283,2058.98,0.605,0.2793,0,---
8681743,4840,4.54,0.7925,8.762,0.036,14134.82,0.782,0.4337,0,---
8681817,6207,4.17,1.1729,1.141,0.007,11753.98,1.262,0.6825,0,---
8681882,5025,4.36,0.8407,14.065,0.443,3858.98,0.67,0.3852,0,---
8682015,5190,4.62,0.8834,16.619,0.69,4265.76,0.986,0.5913,0,---
8682111,5653,4.63,1.0063,33.084,0.295,847.58,0.566,0.3089,0,---
8682321,4896,4.42,0.8072,11.241,0.124,11034.64,1.248,0.6621,0,---
8682433,6342,4.38,1.2189,6.753,1.484,988.78,0.352,0.2867,0,SM1
8682709,5871,4.34,1.0683,18.506,0.704,838.94,0.358,0.2613,0,---
8683144,5777,4.54,1.0411,25.856,0.348,1573.89,0.812,0.4517,0,---
8683284,5441,4.54,0.949,14.931,0.033,8805.57,1.042,0.6404,0,---
8683878,5007,4.37,0.8361,33.195,3.0,3636.66,0.61,0.37,0,---
8683991,5166,4.78,0.8772,25.227,1.359,5506.87,0.776,0.4962,0,---
8684010,4974,4.7,0.8275,21.15,0.121,28348.74,1.443,0.6654,0,---
8684026,5382,4.32,0.9334,12.731,0.058,17123.04,1.187,0.6855,0,---
8684041,5016,4.38,0.8384,39.59,7.53,1106.71,0.476,0.255,0,---
8684104,5060,4.62,0.8498,31.72,1.891,3505.59,0.432,0.2965,0,---
8684439,5909,4.37,1.0795,25.918,0.254,1281.08,0.456,0.2561,0,---
8684512,5652,4.42,1.006,9.269,0.068,11632.83,1.13,0.6545,0,---
8684857,4917,4.57,0.8127,8.766,0.011,28231.86,1.506,0.7739,0,---
8685174,5494,4.45,0.9631,19.405,0.066,7381.89,0.911,0.5582,0,---
8685644,5083,4.62,0.8557,14.314,0.026,12489.08,1.095,0.6182,0,---
8685662,5791,4.4,1.0451,20.724,0.938,2560.08,0.594,0.385,0,---
8685913,5635,4.7,1.0013,22.702,0.816,4976.96,0.569,0.3787,0,---
8686010,4814,4.45,0.7857,20.371,0.121,6897.03,1.136,0.6519,0,---
8686086,5429,4.11,0.9458,7.423,0.034,15718.49,1.116,0.6104,0,---
8686928,5749,4.56,1.0331,8.994,0.041,15156.69,1.174,0.6794,0,---
8687011,5795,4.55,1.0463,21.259,0.631,1597.94,0.374,0.2572,0,---
8687192,4713,4.69,0.7588,20.344,0.087,13364.02,1.118,0.6572,0,---
8687869,5764,4.46,1.0374,11.391,0.626,825.29,0.902,0.5727,0,---
8688557,4573,4.48,0.7207,24.565,1.392,7097.42,0.673,0.4232,0,---
8688681,5300,4.33,0.912,8.295,0.071,10187.06,1.28,0.68,0,---
8689154,4836,4.42,0.7915,38.668,0.368,4331.32,0.541,0.3093,0,---
8689192,6119,4.38,1.1443,10.29,0.657,1130.22,0.397,0.3166,0,---
8689606,4821,4.55,0.7875,32.873,0.106,7865.67,0.788,0.4575,0,---
8689644,5324,4.78,0.9182,22.495,0.232,13929.25,1.218,0.6162,0,---
8689698,5150,4.48,0.8731,25.296,0.368,3278.73,0.521,0.3619,0,---
8689718,5331,4.19,0.9201,30.559,4.242,2634.47,0.478,0.3014,0,---
8689739,4942,4.35,0.8192,25.652,0.163,9938.06,1.263,0.6186,0,---
8689822,5715,4.41,1.0236,19.495,0.462,1591.77,0.407,0.316,0,---
8689978,5669,4.3,1.0107,11.291,0.008,16097.25,1.252,0.6904,0,---
8690025,5619,4.61,0.9969,13.869,0.44,4181.15,0.774,0.506,0,---
8690071,6085,4.12,1.1334,6.492,0.224,1258.49,0.408,0.2907,0,---
8690178,5195,4.6,0.8847,25.804,0.231,10921.18,0.86,0.5105,0,---
8690294,5554,4.43,0.9793,20.423,3.058,3503.83,0.789,0.5026,0,---
8692694,4798,4.54,0.7814,19.152,0.074,8770.91,1.067,0.6339,0,---
8692766,5626,4.62,0.9989,16.298,0.194,6616.59,1.049,0.6063,0,---
8693017,5667,4.46,1.0102,5.982,0.016,13609.17,1.205,0.6597,0,---
8693078,5675,4.71,1.0124,10.155,0.151,3875.85,0.472,0.299,0,---
8693437,5249,4.38,0.8987,31.603,1.03,3905.24,0.499,0.3097,0,---
8693451,4656,4.42,0.7434,12.17,0.003,11291.74,1.3,0.6896,0,---
8693783,5483,4.34,0.9602,12.612,0.089,7183.16,0.991,0.5949,0,---
8693806,5427,4.62,0.9453,9.487,0.025,4314.36,1.244,0.6861,0,---
8693857,5438,4.89,0.9482,14.041,0.123,7343.77,0.917,0.5611,0,---
8693926,5339,4.75,0.9222,18.423,0.247,4892.23,0.532,0.343,0,---
8693972,6336,4.32,1.2168,2.09,0.029,17360.99,1.492,0.769,0,---
8694259,5255,4.65,0.9003,23.909,0.117,7010.46,0.694,0.4773,0,---
8694284,5597,4.7,0.9909,24.334,0.415,2627.61,0.468,0.3175,0,---
8694286,4415,4.46,0.6762,38.208,1.361,3646.85,0.392,0.2679,0,---
8694459,5793,4.46,1.0457,10.815,0.024,11544.47,1.085,0.6593,0,---
8694559,5277,4.35,0.906,31.79,0.282,2716.84,0.648,0.3793,0,---
8694772,5070,4.38,0.8524,10.137,0.013,19439.52,1.419,0.7555,0,---
8694854,6069,4.47,1.1284,13.259,0.149,2175.66,0.913,0.5379,0,---
8694995,5490,4.67,0.9621,23.221,0.549,4375.46,0.432,0.3328,0,---
8695266,4914,4.57,0.8119,24.92,1.398,3195.23,0.671,0.4444,0,---
8695303,5392,4.38,0.9361,7.084,0.07,19759.51,1.437,0.755,0,---
8695661,4927,4.38,0.8153,3.969,0.013,8442.76,1.366,0.6683,0,---
8695811,6401,4.3,1.2399,2.953,0.005,457.11,0.472,0.3568,0,---
8695929,4974,4.37,0.8275,29.597,0.304,11385.44,0.626,0.4182,0,---
8695986,5323,4.49,0.918,26.098,0.397,3420.41,0.479,0.3522,0,---
8696043,5214,4.47,0.8896,27.308,0.134,6023.35,0.873,0.5003,0,---
8696237,5045,4.51,0.8459,11.836,0.105,13053.18,1.393,0.7371,0,---
8700573,5617,4.44,0.9964,21.185,0.154,3380.18,0.511,0.3707,0,---
8700943,5729,4.62,1.0275,8.909,0.091,8606.55,1.217,0.6968,0,---
8701047,5088,4.51,0.857,9.158,0.006,18760.68,1.128,0.597,0,---
8701242,5176,4.52,0.8798,25.385,0.267,2542.08,0.403,0.271,0,---
8701352,5952,4.46,1.0924,24.056,0.236,1308.56,0.551,0.3173,0,---
8701569,5785,3.87,1.0434,7.855,0.015,8698.4,1.117,0.6445,0,---
8701666,4954,4.17,0.8223,22.456,0.412,2053.14,0.763,0.4875,0,---
8701922,6119,4.49,1.1443,3.811,0.01,6561.34,1.077,0.6312,0,---
8702029,6102,4.53,1.1388,5.507,0.039,2592.12,0.53,0.3674,0,---
8702064,6471,3.98,1.2654,2.251,0.012,583.65,0.477,0.3667,0,---
8702424,5183,4.49,0.8816,0.903,0.003,5529.88,1.647,0.8038,0,---
8702719,4451,4.49,0.6865,27.755,0.123,7808.42,0.879,0.5474,0,---
8702815,5596,4.38,0.9907,21.914,0.35,3211.68,0.404,0.3111,0,---
8702985,5777,4.03,1.0411,10.686,0.01,1241.45,0.977,0.6055,0,---
8703074,4645,4.06,0.7404,38.773,5.903,4288.17,0.571,0.3329,0,---
8703132,5115,4.54,0.864,27.882,4.16,1646.52,0.402,0.2855,0,---
8703506,5848,4.55,1.0616,9.515,0.017,3540.46,0.619,0.4086,0,---
8703532,5830,4.59,1.0564,0.203,0.006,23932.87,1.415,0.7018,0,---
8703914,5498,3.82,0.9642,25.412,1.677,1481.35,0.487,0.3326,0,SM1
8707561,5346,4.55,0.924,11.413,0.05,24926.07,1.099,0.6225,0,---
8707792,5342,4.53,0.9229,16.98,0.055,4573.88,0.879,0.5529,0,---
8707960,5198,4.59,0.8855,11.272,0.055,22502.24,1.389,0.7325,0,---
8708139,5447,3.93,0.9506,14.531,0.644,2476.16,0.575,0.3632,0,---
8709234,5252,4.41,0.8995,11.607,0.033,5734.53,0.934,0.5313,0,---
8709293,5101,4.21,0.8604,10.331,0.017,14114.86,1.334,0.7108,0,---
8709568,5062,4.6,0.8503,10.067,0.674,11648.83,1.164,0.6184,0,---
8709593,5690,4.42,1.0166,3.646,0.003,11596.02,1.062,0.5855,0,---
8709968,5471,4.38,0.957,14.712,0.31,6359.64,0.676,0.4315,0,---
8710167,5958,3.9,1.0942,2.99,0.019,2215.56,0.626,0.3894,0,---
8710207,6063,3.73,1.1265,3.92,0.022,654.82,0.39,0.257,0,---
8710234,5504,3.85,0.9658,3.455,0.014,8273.3,1.216,0.6358,0,---
8710694,5874,3.77,1.0692,2.479,0.006,39442.9,1.658,0.7925,0,---
8711527,5297,4.25,0.9112,15.364,0.026,11343.66,1.052,0.6301,0,---
8712626,5536,3.8,0.9744,10.043,0.02,7668.02,1.382,0.7259,0,---
8712798,6132,4.1,1.1484,0.842,0.003,430.11,0.459,0.2969,0,---
8712863,6470,3.72,1.2651,2.047,0.03,1492.05,1.08,0.6591,0,---
8713594,6257,3.71,1.1897,2.497,0.003,7421.91,1.573,0.7772,0,---
8714189,5272,4.33,0.9047,8.558,0.039,11234.37,1.327,0.7035,0,---
8714686,5323,4.16,0.918,16.96,0.162,4005.49,0.714,0.4503,0,---
8714704,5499,4.36,0.9645,2.503,0.497,15497.33,1.029,0.5563,0,---
8714856,5886,3.71,1.0727,0.909,0.199,13713.39,1.038,0.57,0,---
8714950,5265,4.32,0.9029,7.247,0.018,23640.93,1.437,0.7483,0,---
8715027,5258,4.44,0.901,20.907,1.056,5616.49,0.784,0.5226,0,---
8715272,5852,3.85,1.0627,1.035,0.006,703.13,0.582,0.3502,0,---
8715306,4433,4.53,0.6813,21.429,0.411,8253.46,1.033,0.628,0,---
8715511,5397,4.09,0.9374,25.859,0.693,1625.75,0.377,0.2896,0,---
8715890,5742,3.73,1.0312,13.065,0.029,809.55,0.487,0.3335,0,---
8716080,6041,3.83,1.1196,5.183,0.011,7014.84,0.95,0.5773,0,---
8716102,5009,3.97,0.8366,9.462,0.029,13735.59,1.457,0.7647,0,---
8716187,6297,3.56,1.2033,3.356,0.025,1948.68,0.622,0.4335,0,---
8716912,5341,4.07,0.9227,21.005,0.696,1858.12,0.575,0.3931,0,---
8717117,6324,3.73,1.2126,2.877,0.006,626.21,0.689,0.4704,0,---
8717150,4469,4.65,0.6916,19.149,0.01,16717.85,1.315,0.6794,0,---
8717692,5525,4.6,0.9714,14.824,0.057,2815.4,0.398,0.251,0,SM1
8717773,5563,4.45,0.9817,6.777,0.011,17071.52,1.254,0.6793,0,---
8718318,5498,4.32,0.9642,23.871,0.075,1941.62,0.655,0.4261,0,---
8718439,5480,4.43,0.9594,25.769,1.328,2661.41,0.39,0.28,0,---
8718687,5043,4.25,0.8454,25.804,2.027,2724.83,0.443,0.2908,0,---
8719164,5095,4.58,0.8588,25.615,0.56,8672.65,0.55,0.3818,0,SM1
8719482,5252,4.33,0.8995,10.781,0.057,16321.3,1.125,0.6203,0,---
8719816,5454,4.36,0.9525,15.371,0.096,2034.07,0.714,0.4567,0,---
8720125,5382,4.31,0.9334,10.301,0.014,20142.79,1.203,0.6686,0,---
8720320,5183,4.25,0.8816,21.233,0.256,9285.15,1.086,0.6055,0,---
8733242,5061,4.63,0.8501,21.492,0.077,4310.82,0.893,0.5744,0,---
8733469,5310,4.42,0.9146,2.777,0.008,42519.57,1.602,0.797,0,---
8733550,4705,4.46,0.7567,22.705,0.267,8518.99,1.128,0.6308,0,---
8733902,5079,4.62,0.8547,22.122,0.265,6794.33,0.884,0.5748,0,---
8733904,6493,4.21,1.2736,3.215,0.015,2239.05,0.951,0.593,0,---
8736607,4734,4.24,0.7644,38.147,1.664,1809.12,0.538,0.3167,0,---
8736828,5812,4.65,1.0511,13.17,0.28,4630.8,0.926,0.5892,0,---
8736900,4936,4.67,0.8176,35.156,8.988,3091.87,0.481,0.2984,0,---
8736943,6105,4.63,1.1398,6.406,0.74,458.45,0.357,0.2577,0,---
8736976,4977,4.49,0.8283,31.55,0.15,2383.98,0.541,0.3605,0,---
8737120,4669,4.68,0.747,29.455,2.727,5047.05,0.801,0.5013,0,---
8737124,5652,4.52,1.006,16.478,0.504,4142.64,0.841,0.5473,0,---
8737147,5994,4.55,1.1052,14.9,0.202,1173.2,0.351,0.2647,0,---
8737267,5189,4.67,0.8832,29.626,1.495,4351.53,0.532,0.3521,0,---
8737595,5200,4.76,0.886,11.607,0.228,9955.02,1.077,0.597,0,---
8737625,6378,4.36,1.2316,6.736,0.36,801.68,0.428,0.3253,0,---
8737729,6159,4.24,1.1572,10.21,0.011,4431.78,1.135,0.6207,0,---
8737789,4893,4.34,0.8064,1.44,0.005,59691.55,1.717,0.8137,0,---
8737920,4415,4.58,0.6762,26.004,0.247,8078.96,0.841,0.5464,0,---
8737965,4714,4.39,0.7591,35.775,1.066,4579.31,0.441,0.2911,0,---
8738141,4991,4.75,0.8319,23.761,0.987,4315.5,0.53,0.3384,0,---
8738442,5493,4.81,0.9629,10.434,0.008,16635.48,1.027,0.5963,0,---
8738455,5329,4.51,0.9195,30.763,10.53,3202.62,0.42,0.2676,0,---
8738863,5608,4.92,0.9939,15.288,0.413,4494.13,0.834,0.554,0,---
8739040,5097,4.79,0.8594,26.889,1.416,3432.69,0.527,0.3773,0,---
8739092,5399,4.3,0.9379,10.721,0.079,9876.79,1.104,0.625,0,---
8739220,4808,4.5,0.7841,26.756,0.304,4673.72,0.649,0.4387,0,---
8739319,6161,4.57,1.1578,8.908,0.227,1470.57,0.364,0.3037,0,---
8740018,5045,4.33,0.8459,8.899,0.186,8985.04,1.24,0.6459,0,---
8740037,5542,4.43,0.976,16.745,0.153,5788.09,0.945,0.5888,0,---
8740057,4609,4.74,0.7306,26.695,0.173,3377.5,0.525,0.3338,0,---
8740195,4534,4.36,0.7099,9.106,0.062,7048.19,1.422,0.7294,0,---
8740349,5726,4.59,1.0267,5.446,0.005,14457.05,1.475,0.7717,0,---
8740578,5380,4.57,0.9329,6.423,0.014,21647.04,1.245,0.6566,0,---
8740627,5239,4.62,0.8961,17.456,0.068,17973.18,1.2,0.6552,0,---
8740669,5055,4.75,0.8485,20.353,0.035,15453.43,1.023,0.6207,0,---
8740808,5736,4.44,1.0295,19.119,0.095,5727.05,0.923,0.5372,0,---
8740935,4419,4.65,0.6773,28.694,0.134,5487.77,0.619,0.4088,0,---
8740965,5427,4.68,0.9453,26.382,1.128,2200.51,0.457,0.3192,0,---
8740969,5935,4.62,1.0873,16.271,0.336,3608.52,0.341,0.2593,0,---
8740973,5315,4.52,0.9159,29.497,1.984,4508.97,0.468,0.3075,0,---
8741009,5121,4.46,0.8656,12.937,0.066,6624.46,1.212,0.6725,0,---
8741097,5043,4.87,0.8454,26.572,0.988,5820.51,0.653,0.4598,0,---
8741211,5389,4.66,0.9353,20.644,0.678,3358.16,0.812,0.5344,0,---
8741221,5259,4.24,0.9013,26.76,0.973,3669.56,0.457,0.3448,0,---
8741295,5192,4.72,0.8839,27.519,0.304,4526.67,0.753,0.4612,0,---
8741487,6206,4.38,1.1726,8.98,0.129,5897.52,1.012,0.5907,0,---
8741608,5510,4.34,0.9674,51.295,0.906,909.24,0.621,0.297,0,---
8741719,6448,4.33,1.257,3.101,0.076,1031.64,0.387,0.3117,0,---
8741839,5179,4.03,0.8806,38.818,0.268,10293.54,0.693,0.3663,0,---
8742406,5733,4.5,1.0286,21.208,0.198,3746.57,0.569,0.3776,0,---
8742449,5584,4.38,0.9874,1.291,0.003,39146.87,1.535,0.7497,0,---
8742591,5176,4.57,0.8798,2.382,0.016,1357.44,0.458,0.2512,0,---
8742704,4680,4.18,0.7499,17.894,0.061,9432.76,1.3,0.6918,0,---
8742819,6238,4.17,1.1833,8.251,0.371,1726.45,0.517,0.3875,0,---
8742831,5314,4.61,0.9156,15.77,0.035,9334.62,1.021,0.6191,0,---
8743053,5449,4.59,0.9511,24.009,1.113,3974.68,0.334,0.252,0,---
8743107,5967,4.46,1.0969,17.014,0.572,2339.66,0.439,0.3025,0,---
8743145,5501,4.32,0.965,27.575,5.677,1656.89,0.484,0.3099,0,---
8745924,6498,3.98,1.2755,3.188,0.006,1016.14,0.864,0.5609,0,---
8746026,5655,4.38,1.0069,6.463,0.055,7566.33,1.271,0.6912,0,---
8746237,6130,4.72,1.1478,5.466,0.132,844.75,0.392,0.2804,0,---
8746399,5075,4.65,0.8537,23.349,0.179,7728.07,0.767,0.5125,0,---
8746452,6415,4.32,1.2449,12.14,0.158,2580.49,1.223,0.6054,0,---
8746464,5120,4.84,0.8653,29.659,0.795,3655.85,0.403,0.3035,0,---
8746663,4991,4.44,0.8319,13.379,0.158,6944.36,1.039,0.5771,0,---
8746763,5263,4.92,0.9023,18.563,0.261,6134.33,0.921,0.5844,0,---
8747363,4583,4.34,0.7235,11.877,0.05,10409.12,1.429,0.7554,0,---
8747629,4738,4.65,0.7655,28.55,0.192,11535.29,0.907,0.5334,0,---
8747675,5656,4.43,1.0071,19.34,3.273,3512.02,0.43,0.3302,0,---
8747743,4823,4.57,0.788,22.404,0.355,2142.43,0.49,0.2937,0,---
8747826,5903,4.39,1.0778,13.912,0.098,4423.26,0.774,0.5147,0,---
8747899,5808,4.45,1.05,14.121,0.36,2501.79,0.529,0.3822,0,---
8747910,5394,4.57,0.9366,23.111,0.251,5303.14,0.755,0.4875,0,---
8748224,5757,4.37,1.0354,23.412,0.688,2725.42,0.43,0.2779,0,---
8748297,5710,4.75,1.0222,24.692,0.911,1609.95,0.45,0.2862,0,---
8748346,4634,4.45,0.7375,41.429,1.458,4462.24,0.642,0.3518,0,---
8748405,5671,4.6,1.0113,25.027,0.566,3384.77,0.458,0.294,0,---
8748526,5215,4.5,0.8899,20.836,0.134,13552.78,1.311,0.642,0,---
8748564,5031,4.42,0.8423,20.826,0.099,12528.54,0.99,0.6135,0,---
8748615,5391,5.12,0.9358,23.097,0.543,6132.69,0.768,0.4925,0,---
8748670,5754,4.66,1.0346,5.425,0.057,2354.44,0.735,0.4437,0,---
8748678,5909,4.45,1.0795,17.187,0.31,4599.45,0.611,0.4068,0,---
8749147,4555,4.42,0.7157,2.485,0.003,97580.73,1.74,0.7977,0,---
8749214,5294,4.48,0.9104,20.319,0.061,6961.82,1.097,0.61,0,---
8749306,4877,4.53,0.8022,10.833,0.02,7424.83,1.336,0.7027,0,---
8749718,4862,4.43,0.7983,25.126,0.336,3429.92,0.627,0.4102,0,---
8749823,4881,4.64,0.8033,27.797,1.858,5053.58,0.456,0.3042,0,---
8749978,5036,4.46,0.8436,38.581,2.048,2746.58,0.477,0.2598,0,---
8750035,5809,4.43,1.0503,18.127,1.07,6383.12,0.664,0.4398,0,---
8750129,5078,4.61,0.8545,32.357,4.91,3934.5,0.408,0.2736,0,---
8750420,6100,4.52,1.1382,7.68,0.143,2144.99,0.469,0.3481,0,---
8750503,4853,4.41,0.7959,26.223,0.966,3722.91,0.521,0.3405,0,---
