kepid,Teff,logg,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag
9101205,3912,4.48,0.5083,35.874,0.216,4444.99,0.984,0.5304,0,---
9107656,3681,4.83,0.42,28.983,0.246,7054.51,0.849,0.5454,1,---
9107802,4147,4.51,0.6014,20.582,0.073,7860.9,0.994,0.5931,0,---
9108513,4097,4.59,0.5814,12.482,0.045,10866.79,0.985,0.5438,0,---
9111372,3463,4.99,0.3413,29.879,0.199,5097.57,0.634,0.408,1,---
9112164,3559,4.9,0.3753,19.957,0.557,5418.72,1.184,0.6543,1,---
9112320,4095,4.48,0.5806,14.584,0.011,25235.27,1.534,0.7301,0,---
9113851,4050,4.51,0.5626,39.696,0.929,2839.51,0.598,0.3609,0,---
9114508,3915,4.34,0.5094,1.7,0.003,27583.69,1.696,0.8045,0,---
9114614,4246,4.62,0.6412,23.133,0.133,8387.98,0.929,0.5751,0,---
9116075,4385,4.7,0.6973,36.893,5.521,4392.92,0.462,0.3197,0,---
9116740,4018,4.38,0.5499,34.499,0.087,4938.16,0.849,0.4949,0,---
9117123,4104,4.39,0.5842,0.527,0.006,77237.01,1.571,0.7408,0,---
9117167,4149,4.32,0.6022,4.561,0.003,20807.33,1.551,0.7599,0,---
9118518,3447,4.93,0.3358,20.808,0.049,8912.71,1.02,0.5786,1,---
9118677,3699,4.86,0.4267,28.38,0.167,9055.73,0.887,0.5652,1,---
9136906,4195,4.59,0.6206,30.674,0.466,3399.97,0.573,0.3914,0,---
9137255,4213,4.57,0.6279,23.812,0.245,4696.61,0.823,0.5136,0,---
9137385,3940,4.73,0.5192,25.639,0.131,8757.0,0.881,0.5565,1,---
9137531,4255,4.56,0.6448,14.48,0.03,9258.99,1.14,0.6284,0,---
9138056,4335,4.75,0.6771,25.123,0.145,18946.83,1.113,0.6128,0,---
9138149,3937,4.72,0.518,30.984,0.188,7714.66,0.815,0.5161,1,---
9138297,4027,4.49,0.5535,14.036,0.021,11643.41,1.286,0.6939,0,---
9138398,4072,4.59,0.5714,38.211,0.647,8003.74,0.899,0.4891,0,---
9139564,4320,4.55,0.671,22.358,0.04,10035.72,1.083,0.6374,0,---
9139582,4369,4.76,0.6908,18.591,0.075,12281.72,1.134,0.662,0,---
9139648,4188,4.42,0.6178,14.504,0.013,8820.24,1.362,0.7321,0,---
9141097,3975,4.71,0.533,38.186,0.565,5692.12,0.584,0.3664,1,---
9141177,3831,4.75,0.4769,30.574,0.132,5502.34,1.285,0.6309,1,---
9141266,4118,4.5,0.5898,27.537,0.065,12883.48,1.075,0.5976,0,---
9141571,3398,4.91,0.3189,63.261,1.647,8465.92,0.66,0.3278,1,---
9141693,4187,4.57,0.6174,15.984,0.128,4878.46,1.0,0.5663,0,---
9141761,4339,4.61,0.6787,10.157,0.011,19566.24,1.535,0.7562,0,---
9142334,3756,4.79,0.4482,20.908,0.152,2386.18,0.868,0.5104,1,---
9142684,4338,4.62,0.6783,26.865,0.034,10549.49,1.093,0.5958,0,---
9142714,3511,4.9,0.3582,10.922,0.244,23011.8,1.254,0.6428,1,SM1
9142931,3812,4.77,0.4696,24.733,0.234,4954.64,0.575,0.3535,1,---
9143439,4389,4.62,0.6989,33.943,0.392,8205.09,0.575,0.399,0,---
9145681,4289,4.44,0.6585,14.328,0.029,9482.35,0.94,0.5256,0,---
9146935,3706,4.81,0.4294,23.294,0.031,7315.84,1.186,0.6811,1,---
9150166,4329,4.63,0.6747,36.005,0.804,5633.47,0.988,0.5184,0,---
9150451,4031,4.54,0.5551,31.382,0.239,11439.26,0.938,0.5423,0,---
9150518,4199,4.57,0.6223,18.65,0.072,5190.79,0.864,0.5064,0,---
9150879,3913,4.73,0.5086,39.017,1.914,2144.69,0.381,0.2552,1,SM1
9150977,4398,4.62,0.7025,23.063,0.136,13355.79,1.167,0.6345,0,---
9151921,3778,4.77,0.4566,25.125,0.293,3146.77,0.785,0.486,1,---
9151950,4300,4.61,0.663,42.802,0.154,5228.4,0.601,0.3373,0,---
9156957,3812,4.74,0.4696,40.29,0.316,4719.85,0.653,0.3897,1,---
9157515,3821,4.75,0.473,19.529,0.082,3643.99,0.955,0.551,1,---
9157670,4125,4.53,0.5926,27.363,0.302,3641.25,0.818,0.5409,0,---
9158109,4095,4.52,0.5806,33.707,0.229,5187.51,0.743,0.4644,0,---
9159012,4093,4.45,0.5798,19.81,4.101,6188.93,0.938,0.5545,0,---
9159416,4259,4.6,0.6464,26.123,0.115,10066.54,1.15,0.6143,0,---
9159678,4366,4.7,0.6896,9.793,0.34,7339.3,1.025,0.5487,0,---
9159861,4305,4.65,0.665,14.36,0.053,9085.45,1.125,0.6198,0,---
9160884,3681,4.82,0.42,25.789,0.118,5019.13,0.837,0.5167,1,---
9161260,3781,4.79,0.4577,14.888,0.042,4351.74,1.084,0.5904,1,---
9161330,3839,4.77,0.4799,16.092,0.057,4146.34,1.243,0.6751,1,---
9162699,4243,4.46,0.64,25.468,0.883,4737.91,0.714,0.4534,0,---
9163591,4324,4.59,0.6727,24.739,0.122,80448.03,1.425,0.6587,0,---
9163939,4059,4.49,0.5662,12.433,0.058,8351.03,1.356,0.7199,0,---
9164037,4102,4.44,0.5834,31.777,0.859,2962.65,0.613,0.4326,0,---
9164055,3384,4.92,0.3142,51.939,0.371,10293.9,0.924,0.4823,1,---
9165053,3874,4.53,0.4935,31.037,0.122,7511.62,1.032,0.5731,0,---
9171863,4383,4.6,0.6965,30.985,0.992,3656.54,0.427,0.2701,0,---
9173313,4286,4.54,0.6573,20.322,0.098,9592.65,1.284,0.6716,0,---
9173561,3509,4.89,0.3575,22.176,0.04,11518.66,1.089,0.6196,1,---
9175009,3836,4.58,0.4788,23.874,0.8,3519.3,1.118,0.6534,0,---
9176383,3675,4.8,0.4178,39.64,2.322,3677.55,0.405,0.2807,1,---
9179906,3364,4.95,0.3075,8.916,0.014,17842.32,1.289,0.6481,1,---
9180066,4084,4.63,0.5762,31.864,0.124,2958.89,0.512,0.354,0,---
9181894,4220,4.54,0.6307,28.865,0.708,7878.36,0.912,0.55,0,---
9182756,3874,4.73,0.4935,15.451,0.085,6561.99,0.847,0.4796,1,---
9201411,4105,4.32,0.5846,37.639,1.198,2910.32,0.427,0.2946,0,---
9201919,3775,4.76,0.4554,40.55,0.456,3267.53,0.693,0.4091,1,---
9201929,4072,4.43,0.5714,15.069,0.118,7720.2,1.3,0.7141,0,---
9202960,4353,4.55,0.6844,39.59,8.652,696.9,0.55,0.3334,0,---
9203478,4344,4.53,0.6807,2.989,0.004,143630.53,1.745,0.7952,0,---
9203794,3247,5.07,0.2692,52.272,4.377,7078.35,0.806,0.4406,1,---
9204529,4235,4.53,0.6367,22.776,0.074,14598.1,1.203,0.6475,0,---
9205301,4359,4.74,0.6868,37.791,0.315,4050.2,0.651,0.3906,0,---
9205855,3383,4.92,0.3139,0.917,0.004,22709.31,1.115,0.5729,1,---
9206633,4107,4.55,0.5854,28.041,0.157,11709.51,1.084,0.5963,0,---
9206845,4304,4.6,0.6646,34.362,0.526,4199.68,0.472,0.3394,0,---
9207050,4081,4.53,0.575,26.3,0.037,9150.56,1.026,0.6007,0,---
9209837,4275,4.63,0.6529,21.204,0.141,5679.07,0.814,0.4893,0,---
9209982,4122,4.58,0.5914,18.421,3.304,3296.17,0.866,0.5078,0,---
9210535,4167,4.42,0.6094,31.799,0.976,2874.91,0.668,0.4569,0,---
9215039,4111,4.56,0.587,31.083,0.204,9429.63,0.914,0.5359,0,---
9216075,3995,4.7,0.5408,15.769,0.023,9789.68,1.192,0.6569,1,---
9216231,4085,4.5,0.5766,22.395,0.158,10226.55,1.248,0.6621,0,---
9216811,3759,4.78,0.4493,15.369,0.049,13937.83,1.401,0.7455,1,---
9219756,4188,4.53,0.6178,41.572,7.395,4272.76,0.614,0.3537,0,---
9220227,4216,4.67,0.6291,19.45,0.567,2557.04,0.689,0.4077,0,---
9221091,3428,4.9,0.3292,44.151,0.268,10294.02,1.029,0.5433,1,---
9224372,4263,4.53,0.648,12.639,0.034,8618.65,1.323,0.7111,0,---
9224514,3732,4.81,0.4391,17.719,0.08,4613.58,0.834,0.4802,1,---
9225647,4032,4.45,0.5555,18.594,0.064,3914.45,1.1,0.6315,0,---
9228348,4338,4.58,0.6783,18.264,0.12,6761.88,1.03,0.5958,0,---
9228786,4306,4.66,0.6654,26.823,0.406,3500.82,0.702,0.4537,0,---
9228927,4205,4.5,0.6247,6.452,0.008,28065.59,1.549,0.777,0,---
9228962,4372,4.62,0.692,19.449,0.206,9184.24,1.034,0.6082,0,---
9229798,3403,4.92,0.3206,44.76,9.564,6089.33,0.968,0.523,1,---
9230137,3510,4.05,0.3578,41.316,0.067,15022.13,1.328,0.6258,0,---
9230422,4274,4.59,0.6525,24.752,0.112,15397.43,1.192,0.6293,0,---
9236416,4188,4.44,0.6178,14.051,0.016,5949.44,0.939,0.5268,0,---
9236960,4172,4.54,0.6114,14.775,0.181,7510.16,1.373,0.7294,0,---
9238899,3915,4.38,0.5094,4.204,0.004,41557.25,1.28,0.6351,0,---
9239775,4282,4.48,0.6557,8.548,0.088,8383.15,1.094,0.5774,0,---
9241346,4365,4.69,0.6892,20.399,0.133,6976.04,1.178,0.6619,0,---
9241762,4314,4.5,0.6686,33.363,0.697,2758.53,0.438,0.2995,0,---
9242473,3968,4.31,0.5302,37.409,2.927,2230.35,0.531,0.3486,0,---
9265122,3510,4.89,0.3578,21.448,0.054,11736.45,1.086,0.6142,1,---
9265173,4331,4.71,0.6755,24.004,0.124,18382.55,1.41,0.6594,0,---
9265875,3977,4.72,0.5337,13.286,0.082,2332.27,0.767,0.4353,1,---
9266231,4267,4.53,0.6496,22.308,0.084,5804.06,1.169,0.6468,0,---
9266689,3812,4.76,0.4696,24.689,0.07,3563.79,0.916,0.5623,1,---
9267818,3585,4.87,0.3847,10.661,0.005,45137.05,1.56,0.7804,1,---
9267857,3898,4.7,0.5028,42.193,0.966,3827.27,0.458,0.2716,1,---
9267921,4211,4.55,0.6271,15.382,0.036,7416.01,1.134,0.6316,0,---
9268013,4252,4.4,0.6436,45.802,12.093,2460.21,0.526,0.2836,0,---
9268071,4114,4.58,0.5882,20.009,0.42,2800.05,0.484,0.2799,0,---
9269155,3915,4.74,0.5094,26.383,0.219,2738.57,0.568,0.3576,1,---
9269688,4343,4.44,0.6803,3.206,0.005,58633.45,1.556,0.7524,0,---
9269844,4098,4.52,0.5818,41.202,0.058,3479.45,0.67,0.3838,0,---
9272197,4114,4.5,0.5882,17.91,3.937,16383.95,1.359,0.7033,0,---
9272356,4153,4.49,0.6038,39.809,1.491,8489.52,0.749,0.4239,0,---
9273533,4036,4.59,0.5571,37.425,0.245,6748.08,0.991,0.5229,0,---
9273730,4202,4.48,0.6235,13.872,0.034,8999.05,1.276,0.6952,0,---
9278258,3931,4.71,0.5157,14.82,0.049,9830.77,1.408,0.7421,1,---
9278686,4323,4.62,0.6722,12.806,0.015,13457.12,1.213,0.6542,0,---
9279516,3832,4.74,0.4772,19.103,0.073,5518.56,1.099,0.6231,1,---
9282882,4357,4.48,0.686,20.985,0.151,13440.52,0.972,0.5832,0,---
9283211,4299,4.7,0.6626,17.895,0.028,8302.06,1.162,0.6701,0,---
9283529,4121,4.62,0.591,31.75,0.321,7918.51,0.774,0.4909,0,---
9283623,4103,4.58,0.5838,12.049,0.142,8746.56,1.136,0.6129,0,---
9283820,3879,4.73,0.4954,20.469,0.092,5903.07,0.842,0.4968,1,---
9284206,4063,4.71,0.5678,40.43,0.247,6934.64,0.831,0.4543,0,---
9284403,3379,4.93,0.3125,50.709,0.943,3921.15,0.723,0.4014,1,---
9284485,4107,4.58,0.5854,35.201,0.542,3127.57,0.408,0.294,0,---
9284819,4250,4.56,0.6428,10.908,0.079,8310.47,0.87,0.4819,0,---
9286118,4105,4.62,0.5846,9.682,0.025,22834.0,1.473,0.7618,0,---
9286422,4262,4.45,0.6476,29.597,0.783,2722.62,0.692,0.4719,0,---
9286527,4124,4.38,0.5922,25.401,0.269,7399.62,1.118,0.6208,0,---
9287547,4296,4.66,0.6613,40.732,1.353,3592.49,0.563,0.3321,0,---
9289069,4392,4.76,0.7001,22.124,0.096,7862.09,1.137,0.6411,0,---
9289250,3385,4.93,0.3145,41.907,0.467,6399.75,0.665,0.4195,1,---
9289916,3613,4.83,0.3949,18.065,0.072,20480.28,1.548,0.7396,1,---
9290256,3583,4.85,0.384,47.633,0.803,5410.67,0.822,0.4443,1,---
9291325,3741,4.78,0.4425,19.243,0.068,11495.23,1.42,0.7217,1,---
9292640,4077,4.67,0.5734,37.147,0.545,6545.22,0.646,0.4003,0,---
9301392,3960,4.72,0.5271,32.57,0.892,3598.21,0.6,0.4265,1,---
9301954,4079,4.58,0.5742,33.096,0.364,4576.5,0.51,0.3625,0,---
9303651,4381,4.73,0.6957,29.598,3.999,3221.54,0.416,0.2527,0,---
9304752,4213,4.36,0.6279,18.22,0.103,5861.1,0.978,0.5668,0,---
9305907,3938,4.72,0.5184,24.282,0.045,9997.07,1.046,0.632,1,---
9305908,4052,4.57,0.5634,28.641,0.035,11419.06,1.021,0.5815,0,---
9306231,4398,4.57,0.7025,16.398,0.133,6859.36,0.899,0.5108,0,---
9307374,4364,4.59,0.6888,17.63,0.023,7644.98,1.2,0.6933,0,---
9326053,4160,4.51,0.6066,34.957,1.975,1944.9,0.493,0.3554,0,---
9326184,3936,4.73,0.5176,16.468,0.095,3973.78,0.948,0.5362,1,---
9326538,4190,4.63,0.6186,25.945,0.089,9220.72,0.841,0.5435,0,---
9326593,3963,4.71,0.5282,17.903,0.036,4223.85,0.779,0.4539,1,---
9327559,4191,4.59,0.619,31.09,6.769,3462.79,0.549,0.376,0,---
9327921,3948,4.71,0.5223,15.24,0.115,2216.7,0.923,0.5189,1,---
9328136,3778,4.81,0.4566,27.304,0.084,6682.52,0.95,0.5995,1,---
9328224,4233,4.57,0.6359,19.08,0.04,5947.53,1.019,0.5956,0,---
9329586,3691,4.83,0.4238,40.537,0.774,5375.15,0.583,0.3661,1,---
9333505,3344,4.98,0.3008,36.729,7.118,6222.84,0.904,0.5488,1,---
9334481,4068,4.56,0.5698,30.305,0.183,5227.15,0.726,0.4935,0,---
9335072,3649,4.82,0.4082,32.82,0.056,7070.0,1.026,0.5826,1,---
9335198,3682,4.82,0.4204,14.147,0.127,18849.91,1.504,0.7663,1,---
9335898,4365,4.57,0.6892,37.532,0.097,2274.33,0.538,0.346,0,---
9339297,4246,4.66,0.6412,11.421,0.022,10409.24,1.346,0.7126,0,---
9339525,4309,4.49,0.6666,14.641,0.05,9759.81,0.91,0.5113,0,---
9340517,4323,4.49,0.6722,16.449,0.022,4816.59,0.894,0.5099,0,---
9341032,4314,4.58,0.6686,42.763,5.038,1808.88,0.519,0.296,0,---
9343666,4352,4.42,0.684,10.061,0.206,6461.08,1.28,0.6685,0,---
9346592,4062,4.35,0.5674,5.358,0.003,77525.08,1.784,0.7862,0,---
9347204,3539,4.88,0.3682,24.949,0.108,5152.08,0.864,0.5215,1,---
9347525,4002,4.69,0.5436,20.575,0.105,2922.3,1.061,0.6241,1,---
9347854,3982,4.71,0.5357,37.096,0.887,4277.02,0.749,0.4432,1,---
9347979,4314,4.2,0.6686,29.371,0.056,13238.31,0.97,0.5544,0,---
9350552,4143,4.59,0.5998,11.286,0.019,49568.77,1.511,0.7561,0,---
9351326,4362,4.65,0.688,11.894,0.059,15480.43,1.142,0.6126,0,---
9351620,3946,4.48,0.5216,31.37,0.26,4513.23,0.883,0.531,0,---
9353723,4172,4.53,0.6114,31.399,0.199,8135.83,0.894,0.526,0,---
9353824,4100,4.47,0.5826,23.959,0.357,7155.3,0.775,0.4846,0,---
9357375,3923,4.72,0.5125,18.568,0.081,2452.37,0.665,0.3901,1,---
9365185,3759,4.84,0.4493,27.718,5.391,2856.79,0.804,0.5141,1,---
9365959,4204,4.55,0.6243,26.266,0.26,5208.97,0.523,0.3255,0,---
9366020,4091,4.59,0.579,25.92,0.104,10184.76,1.004,0.6001,0,---
9366149,4248,4.47,0.642,27.31,0.125,5160.27,0.801,0.5288,0,---
9366643,4196,4.63,0.621,17.917,0.029,27271.48,1.419,0.7011,0,---
9369727,3981,4.62,0.5353,42.451,5.877,2423.52,0.537,0.3127,0,---
9388493,4310,4.63,0.667,19.69,0.036,11057.26,1.25,0.6743,0,---
9389043,4330,4.6,0.6751,27.071,0.191,4243.02,0.862,0.5565,0,---
9389049,4223,4.59,0.6319,31.832,0.457,1732.8,0.8,0.4948,0,---
9389594,3589,4.88,0.3862,34.316,0.874,3217.07,0.553,0.3824,1,---
9390703,4267,4.63,0.6496,13.017,0.037,4618.29,1.007,0.5544,0,---
9390926,4315,4.58,0.669,14.559,2.855,4464.57,0.656,0.3729,0,---
9390927,4063,4.57,0.5678,12.482,0.009,7799.39,1.076,0.5854,0,---
9391356,4080,4.41,0.5746,15.307,0.042,7921.52,1.135,0.6292,0,---
9395205,3834,4.74,0.478,4.992,0.004,27010.2,1.657,0.7879,1,---
9395840,3306,5.06,0.2882,59.282,0.719,4765.75,0.701,0.3649,1,---
9395986,4265,4.55,0.6488,34.136,1.555,3909.47,0.536,0.3835,0,---
9396153,4313,4.76,0.6682,31.063,0.167,6281.14,0.58,0.3983,0,---
9396164,3648,4.82,0.4078,28.901,0.088,5858.36,1.061,0.6197,1,---
9397642,3957,4.72,0.5259,13.603,0.14,6621.96,1.387,0.7407,1,---
9397683,3946,4.73,0.5216,36.364,0.505,3826.11,0.447,0.3193,1,---
9401571,3998,4.7,0.542,17.91,0.08,2973.77,0.994,0.5691,1,---
9402036,3969,4.71,0.5306,24.225,0.179,9729.47,1.262,0.6555,1,---
9405445,3803,4.75,0.4661,34.664,0.234,9424.03,1.017,0.554,1,---
9406887,3939,4.7,0.5188,41.24,0.95,3222.88,0.468,0.284,1,---
9406987,3767,4.78,0.4524,26.745,0.697,5973.7,0.947,0.5934,1,---
9407162,3437,4.98,0.3323,37.743,0.204,7527.23,1.287,0.634,1,---
9407581,3568,4.89,0.3786,4.281,0.005,24440.65,1.47,0.702,1,---
9410771,4144,4.57,0.6002,33.466,0.262,8477.87,0.906,0.5157,0,---
9410888,3830,4.72,0.4765,19.89,0.021,7213.89,1.269,0.7043,1,---
9412053,4268,4.62,0.65,32.065,0.225,4763.9,0.775,0.4845,0,---
9412659,4035,4.62,0.5567,25.773,0.071,10070.8,1.127,0.6235,0,---
9414077,3829,4.77,0.4761,25.83,0.322,3589.57,0.606,0.3789,1,---
9414088,3915,4.73,0.5094,25.262,0.24,7837.06,0.869,0.5448,1,---
9414097,4045,4.55,0.5606,1.884,0.003,31317.71,1.462,0.7006,0,---
9414701,4110,4.59,0.5866,31.748,0.369,12126.06,1.042,0.5636,0,---
9418093,4368,4.33,0.6904,20.115,0.106,13577.16,0.986,0.5843,0,---
9418133,3473,4.99,0.3448,31.155,0.238,4437.51,0.835,0.5369,1,---
9418527,4225,4.54,0.6327,29.43,0.401,9228.38,0.801,0.519,0,---
9419261,4357,4.67,0.686,36.6,0.729,3764.51,0.497,0.3388,0,---
9419288,3692,4.81,0.4241,20.241,0.092,7422.86,1.077,0.6119,1,---
9419545,3867,4.73,0.4908,40.798,0.479,4461.88,0.835,0.4571,1,---
9425064,4394,4.65,0.7009,14.356,0.098,8356.09,1.076,0.5932,0,---
9425635,3797,4.75,0.4638,14.753,0.218,15403.21,1.466,0.7511,1,---
9425784,4087,4.57,0.5774,22.512,0.042,5155.15,0.859,0.5257,0,---
9426179,4220,4.67,0.6307,35.664,1.118,8305.46,0.646,0.4099,0,---
9426508,3298,5.02,0.2856,40.508,0.295,13957.26,1.147,0.601,1,---
9427368,4367,4.46,0.69,18.288,0.16,12805.94,1.158,0.6737,0,---
9427765,4319,4.5,0.6706,26.879,0.324,8268.89,0.778,0.5082,0,---
9428095,3440,4.89,0.3333,1.338,0.194,3930.03,0.483,0.2749,1,---
9428112,4360,4.61,0.6872,25.509,0.323,6084.38,0.773,0.4919,0,---
9429013,4382,4.59,0.6961,21.86,0.285,5784.12,0.482,0.2741,0,---
9429343,3949,4.69,0.5227,39.616,1.582,5160.21,0.392,0.2559,1,SM1
9446945,3499,4.86,0.354,46.601,0.594,9859.68,0.801,0.4457,1,---
9447076,4203,4.61,0.6239,39.163,0.296,5302.19,0.52,0.3257,0,---
9450275,4229,4.38,0.6343,35.939,0.32,1382.68,0.379,0.272,0,---
9450368,3716,4.78,0.4331,36.813,1.072,5833.39,0.634,0.4168,1,---
9451299,4222,4.49,0.6315,25.109,0.137,12842.03,0.742,0.4701,0,---
9451669,3958,4.71,0.5263,31.589,0.065,13263.61,1.0,0.5587,1,---
9452233,3431,4.9,0.3302,42.144,0.704,3710.63,0.744,0.4491,1,---
9453185,4227,4.63,0.6335,25.878,0.224,4297.44,0.652,0.4141,0,---
9455103,4324,4.47,0.6727,12.653,0.022,10446.67,0.965,0.5311,0,---
9455181,3925,4.72,0.5133,24.664,0.18,3422.98,1.066,0.6312,1,---
9455236,3851,4.77,0.4846,25.306,0.244,7914.27,0.967,0.6012,1,---
9455756,3952,4.74,0.5239,23.727,0.376,3377.38,1.344,0.6681,1,---
9456155,4245,4.52,0.6408,24.413,0.119,5221.93,0.789,0.4955,0,---
9456920,4007,4.51,0.5456,1.777,0.006,33296.44,1.661,0.8014,0,---
9457534,4192,4.66,0.6194,30.88,0.196,12094.5,1.146,0.5889,0,---
9457945,4111,4.51,0.587,35.882,0.314,4289.66,0.453,0.3266,0,---
9458165,4255,4.82,0.6448,38.069,0.339,5684.85,0.611,0.3746,0,---
9462919,3453,5.0,0.3379,35.734,1.45,2368.69,0.613,0.425,1,---
9467342,4081,4.46,0.575,13.242,0.499,1277.0,0.464,0.2575,0,---
9467899,3661,4.91,0.4126,16.479,0.063,7801.06,1.397,0.7419,1,---
9467900,3917,4.71,0.5102,16.033,0.149,3459.33,0.76,0.4366,1,---
9468841,4127,4.48,0.5934,12.332,0.021,10035.87,1.254,0.6716,0,---
9468853,3923,4.7,0.5125,23.921,0.245,3019.81,0.44,0.2573,1,---
9468935,3888,4.73,0.4989,10.993,0.159,22485.91,1.199,0.6267,1,---
9469869,4326,4.44,0.6735,37.51,0.38,3080.01,0.556,0.3548,0,---
9471262,3574,4.85,0.3808,31.288,0.479,6175.4,0.954,0.5837,1,---
9471337,4318,4.68,0.6702,27.865,0.222,9795.34,0.862,0.5473,0,---
9471631,4270,4.53,0.6509,32.043,0.492,3096.13,0.734,0.4727,0,---
9472251,4116,4.58,0.589,14.987,1.004,5673.23,1.129,0.6264,0,---
9472284,4273,4.72,0.6521,26.718,0.226,6862.94,1.014,0.5869,0,---
9472906,3649,4.81,0.4082,33.085,0.053,24543.7,1.393,0.6544,1,---
9472943,4278,4.5,0.6541,19.388,0.048,16065.69,1.26,0.6791,0,---
9473985,3596,4.81,0.3887,20.931,0.042,18586.67,1.415,0.7251,1,---
9474509,4152,4.65,0.6034,42.471,4.394,2869.78,0.462,0.2714,0,---
9474589,3232,4.62,0.2644,22.895,1.039,4608.57,1.287,0.6977,0,---
9479495,4234,4.47,0.6363,33.392,5.023,1376.36,0.401,0.2699,0,---
9479539,3308,5.0,0.2889,1.859,0.006,29514.61,1.147,0.5859,1,---
9480105,4329,4.47,0.6747,39.549,11.629,2422.93,0.398,0.26,0,---
9480244,4153,4.34,0.6038,30.01,0.296,4486.56,0.804,0.5153,0,---
9481758,3736,4.79,0.4406,17.621,0.077,6295.56,1.188,0.6518,1,---
9486863,4063,4.5,0.5678,33.835,0.157,7557.21,0.445,0.3147,0,---
9488191,3770,4.78,0.4535,15.504,0.099,6544.95,0.739,0.4243,1,---
9489512,4107,4.48,0.5854,16.167,0.048,10972.74,1.087,0.6121,0,---
9492074,4259,4.59,0.6464,33.648,0.116,3248.75,0.743,0.4605,0,---
9508099,4367,4.45,0.69,2.526,0.003,44083.98,1.525,0.7318,0,---
9508744,3638,4.84,0.4041,18.594,0.101,5401.88,0.9,0.5163,1,---
9509546,3973,4.72,0.5322,24.821,0.08,4228.12,1.032,0.6221,1,---
9509579,3945,4.73,0.5212,14.614,0.027,10595.26,1.427,0.7417,1,---
9512076,4360,4.65,0.6872,35.769,0.786,4632.89,0.556,0.3719,0,---
9512119,4210,4.49,0.6267,25.435,0.363,5165.28,0.845,0.5412,0,---
9512137,4101,4.66,0.583,13.324,0.065,8049.96,1.254,0.6769,0,---
9512150,4373,4.75,0.6924,20.261,0.035,15739.35,1.384,0.6741,0,---
9512162,3907,4.73,0.5063,19.42,0.13,2309.92,0.715,0.4213,1,---
9512316,4181,4.48,0.615,14.391,0.049,9444.86,0.899,0.5081,0,---
9513738,4324,4.65,0.6727,27.661,0.398,4797.46,0.881,0.5529,0,---
9514298,3884,4.75,0.4973,39.624,0.238,4824.04,0.704,0.4099,1,---
9514852,4089,4.57,0.5782,32.019,0.291,3031.82,0.537,0.3747,0,---
9515011,3976,4.71,0.5334,14.182,0.094,7883.61,0.967,0.5375,1,---
9517693,4064,4.53,0.5682,19.177,3.85,4541.78,0.862,0.5078,0,---
9517951,4312,4.76,0.6678,19.662,0.097,10846.41,1.077,0.6357,0,---
9517997,4207,4.48,0.6255,26.735,0.088,10504.01,1.185,0.6185,0,---
9518295,3677,4.59,0.4185,17.931,0.294,2285.84,0.585,0.3419,0,---
9519275,3579,4.86,0.3826,18.021,0.08,6137.13,0.745,0.4347,1,SM2
9520539,3779,4.77,0.4569,17.146,0.132,2895.89,0.563,0.3261,1,---
9520546,3803,4.76,0.4661,17.115,0.108,4466.95,0.906,0.5149,1,---
9521209,4051,4.5,0.563,43.131,0.696,3036.77,0.623,0.3517,0,---
9527528,4048,4.47,0.5618,33.671,1.878,2421.56,0.469,0.3332,0,---
9529088,4303,4.52,0.6642,13.323,0.214,6525.7,1.248,0.6769,0,---
9529435,3686,4.89,0.4219,33.344,0.227,12819.17,1.06,0.5839,1,---
9529787,4154,4.68,0.6042,31.67,0.165,7343.17,0.732,0.4782,0,---
9530263,4110,4.55,0.5866,8.101,0.005,32701.43,1.515,0.7709,0,---
9530511,3240,5.07,0.2669,45.819,1.1,3755.27,0.879,0.4974,1,---
9530960,4192,4.58,0.6194,24.69,0.21,9648.17,1.135,0.6259,0,---
9530980,4117,4.41,0.5894,32.302,0.898,2830.68,0.417,0.28,0,---
9531117,3793,4.79,0.4623,27.305,0.025,11702.36,1.287,0.6518,1,---
9532489,4316,4.48,0.6694,26.882,0.128,7215.02,0.806,0.5289,0,---
9532708,4289,4.37,0.6585,12.38,0.099,14921.25,0.918,0.5081,0,---
9532760,3583,4.9,0.384,36.646,0.344,2566.07,0.873,0.5196,1,---
9533613,4372,4.57,0.692,29.699,0.458,3985.88,0.422,0.2582,0,---
9534999,3677,4.82,0.4185,31.9,0.269,8454.98,0.901,0.5547,1,---
9535151,4290,4.66,0.6589,13.861,0.016,16280.53,1.466,0.7286,0,---
9535171,4349,4.37,0.6828,5.741,0.005,53078.65,1.723,0.7729,0,---
9536353,4119,4.68,0.5902,43.324,1.261,8029.94,0.782,0.4221,0,---
9539841,4116,4.55,0.589,12.786,0.017,9269.48,1.021,0.5625,0,---
9540122,4194,4.62,0.6202,20.218,0.04,14233.83,1.129,0.6691,0,---
9541573,3539,4.18,0.3682,2.842,0.04,16942.14,0.787,0.4379,0,---
9542147,4061,4.58,0.567,41.605,0.183,5927.68,0.504,0.3007,0,---
9543852,3834,4.81,0.478,29.431,0.235,11382.76,1.058,0.5949,1,---
9551555,4103,4.51,0.5838,37.225,1.07,4469.6,0.675,0.4114,0,---
9569210,3798,4.75,0.4642,20.459,0.063,7896.96,1.032,0.5956,1,---
9570709,4138,4.59,0.5978,15.704,0.059,8694.2,1.145,0.64,0,---
