praesepe_oid,col1,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id
76,75,1635721458409799680,Gaia DR2 664510949126187136,1191640817,2015.5,129.5190974796008,0.11264278494080629,20.659721952057275,0.0705115090678256,5.143951842114146,0.13872328735978665,37.080666,-36.1083440142191,0.22210742763740612,-13.795137620700048,0.1501800141612131,-0.40068936,-0.29700005,-0.32222706,0.36188138,0.055950727,0.30406427,-0.386989,0.5208463,-0.16446964,-0.48787525,192,0,191,1,4.352359,282.3258,0.38340649610698685,3.7825526535381133,31,false,2.0685213,1.2511060749939018,0.019959631267780283,-0.0036101975,22,11,0.22596906,0,28,false,242,3017.3291034630824,4.320372335054725,698.3956,16.98931,26,487.72542208112844,9.908635050383266,49.22226,18.630949,26,4060.5644374487993,17.747463193692194,228.79689,15.740454,1.5073894,0,2.8904953,1.6416397,1.2488556,,,0,,,,NOT_AVAILABLE,204.59339743621393,32.31184580341788,126.57062466889441,2.096701419647987,100001,3937.0574,3463.0,4207.723,0.889,0.4589,1.2691,0.5005,0.2617,0.6421,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664510949126187136,,664510949126187136
77,76,1635721458409799680,Gaia DR2 664302424170984576,56472688,2015.5,129.29770632807893,0.04769843786111634,19.803626586667225,0.030486497834421526,5.303341582507658,0.054512357172083505,97.286964,-35.89259959346781,0.0924491796689875,-12.263127217219456,0.06573251211146047,-0.36278385,-0.48374912,-0.519213,0.18099417,0.15664776,0.23186998,-0.40505087,0.5159928,-0.1021776,-0.475597,185,185,180,5,4.8720236,281.97015,0.0,0.0,31,true,411.83044,1.5822236824263398,0.010391327449809612,-0.07350426,22,10,0.063399196,0,32,false,249,660931.7458525513,371.00989816747006,1781.4397,11.137974,29,346509.4084352902,568.3146477635836,609.71405,11.502101,29,446159.71537456504,388.546225066014,1148.2797,10.638194,1.1993207,0,0.86390686,0.36412716,0.4997797,35.86381171879876,0.6709056980664823,6,5750.0,4.5,0.0,NOT_AVAILABLE,205.45855404262016,31.82343230702295,126.58591886144129,1.215896725420691,100001,5601.0,5474.87,5699.0,0.071,0.017,0.2654,0.046,0.0079,0.1571,200111,1.0296644,0.9945566,1.0776535,0.94004434,0.9270383,0.9530504,http://geadata.esac.esa.int/data-server/datalink/links?ID=664302424170984576,,664302424170984576
78,77,1635721458409799680,Gaia DR2 664499954009909760,1561474431,2015.5,129.69020694771964,0.1517596825966593,20.66215922609626,0.10260377913070164,5.572125347193949,0.22723758378477898,24.521143,-35.681255414746865,0.3255831244553935,-13.450290706364374,0.18643831168874134,-0.20852529,-0.17766371,-0.25967735,0.20561127,-0.104613915,0.029248316,-0.39762095,0.6956225,-0.30799913,-0.33927053,179,0,177,2,5.5553613,296.0223,0.5543815904879653,4.205561274426256,31,false,1.0088236,1.2417878010871841,0.030740021111940664,0.06301005,20,10,0.32159877,0,26,false,230,1758.7558859602286,2.5426237421236775,691.70905,17.575352,24,290.95070899495914,12.477902516865717,23.317278,19.19184,26,2442.636364548442,14.728303792723429,165.84642,16.292273,1.5542731,0,2.8995667,1.6164875,1.2830791,,,0,,,,NOT_AVAILABLE,204.6547466613326,32.46335666556261,126.72497591364429,2.1396855818676483,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664499954009909760,,664499954009909760
79,78,1635721458409799680,Gaia DR2 664444914005442304,306675106,2015.5,129.79217628066218,0.026142265446603925,20.40832422644786,0.018563018724662834,5.498522590347513,0.0392539689155185,140.07558,-36.81047291496411,0.056401689098331105,-13.883327097876291,0.03223647680039422,-0.22476,-0.049436934,-0.18880689,0.12458662,-0.295854,-0.11719792,-0.17154038,0.6640279,-0.2554805,-0.31310853,193,0,192,1,-1.3950416,160.69447,0.0,0.0,31,true,73.52865,1.4385576436928507,0.006047082887198608,0.025606979,22,11,0.062472753,0,29,false,256,58737.35442573252,22.367832842202688,2625.9744,13.76608,27,20315.857524310282,46.865369816631635,433.49402,14.5818,28,55999.06155508848,85.72928872781188,653.20807,12.891468,1.299257,0,1.6903324,0.81572056,0.87461185,,,0,,,,NOT_AVAILABLE,204.97615165329287,32.467199683254655,126.88201346225884,1.9185054443968157,100001,4270.5977,4151.8623,4460.4,0.489,0.3597,0.8035,0.238,0.1354,0.364,200111,0.60402536,0.55371326,0.63906735,0.109335124,0.107548095,0.11112215,http://geadata.esac.esa.int/data-server/datalink/links?ID=664444914005442304,,664444914005442304
80,79,1635721458409799680,Gaia DR2 664292459846946560,1253480169,2015.5,129.6366593712638,0.07054130572254874,19.77372018233687,0.04082703816152408,5.257328187591894,0.10842053561067069,48.49015,-34.40211131510676,0.1451373801891895,-12.81976995520342,0.08016971553289504,-0.44450098,-0.50893664,-0.27376086,0.47553954,0.32844618,0.38807017,-0.39188924,0.7349644,-0.53737056,-0.5472303,200,0,194,6,5.3846803,313.27502,0.25253952261444246,5.940697060004149,31,false,7.72557,1.3301203484375657,0.013341192643849769,-0.06100148,23,11,0.15546419,0,29,false,243,13096.2516846212,7.311493178434428,1791.187,15.395498,26,3263.5909180191784,15.43367195464502,211.45914,16.567148,28,15133.63735243065,26.292774344891388,575.5816,14.312061,1.4047705,1,2.255087,1.1716499,1.083437,,,0,,,,NOT_AVAILABLE,205.62195728097842,32.11222140719727,126.90212559097691,1.26762188876032,100002,3528.3333,3514.0,4007.6035,0.2377,0.0846,0.6486,0.1517,0.0494,0.3613,200111,0.5572876,0.4319655,0.5618431,0.043364253,0.041530814,0.04519769,http://geadata.esac.esa.int/data-server/datalink/links?ID=664292459846946560,,664292459846946560
81,80,1635721458409799680,Gaia DR2 664460685125455360,1002547745,2015.5,130.47337406798272,0.25744514859741324,20.621064957274186,0.17677194004135738,5.658646358372127,0.2785082643755076,20.317696,-37.01048881879156,0.4928044633894099,-14.35480345662512,0.33793898837163644,-0.64888996,-0.540127,-0.6824923,0.6178249,0.5519433,0.6161256,-0.8836032,0.72237015,-0.5250862,-0.59205556,319,0,319,0,2.8863866,391.25647,0.38523700140228656,1.2254157939312909,31,false,0.6232731,1.1995075312700507,0.03254567483512619,0.044215485,36,11,0.5568622,0,43,false,372,973.869870512744,1.3928175364406485,699.2085,18.217113,37,141.6454847160705,6.167078040361999,22.968006,19.973381,38,1424.1589958169045,8.831149367290989,161.26541,16.878023,1.6078169,0,3.095358,1.7562675,1.3390903,,,0,,,,NOT_AVAILABLE,204.99454216787808,33.13955349076939,127.44445339732516,2.2878116160871405,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664460685125455360,,664460685125455360
82,81,1635721458409799680,Gaia DR2 664453778817920256,1357054727,2015.5,129.96352042792535,0.046300303993645875,20.580480145426282,0.02795654741652762,5.474356185695712,0.05707481570533219,95.91544,-35.79424782880526,0.09264164784791096,-13.770259133263348,0.05589770368134505,-0.16472276,-0.11443274,-0.24467224,0.07766114,-0.08242201,0.008676228,-0.1586851,0.5071285,-0.16702086,-0.3144519,183,0,183,0,3.168675,243.90652,0.1628379217455234,2.886805846991126,31,false,13.109019,1.3579543691327953,0.009908700515429653,0.06826833,21,10,0.09399348,0,30,false,245,17036.28591482371,15.289015350145624,1114.2827,15.109928,28,4194.788302475364,25.719638126555893,163.09671,16.294613,29,19901.07220742254,65.4102187893011,304.2502,14.014729,1.4143846,0,2.2798843,1.1846848,1.0951996,,,0,,,,NOT_AVAILABLE,204.84849053640588,32.67654083468353,126.99333443162462,2.125919756010926,100001,3846.69,3476.0,4566.72,0.7613,0.525,1.1563,0.428,0.3336,0.631,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664453778817920256,,664453778817920256
83,82,1635721458409799680,Gaia DR2 664497209527231872,181072172,2015.5,129.69194458283602,0.03926795177606147,20.57671625455086,0.026209870670283335,5.308317594683201,0.052339942361631316,101.42001,-35.63697871163464,0.08163516700056159,-13.509838002464097,0.047392425444142246,-0.15666412,-0.13159753,-0.2877854,0.0816763,-0.18378252,-0.059137497,-0.27395132,0.6005613,-0.1861085,-0.28590515,187,187,185,2,2.310773,226.72153,0.0,0.0,31,true,341.53244,1.556240118483653,0.008908135659992116,0.04414198,21,11,0.052787222,0,28,false,248,254409.11562518295,99.3029895818063,2561.9482,12.174534,27,119774.2949565067,159.2950103250564,751.90234,12.655479,28,191165.30575322383,171.2534342814366,1116.2714,11.558397,1.222203,0,1.0970821,0.4809456,0.61613655,36.04159653582826,1.4978403924827168,7,5000.0,4.5,0.0,NOT_AVAILABLE,204.75068787712004,32.43599932755247,126.7482849085979,2.0574629225636545,100001,5020.78,4983.573,5804.0,0.0103,0.008,0.2816,0.008,0.0034,0.12,200111,0.8274497,0.6191974,0.839851,0.39197883,0.38672665,0.397231,http://geadata.esac.esa.int/data-server/datalink/links?ID=664497209527231872,,664497209527231872
84,83,1635721458409799680,Gaia DR2 664463502623929088,1193407011,2015.5,130.43374849477047,0.09046261601632348,20.60440860432122,0.056786922073956136,5.324043071517163,0.1035371048718996,51.421597,-35.975432686211455,0.17220875993344764,-13.590760120895677,0.1118736232705544,-0.42238978,-0.3388586,-0.42544052,0.3926274,0.32313868,0.41692588,-0.7466557,0.57458436,-0.27882367,-0.40735507,331,0,331,0,2.6428525,397.48557,0.21012283991098502,1.6995283383586632,31,false,2.9034095,1.301622315772639,0.013244065420802859,0.06401431,37,12,0.17951338,0,43,false,384,3371.803413754244,4.380841077519162,769.67035,16.86871,38,568.3823501704092,7.369294012476965,77.12846,18.464787,38,4538.1904632102605,14.92417424148949,304.0832,15.619713,1.514493,0,2.8450737,1.596077,1.2489967,,,0,,,,NOT_AVAILABLE,204.99837883306816,33.09902341224324,127.41290052416127,2.262140663628087,100001,3526.6099,3197.0,4048.72,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664463502623929088,,664463502623929088
85,84,1635721458409799680,Gaia DR2 664313384927507968,745049468,2015.5,129.28173273685155,0.17128993820664629,19.957569051106713,0.1007048910035848,5.2651868177246675,0.20805450051563615,25.306767,-34.89767299767849,0.31589855374114145,-12.845241656319928,0.21179625750567493,-0.2412949,-0.4753405,-0.31159252,0.054995123,0.16862306,0.108260415,-0.26235333,0.49126425,-0.13768475,-0.38035247,168,0,166,2,4.085296,245.11403,0.5872824286058612,4.519854751715384,31,false,0.9840028,1.248699976728783,0.03625178490427018,-3.7098536E-4,19,9,0.31047422,0,26,false,224,1697.2469662087296,2.478605919540412,684.7587,17.614002,20,331.14391049084566,25.643828538493928,12.913201,19.051346,19,2411.444263406889,17.794267749713175,135.51804,16.306227,1.615904,0,2.745119,1.4373436,1.3077755,,,0,,,,NOT_AVAILABLE,205.28242240671557,31.862634661621083,126.53258209247987,1.3610881860999737,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664313384927507968,,664313384927507968
86,85,1635721458409799680,Gaia DR2 664379974100333568,174523824,2015.5,129.09073111686013,0.08510838373328442,20.20541276648628,0.047378805338337666,5.338983761465169,0.12841531994900057,41.57591,-35.25800485990828,0.1707532867696982,-12.573995385157689,0.09112473317521472,-0.5033449,-0.61846375,-0.49633622,0.34235224,0.409407,0.38235605,-0.38045922,0.74778444,-0.42364338,-0.56850415,170,0,167,3,4.111391,246.96194,0.26399385599222275,4.912085225268304,31,false,6.3494577,1.3181253406267979,0.014628260574276712,-0.04221009,19,9,0.18529968,0,26,false,220,9563.414840221989,10.32038015671309,926.6533,15.736834,26,2091.090694031717,18.221431518030062,114.75996,17.050455,25,11731.513731784471,33.60620966764487,349.08768,14.588535,1.4453628,0,2.4619198,1.3136215,1.1482983,,,0,,,,NOT_AVAILABLE,204.9358592247432,31.779615516064922,126.29656660452842,1.5558699462852226,100001,3544.0,3353.5,4231.495,0.638,0.307,0.891,0.351,0.1727,0.429,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664379974100333568,,664379974100333568
87,86,1635721458409799680,Gaia DR2 664292322407994624,1593432921,2015.5,129.61539892304302,0.1496031256446574,19.765411750867013,0.08971434566518834,5.098490266205426,0.23140329380179764,22.03292,-36.138243824993054,0.3106538993422807,-12.22740734324375,0.1751677184377917,-0.4410664,-0.4894662,-0.25178853,0.44872555,0.3088078,0.36456537,-0.30556536,0.7337985,-0.51414895,-0.53351325,172,0,170,2,28.251423,1391.4348,0.7630875516450254,60.97302420046452,31,false,1.5570694,1.3574716221524443,0.02827325058273009,-0.07312974,20,11,0.32512385,0,26,false,225,15630.991152832925,18.957136012743877,824.54395,15.2034,25,3812.666023405034,17.34788676308983,219.77698,16.398315,26,18259.740656121172,40.347535151080564,452.5615,14.108184,1.4120926,1,2.2901316,1.1949158,1.0952158,,,0,,,,NOT_AVAILABLE,205.62297338910423,32.09057460685698,126.88487719828012,1.2545084639122266,100002,3485.0,3438.0,3849.0273,1.182,0.7434,1.7121,0.568,0.3619,0.8163,200111,0.6545007,0.53655434,0.6725181,0.056928027,0.051730298,0.062125757,http://geadata.esac.esa.int/data-server/datalink/links?ID=664292322407994624,,664292322407994624
88,87,1635721458409799680,Gaia DR2 664464808293984000,836436652,2015.5,130.4165500451054,0.06431519631714838,20.672141222866763,0.037901795930707645,5.182855385882038,0.0762859184592595,67.93987,-35.897307916327165,0.12837029506475015,-13.685793803385343,0.07120440633032211,-0.6447168,-0.61232257,-0.7198215,0.5900994,0.5687545,0.64487785,-0.8438735,0.782013,-0.4843418,-0.6000083,313,313,309,4,10.121877,627.0331,0.0,0.0,31,true,248.52907,1.6560829361215013,0.007813342134034819,0.071420535,35,11,0.087678395,0,44,false,377,2925655.708584025,625.6877241186711,4675.904,9.522808,41,1732051.743809075,1094.1239476252829,1583.049,9.754986,42,1715305.8122001837,951.8017619073056,1802.1671,9.176066,1.1783196,0,0.5789194,0.23217773,0.34674168,34.996484188522494,0.5221515992394965,7,6750.0,4.5,0.0,NOT_AVAILABLE,204.91576881526575,33.10663053673495,127.3798398855441,2.323422727981629,100001,6527.9253,6421.77,6722.0,0.655,0.2946,0.932,0.3302,0.1627,0.4703,200111,1.6046875,1.5133654,1.6581787,4.2128534,4.135103,4.2906036,http://geadata.esac.esa.int/data-server/datalink/links?ID=664464808293984000,,664464808293984000
89,88,1635721458409799680,Gaia DR2 664495457180572288,524814460,2015.5,129.76625810347554,0.07414041338915313,20.567254441330107,0.04768960239548606,5.753029431769185,0.11725165592575489,49.065655,-37.425195290417975,0.16438949939498657,-14.266017537900456,0.08558999844526934,-0.26370832,0.14476293,0.069130644,0.21123813,-0.2225863,-0.0039590243,-0.19980608,0.7165855,-0.19993587,-0.32413864,182,0,182,0,6.947198,341.49234,0.3270697153111327,6.954194077870139,31,false,4.5401773,1.3036020990563273,0.015503585338997665,0.07097481,21,10,0.16319406,0,28,false,245,7912.072551565207,6.553205928867183,1207.359,15.94264,27,1560.2642966512951,16.723436848731787,93.298065,17.368393,27,10011.745136364527,21.92060938471266,456.7275,14.760646,1.4625763,0,2.607747,1.4257526,1.1819944,,,0,,,,NOT_AVAILABLE,204.78915200912274,32.49826501163326,126.8180226596871,2.0660127311578242,100001,3666.775,3238.0,4103.55,0.647,0.401,0.9351,0.3563,0.3147,0.4628,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664495457180572288,,664495457180572288
90,89,1635721458409799680,Gaia DR2 664401960036152960,269245215,2015.5,129.53351784023096,0.05072340123116772,20.43948122102108,0.0322454416358299,5.352046844158329,0.07614164721997609,70.290665,-35.88252361905924,0.1156685124798726,-13.465363748083659,0.0646060785197616,-0.35283956,-0.24094172,-0.37434262,0.314983,0.2056397,0.32730862,-0.4747301,0.73115087,-0.26469424,-0.4431264,179,179,169,10,4.6133647,261.63226,0.0,0.0,31,true,419.29263,1.5738127842379723,0.011610050328400876,0.042558808,20,10,0.0724674,0,28,false,242,465257.04661624273,321.45829013375686,1447.3325,11.519134,27,234054.7466481248,414.1094633837383,565.2002,11.928095,28,326213.73291651456,332.80900242466885,980.18304,10.978165,1.2042128,1,0.9499302,0.4089613,0.5409689,33.40528646436668,0.8930305004962344,8,5500.0,5.0,0.25,NOT_AVAILABLE,204.84387596397065,32.249845339326,126.63951820770029,1.8870642953250352,100002,5357.3667,5251.407,5626.3574,0.0315,0.0086,0.2311,0.0293,0.0036,0.1146,200111,0.94780415,0.85934335,0.98643833,0.6667107,0.65480566,0.6786157,http://geadata.esac.esa.int/data-server/datalink/links?ID=664401960036152960,,664401960036152960
91,90,1635721458409799680,Gaia DR2 664356502102864512,1225813502,2015.5,129.00655027565946,0.26828419747702714,19.958660347948328,0.19845630465045822,5.1924508648686345,0.37837252301731905,13.723118,-36.093302755977476,0.533801217433104,-13.615326834525444,0.34994551961303966,-0.41060787,0.0314252,-0.19975652,0.2751044,-0.29515955,0.069144405,-0.4431157,0.5566397,-0.08196316,-0.44257823,160,0,160,0,1.1707406,175.8142,0.0,0.0,31,false,0.3721886,1.0819442300053321,0.049356527279593124,-0.03583717,18,10,0.52359915,0,24,false,212,667.941356210677,2.0059933327943225,332.97287,18.62652,20,155.30530278774017,23.42313488800082,6.6304235,19.873423,21,1052.345205679806,21.400141825699027,49.174683,17.206524,1.8080188,0,2.6668987,1.2469025,1.4199963,,,0,,,,NOT_AVAILABLE,205.1760459114907,31.6203127881909,126.28187685080303,1.2971770480617246,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664356502102864512,,664356502102864512
92,91,1635721458409799680,Gaia DR2 664380695654828160,398629928,2015.5,129.17143133541234,0.12050525168912,20.27770310464292,0.06916578251310851,5.302751236813709,0.1851941655286998,28.633469,-35.285310630105855,0.2532289404249819,-13.775752117337056,0.1375231809693848,-0.47103864,-0.5933729,-0.5249157,0.4337419,0.432057,0.44316873,-0.4961147,0.78707427,-0.5007574,-0.5555643,174,0,173,1,1.7724537,201.87456,0.2040323636796164,1.0666609077347609,31,false,2.7169783,1.2912215364066182,0.021533366702348216,0.008603575,20,10,0.27328697,0,25,false,218,2988.093778765182,3.768162584272985,792.9843,16.99988,22,524.3315172389251,8.721147795802304,60.12185,18.552374,21,3998.793746304977,21.980671123309666,181.92319,15.757097,1.513716,0,2.7952766,1.552494,1.2427826,,,0,,,,NOT_AVAILABLE,204.88651873786617,31.875539649790053,126.35172340415329,1.644858484973707,100001,3922.655,3559.55,4286.8433,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664380695654828160,,664380695654828160
93,92,1635721458409799680,Gaia DR2 664353860699329920,1459744696,2015.5,129.07964941493762,0.09708217493329499,19.898515569958423,0.057926852141252975,5.065179796956565,0.12558597969022536,40.332367,-35.44971643111785,0.18012455569302932,-12.006444995545289,0.11326088530886767,-0.27956262,-0.4462956,-0.17219001,0.1282078,-0.09011482,-0.024914328,-0.15603673,0.46295252,-0.25042588,-0.4203165,161,0,160,1,6.20983,291.0424,0.3440764076330649,5.39912236732253,31,false,3.485701,1.268154266403653,0.016814206899570937,-0.05292496,18,10,0.1772513,0,25,false,223,5760.086772856527,7.505869384429432,767.411,16.287292,21,1122.4072059191508,16.322829195938677,68.76303,17.726011,21,7391.5619282540065,19.08989155190401,387.1977,15.090079,1.4780973,0,2.635932,1.4387188,1.1972132,,,0,,,,NOT_AVAILABLE,205.27027595274276,31.663953662456525,126.36349937044368,1.2561751542947515,100001,3522.6667,3221.25,4072.64,0.6873,0.4367,0.9521,0.381,0.2103,0.539,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664353860699329920,,664353860699329920
94,93,1635721458409799680,Gaia DR2 664316546023530368,616241907,2015.5,129.73098312004134,0.15740351235099448,19.842529303752926,0.09322056495614268,5.182243460477772,0.23370370372644442,22.174417,-35.150843891638615,0.3188666792149953,-13.177549962539473,0.18926968319978363,-0.38530764,-0.50776726,-0.32180715,0.5097091,0.38510782,0.42914337,-0.5138038,0.73582524,-0.57423705,-0.4876,204,0,204,0,5.2307343,321.73676,0.5138673596604665,4.502454776706311,31,false,1.1893231,1.2141674833917258,0.028563241455309477,0.032202266,23,10,0.33752835,0,29,false,256,1885.2992345728446,2.4965674919159433,755.15656,17.499914,27,300.8615324527489,11.526950416344446,26.100704,19.155472,27,2648.0218954975626,13.172368188216305,201.02853,16.204617,1.564146,0,2.9508553,1.6555576,1.2952976,,,0,,,,NOT_AVAILABLE,205.5819673967504,32.21929166643902,126.97049227056452,1.3567198105887694,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664316546023530368,,664316546023530368
95,94,1635721458409799680,Gaia DR2 664380867453522432,1607321725,2015.5,129.14529775202487,0.062320131890803654,20.275133853600497,0.03695213614907161,5.429668072222669,0.08414996392720928,64.52371,-35.60926680836206,0.12419292065182724,-14.321254249414725,0.07819825175591621,-0.35564473,-0.41756225,-0.23100577,0.12718885,0.21242885,0.19226722,-0.1491886,0.55598307,-0.14040813,-0.46303296,185,0,184,1,3.3791304,250.01666,0.1975874929705812,2.9408807181578935,31,false,7.7077928,1.325527246979641,0.012006322163851295,-0.010643014,21,10,0.12680632,0,28,false,242,9459.287987680302,6.660257602730961,1420.2585,15.748719,27,2039.057678599887,16.180838376246303,126.016815,17.077814,27,11623.509415532088,23.435802238467883,495.97232,14.598577,1.4443547,0,2.4792376,1.3290949,1.1501427,,,0,,,,NOT_AVAILABLE,204.87946835429423,31.851629650320486,126.32863201314629,1.6362116230932933,100001,3620.5,3352.0,4379.44,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664380867453522432,,664380867453522432
96,95,1635721458409799680,Gaia DR2 664297064051880832,1526623811,2015.5,129.6233086098588,0.030298467394648393,19.86242789178215,0.02133425419962049,5.238168355001592,0.06308515694570713,83.033295,-35.771212117204286,0.0890058366360777,-12.339720196949093,0.040290602272993685,-0.4293789,-0.39688933,-0.41239783,0.4260015,0.5049519,0.5374306,-0.60960346,0.8796729,-0.591056,-0.61343443,203,0,203,0,-4.126692,126.21531,0.0,0.0,31,false,93.82769,1.4458217936643214,0.0064845011818078484,0.025174346,23,10,0.098845065,0,30,false,266,73283.31538889704,28.49243309072767,2572.0273,13.525853,27,27186.70494392722,59.415179367861406,457.57172,14.265497,24,66869.40423262116,104.44653538159766,640.22614,12.698852,1.2834587,1,1.5666456,0.73964405,0.8270016,37.17127689983094,2.286948637127428,5,4500.0,3.0,0.0,NOT_AVAILABLE,205.51855496393517,32.131133899299854,126.86745550528731,1.3502380194624424,100002,4281.8804,4168.2803,4422.0,0.5005,0.1439,0.7743,0.258,0.1027,0.4024,200111,0.7024645,0.65865195,0.7412755,0.14944507,0.14560464,0.1532855,http://geadata.esac.esa.int/data-server/datalink/links?ID=664297064051880832,,664297064051880832
97,96,1635721458409799680,Gaia DR2 664353379662996224,988329964,2015.5,129.01829419744328,0.038621634603550094,19.920225008605755,0.02591662760726411,5.320945790361482,0.0727344438381942,73.15579,-35.55885182562065,0.0982519420311174,-13.874110037582323,0.04794689886447675,-0.4592753,-0.062542476,-0.2292549,0.3203516,-0.13034047,0.067600965,-0.3884389,0.80631703,-0.3339312,-0.49279213,152,0,151,1,2.0806282,183.7397,0.009230207454287934,0.014633355673514339,31,true,52.53658,1.412423287899773,0.008065127975075569,-0.038269244,17,10,0.10442692,0,24,false,210,43622.788247246244,14.669912643357849,2973.6228,14.089082,23,14376.88955363395,39.997833337599836,359.4417,14.957226,24,44060.55940013865,74.49428131795453,591.4623,13.151795,1.3396083,0,1.8054304,0.86814404,0.9372864,,,0,,,,NOT_AVAILABLE,205.22287826981045,31.61736052625501,126.30219643214315,1.262731791682816,100001,3952.25,3900.0,4230.4,,,,,,,200111,0.6901539,0.6023819,0.70877033,0.10470423,0.10169262,0.107715845,http://geadata.esac.esa.int/data-server/datalink/links?ID=664353379662996224,,664353379662996224
98,97,1635721458409799680,Gaia DR2 664352245791631488,1633564118,2015.5,129.04744807139807,0.0443818751288872,19.87779893544406,0.028999950375665735,5.4184174975374395,0.05554412489160511,97.55159,-35.77224651918877,0.08178540084791144,-13.435075349482366,0.051647966630747486,-0.40193346,-0.40279627,-0.4284459,0.45433098,-0.12112859,0.21988958,-0.48919177,0.5251886,-0.30677626,-0.46126053,179,0,178,1,0.70355207,185.71976,0.04830377618225554,0.3084335271189102,31,false,25.71783,1.386277658316119,0.007768368942489272,-0.048905574,20,11,0.09039766,0,26,false,230,22680.04462416178,8.794032770797882,2579.0266,14.799256,26,6495.686937568341,24.733037060652414,262.632,15.819825,25,24312.999439376505,47.8448827427456,508.163,13.797323,1.358405,0,2.022502,1.0205688,1.0019331,,,0,,,,NOT_AVAILABLE,205.28077224079172,31.62836908274764,126.33937445920215,1.228527941116475,100001,3687.0,3587.25,3907.685,0.458,0.3849,0.8386,0.2432,0.1989,0.438,200111,0.6147734,0.5472959,0.6494385,0.062924154,0.061526883,0.06432143,http://geadata.esac.esa.int/data-server/datalink/links?ID=664352245791631488,,664352245791631488
99,98,1635721458409799680,Gaia DR2 664477968073854720,159322330,2015.5,130.30837654065346,0.08154768045579891,20.7415294092049,0.04897921948818783,5.474778125275375,0.10828831150381149,50.557423,-36.52862882606971,0.16115627787722228,-14.450258682732482,0.09947232130528695,-0.4241113,-0.31260884,-0.23783791,0.34630588,0.15249391,0.3246431,-0.65135264,0.61518884,-0.124306686,-0.37284994,248,0,247,1,8.073645,465.5879,0.31366743621175225,7.071038642852079,31,false,4.3992743,1.2782270521574604,0.012885097728886147,0.017646639,28,12,0.16249837,0,33,false,274,7213.798231939409,5.002716565233242,1441.9762,16.042955,27,1205.7265432328386,15.667535648451882,76.957,17.648266,30,9727.089601520189,21.796056001310113,446.2775,14.791963,1.5155423,0,2.8563032,1.6053104,1.2509928,,,0,,,,NOT_AVAILABLE,204.7972487983436,33.03459665161931,127.26408829032916,2.364376877717365,100001,3613.77,3197.0,4132.9937,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664477968073854720,,664477968073854720
