praesepe_oid,col1,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id
406,405,1635721458409799680,Gaia DR2 661310756111835392,267827743,2015.5,130.05589533366575,0.039141693031915,19.778751895941074,0.027735970518432698,5.286158252785524,0.057261608553929165,92.315926,-34.959111928060935,0.08626598893323323,-13.24541112354711,0.051666771575690745,-0.38243285,-0.20081572,-0.2832079,0.19025795,0.0864613,0.15889776,-0.20959596,0.6705922,-0.31111568,-0.4561713,188,144,184,4,4.5736175,279.33344,0.0,0.0,31,true,182.62108,1.5003266047178385,0.00856495002070679,-0.07352177,22,12,0.061851885,0,27,false,219,136999.5652221711,75.98931454849378,1802.8794,12.846568,24,57991.018633152984,168.62247717027222,343.91037,13.4429865,23,113204.61494754793,173.53768612958706,652.3345,12.127259,1.2496071,0,1.3157272,0.5964184,0.71930885,34.60486017796529,1.6616148720518389,11,4500.0,3.0,0.0,NOT_AVAILABLE,205.7778460722033,32.484108821544254,127.28241836354553,1.373061689251525,100001,4946.94,4708.22,5037.0,0.342,0.112,0.5233,0.156,0.023,0.2093,200111,0.6332247,0.61078346,0.6990651,0.21635005,0.21295416,0.21974593,http://geadata.esac.esa.int/data-server/datalink/links?ID=661310756111835392,,661310756111835392
407,406,1635721458409799680,Gaia DR2 661292511090872960,1052905462,2015.5,130.1768415850325,0.04505857532762264,19.565950469664948,0.027655179171424262,5.434498925342303,0.05944752601971043,91.41674,-35.67139345280167,0.09575102930364543,-13.218660347104546,0.05317239449045584,-0.26784652,-0.19304153,-0.37171298,0.17271636,0.2676377,0.24963449,-0.44231442,0.6032918,-0.3193495,-0.31371063,255,255,234,21,13.065988,636.5603,0.06837786643887946,1.8800453677648263,31,true,126.653496,1.6071093057760801,0.009089824888325045,0.08412789,29,12,0.06085424,0,31,false,261,642692.8571202257,722.336470050924,889.7417,11.168357,26,333544.53286409046,487.0004265105696,684.89575,11.543504,26,432796.4543532081,487.32645828400746,888.10376,10.67121,1.1923907,0,0.8722935,0.37514687,0.4971466,34.67015606933471,0.30165474716599044,10,5750.0,4.5,0.25,NOT_AVAILABLE,206.06131920397019,32.51722800922179,127.44709623612428,1.1965694021879267,100001,5708.6665,5604.0,5800.0,0.1077,0.0295,0.2091,0.051,0.0217,0.105,200111,0.94985634,0.9201768,0.98566884,0.8632752,0.8507906,0.8757597,http://geadata.esac.esa.int/data-server/datalink/links?ID=661292511090872960,,661292511090872960
408,407,1635721458409799680,Gaia DR2 661298833282624000,387161642,2015.5,130.05727677424738,0.046317559230481996,19.748837528770274,0.03335919211960084,5.5021138114810215,0.060040267069842675,91.640396,-35.833594284385576,0.09376237438924949,-12.579129944537735,0.061997695633170355,-0.460445,-0.05878146,-0.29348516,0.3385443,-0.013893314,0.23867382,-0.46010736,0.5833838,-0.26384598,-0.42129368,189,0,189,0,3.1094646,249.51025,0.12905084499301858,1.7415217056444372,31,false,14.279724,1.3306604841973368,0.009100997979538665,-0.047544397,22,12,0.099594146,0,26,false,225,15745.0527675257,11.363165074514097,1385.6221,15.195505,23,4078.711380159976,30.77116272787167,132.5498,16.32508,24,18068.147825128748,30.724072043194106,588.0779,14.119636,1.4065917,1,2.2054453,1.1295757,1.0758696,,,0,,,,NOT_AVAILABLE,205.81165424808043,32.47498913564271,127.2913374387567,1.3444775264124074,100002,4034.4,3542.0,4880.46,0.221,0.0925,0.4375,0.122,0.0504,0.21,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661298833282624000,,661298833282624000
409,408,1635721458409799680,Gaia DR2 661314570042801280,1150357504,2015.5,129.904627789695,0.03410763278333149,19.81604544680562,0.025426293153712892,5.363246605021471,0.05051207036074601,106.17753,-35.59249275187548,0.07366847026145101,-13.968339277096957,0.047688355214289394,-0.47170758,-0.16720536,-0.191831,0.25400043,-0.092363074,0.090791665,-0.31617936,0.6614705,-0.25131795,-0.49499905,177,0,177,0,0.09438755,173.08624,0.0,0.0,31,true,38.7775,1.402099136099367,0.008213331235577883,-0.11769122,20,12,0.080858186,0,26,false,220,29942.76914840266,16.79104964380388,1783.2577,14.497636,22,8980.974396381576,51.42746660636479,174.6338,15.46808,22,31351.21356564583,46.960677471913556,667.60565,13.521284,1.3469759,1,1.9467955,0.9704437,0.97635174,,,0,,,,NOT_AVAILABLE,205.67813336030167,32.36342932714846,127.13524459202266,1.3727293512217498,100002,3775.6667,3714.6667,3829.0,0.319,0.0295,0.7581,0.113,0.0162,0.3568,200111,0.65989476,0.64163977,0.68174547,0.07972944,0.07808126,0.08137762,http://geadata.esac.esa.int/data-server/datalink/links?ID=661314570042801280,,661314570042801280
410,409,1635721458409799680,Gaia DR2 661243273585807872,1549138519,2015.5,130.09448789172427,0.03837053699691091,19.464710489856884,0.032173245524498455,5.213290768964899,0.05319158281373091,98.0097,-35.5362803635321,0.08279160701472145,-12.765788636849177,0.058964760013892246,-0.54944426,-0.05655782,-0.18643644,0.35470518,0.058485817,0.26339284,-0.48487493,0.6553175,-0.26806003,-0.48102534,226,226,222,4,8.190718,435.2063,0.0,0.0,31,true,311.71005,1.617603096771565,0.006990006383341308,-0.13252503,26,12,0.05686351,0,30,false,256,1141090.8254486872,467.1325574763581,2442.7559,10.545065,28,630699.1475617416,1065.8552619206735,591.7306,10.851832,29,730862.3863263929,789.3477994612513,925.9067,10.102331,1.1932105,0,0.7495012,0.30676746,0.44273376,36.75614649416246,0.49013725718248746,8,5500.0,3.5,0.0,NOT_AVAILABLE,206.14180710100717,32.409232785219565,127.39802372467732,1.078808433116647,100001,6071.825,5997.5,6784.3203,0.087,0.035,0.2301,0.046,0.018,0.1041,200111,1.1558564,0.92582667,1.1846823,1.6359855,1.6133919,1.6585791,http://geadata.esac.esa.int/data-server/datalink/links?ID=661243273585807872,,661243273585807872
411,410,1635721458409799680,Gaia DR2 661219290488437632,1247998607,2015.5,130.01718858221736,0.09925442113229938,19.413901680034957,0.07846273375409596,5.4586919929244795,0.15817454901367903,34.51056,-36.56202492368401,0.23405240936961202,-14.084785537397863,0.14105518546686052,-0.541301,-0.34430763,-0.4021408,0.5219935,0.3498463,0.48780376,-0.6003612,0.79849756,-0.52885556,-0.59903,168,0,168,0,3.1351416,225.58311,0.251411167320128,1.8377894517817375,31,false,2.9705215,1.2539426677047398,0.017373643259932136,-0.09872345,19,11,0.25167093,0,23,false,203,3499.134958392593,6.857969842893259,510.22897,16.828465,20,613.882458895335,13.63249270950987,45.03083,18.381176,22,4757.346833544575,22.22826112242907,214.02245,15.568508,1.5350163,0,2.8126678,1.5527115,1.2599564,,,0,,,,NOT_AVAILABLE,206.16808129026597,32.323195585094375,127.34055921428157,1.011030651400393,100001,3904.36,3426.57,4260.5723,0.4488,0.4149,0.871,0.265,0.244,0.4971,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661219290488437632,,661219290488437632
412,411,1635721458409799680,Gaia DR2 661210666194127360,1359291534,2015.5,129.90162922771256,0.04800161719830636,19.260442114876497,0.03901364108104555,5.538927832829525,0.04761992787228061,116.31534,-36.82619535647889,0.1035660787319254,-13.423908078386024,0.07693721683984825,-0.8221806,-0.4874577,-0.7412378,0.7695504,0.53611165,0.78561306,-0.8445063,0.69808406,-0.5114029,-0.81608003,186,0,185,1,-0.62414074,167.77863,0.0,0.0,31,true,73.17715,1.4419087392995633,0.005779138888037167,-0.10582724,21,10,0.1350053,0,27,false,222,57107.703002682414,15.864821592236758,3599.6436,13.796629,25,19784.448553065035,40.42679576337528,489.38947,14.610579,24,54578.812340576595,40.34713778089205,1352.7307,12.91936,1.3021581,0,1.6912184,0.8139496,0.8772688,,,0,,,,NOT_AVAILABLE,206.2929269486431,32.167342554338646,127.27433910348823,0.8348045550140323,100001,4232.0,4087.08,4355.157,0.681,0.4059,0.946,0.3228,0.208,0.42,200111,0.60819745,0.574286,0.6520931,0.10689724,0.104862675,0.10893181,http://geadata.esac.esa.int/data-server/datalink/links?ID=661210666194127360,,661210666194127360
413,412,1635721458409799680,Gaia DR2 661066664527946112,217147468,2015.5,131.28544552002685,0.38549406514875545,19.152228847479545,0.2220606431306678,4.976535653296102,0.4177433513042049,11.912902,-36.23880955307554,0.40908490227880073,-10.43903561124429,0.321624599589466,-0.7278109,0.7680282,-0.10691291,0.54367924,-0.43398494,0.28220782,-0.84154534,0.3744054,0.19617052,-0.35538778,121,0,121,0,3.9154167,185.52876,0.3289470021184469,1.3133237197651377,31,false,1.2861454,1.2552606497739212,0.028746151424021038,0.0070322664,14,7,0.51675904,0,18,true,157,1618.7610878170337,2.4379610755585968,663.9815,17.66541,14,265.01995748805086,10.222552491014644,25.925028,19.293192,15,2293.013430533025,15.56803727256367,147.28983,16.360903,1.5802414,0,2.9322891,1.6277828,1.3045063,,,0,,,,NOT_AVAILABLE,206.95743539517767,33.3535819502251,128.56477739500116,1.0685550781711888,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661066664527946112,,661066664527946112
414,413,1635721458409799680,Gaia DR2 661219840244243200,859195630,2015.5,130.06443261358865,0.07672052678011124,19.458548270609562,0.0570100956398556,5.6084415550350775,0.11279531787122062,49.72229,-35.4266636197219,0.16863450562987975,-14.299756378389423,0.10679758159115225,-0.6144866,-0.34630904,-0.40789425,0.5119929,0.28641218,0.44355506,-0.54311854,0.7548419,-0.4740967,-0.6083584,189,9,189,0,22.420364,1034.1398,0.40125334350888725,38.37220057064105,31,false,5.8019586,1.459200950746331,0.013739138878292098,-0.11149384,22,11,0.17727722,0,25,false,215,82679.98694303405,38.19285875147647,2164.8022,13.394865,24,30052.889334124215,61.12364906998044,491.67368,14.1566725,21,77015.04498709261,60.56716962387471,1271.5642,12.545481,1.294968,1,1.6111917,0.76180744,0.8493843,,,0,,,,NOT_AVAILABLE,206.13695006666413,32.380523913433734,127.37220507986424,1.065592917764968,100002,4314.0,4152.654,4577.355,0.6642,0.4219,0.9102,0.3403,0.205,0.454,200111,0.681063,0.60494846,0.73501486,0.14474042,0.13899213,0.1504887,http://geadata.esac.esa.int/data-server/datalink/links?ID=661219840244243200,,661219840244243200
415,414,1635721458409799680,Gaia DR2 661269043386545536,447542961,2015.5,129.86893372449123,0.05127382652157928,19.473596188208052,0.03279987779175303,5.416421187196803,0.0726240616147328,74.581635,-35.92437905935077,0.10690641079767568,-12.570661578210318,0.06361321401377043,-0.42269668,-0.42635766,-0.3691117,0.45874432,0.28727582,0.36713815,-0.465368,0.67939013,-0.5255823,-0.44138774,199,199,188,11,7.128794,355.0291,0.0,0.0,31,true,419.30518,1.5770778135676848,0.010574461416852464,-0.028238762,23,11,0.069158055,0,30,false,246,531188.3478921875,484.09194689667663,1097.2881,11.375244,25,248917.45820691844,339.00604782226924,734.2567,11.86125,24,394982.12533289206,390.4363077402278,1011.64294,10.770476,1.2121869,0,1.0907736,0.48600578,0.6047678,35.264699016589674,4.05061738625343,6,5500.0,4.5,0.0,NOT_AVAILABLE,206.04422193698736,32.213018742343635,127.19012546403651,1.033036866678886,100001,5060.6875,4986.4004,5121.0,0.5827,0.3549,0.7352,0.2845,0.162,0.3638,200111,1.1486776,1.1217798,1.1831584,0.7797027,0.7664588,0.79294664,http://geadata.esac.esa.int/data-server/datalink/links?ID=661269043386545536,,661269043386545536
416,415,1635721458409799680,Gaia DR2 660992344414836992,940826758,2015.5,130.22175188137197,0.17188727370776014,18.748256752643282,0.10036097080611205,5.314514421145764,0.25964937677201544,20.468042,-36.6467974039214,0.3624962526601614,-12.739874335396948,0.18832107460477696,-0.49704304,-0.47302774,-0.3863728,0.35735768,0.42734268,0.41178647,-0.50663716,0.72498024,-0.4289377,-0.49957913,232,0,231,1,4.190962,326.4708,0.5022738629586798,3.3292544672242252,31,false,0.9425412,1.255485351692787,0.030088188438053227,-0.009484121,26,12,0.37471777,0,28,false,246,1459.4054973933828,1.9695725098384422,740.97577,17.777925,26,225.0035452625421,11.178001375887561,20.129139,19.470915,26,2096.6671428782684,14.839132204969362,141.2931,16.458096,1.5908332,0,3.0128193,1.6929893,1.31983,,,0,,,,NOT_AVAILABLE,206.98564951133213,32.26972592778216,127.69808445700548,0.4171843342399245,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=660992344414836992,,660992344414836992
417,416,1635721458409799680,Gaia DR2 661267325402674048,8886581,2015.5,129.97652873245897,0.18120939244958398,19.460273997452433,0.15665350505823453,5.677665725307879,0.22821132400470726,24.878983,-37.19485554354541,0.42615822402912806,-13.481778262915057,0.2935877243219515,-0.79162455,-0.42012212,-0.64170206,0.77564096,0.6021465,0.7950524,-0.87621915,0.8161192,-0.6087472,-0.7940194,186,0,186,0,2.5751507,233.75798,0.2929517171638616,1.6233083166130486,31,false,1.8336972,1.2517362558800145,0.02178218235197334,-0.048965905,21,9,0.49324593,0,25,false,221,2223.7461912399986,4.404965454210025,504.82715,17.320652,23,392.26919707759265,8.005008647581715,49.00297,18.867428,23,3125.7240234030032,13.489281440647456,231.71909,16.024544,1.582012,0,2.842884,1.5467758,1.2961082,,,0,,,,NOT_AVAILABLE,206.10082952325237,32.3034446800392,127.291625652579,1.0460566466907477,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661267325402674048,,661267325402674048
418,417,1635721458409799680,Gaia DR2 661244270018200192,269852379,2015.5,130.29159591383626,0.03698167558338978,19.50885586138721,0.022026879112707218,5.355577500320106,0.04495695648037169,119.12678,-35.349699866574724,0.07685149020319941,-11.835966795467854,0.0435732410812012,-0.2209925,-0.008017247,-0.22924843,0.14284275,0.12213283,0.16582382,-0.57465106,0.49734187,-0.14733131,-0.2130697,313,313,293,20,10.661635,626.0212,0.0,0.0,31,true,286.41928,1.6388309996637453,0.006405214036258362,0.09234421,36,13,0.050185896,0,40,false,328,1915745.9670576977,773.2021763243797,2477.678,9.982521,36,1096315.05793474,979.0139643231607,1119.8156,10.25155,36,1172916.050151594,1055.5307051403083,1111.2098,9.588753,1.1845157,0,0.662797,0.26902866,0.3937683,34.895473940697855,0.8230132435585543,12,6250.0,4.0,0.0,NOT_AVAILABLE,206.16942458102338,32.59879654697451,127.56630915862036,1.1691844233792723,100001,6234.35,6137.1,6413.24,0.2502,0.1104,0.427,0.1005,0.034,0.205,200111,1.3799919,1.3040789,1.4240738,2.5918658,2.5610893,2.6226423,http://geadata.esac.esa.int/data-server/datalink/links?ID=661244270018200192,,661244270018200192
419,418,1635721458409799680,Gaia DR2 661131393979861120,470781725,2015.5,131.31005632309095,0.15214554294410002,19.555666303824164,0.0931249076812447,5.279750170433414,0.1965783681577835,26.858246,-37.37199129473042,0.3110492104258028,-12.127441705260889,0.18315402604605416,-0.38431934,-0.21724886,-0.21474299,0.33924425,0.29741943,0.37444848,-0.6908688,0.62515205,-0.21959564,-0.35079256,369,0,362,7,0.51532626,370.26422,0.0,0.0,31,false,0.8203925,1.181275865112104,0.026675748992823003,0.049787253,42,14,0.3048056,0,46,false,398,990.5539237868574,1.5071172892205305,657.25073,18.198671,36,127.2117304719675,4.751928833356566,26.770546,20.09007,38,1495.8803339002623,8.017097550450481,186.58627,16.824678,1.6385701,0,3.2653923,1.8913994,1.3739929,,,0,,,,NOT_AVAILABLE,206.51373450863304,33.51543799482303,128.4812247634178,1.4639325465598458,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661131393979861120,,661131393979861120
420,419,1635721458409799680,Gaia DR2 661029384212747392,130830370,2015.5,130.7598999376483,0.03157166999043625,19.167516307438163,0.0189836426485494,5.457489724762996,0.04037789495171565,135.16034,-36.49932445408463,0.06494797176945274,-11.413003522411156,0.039622012439521785,-0.33742863,-0.16109551,-0.16139211,0.22605273,0.21662496,0.31483483,-0.6986295,0.511614,-0.028684216,-0.30710387,475,475,452,23,9.087176,776.5105,0.0,0.0,31,true,372.81827,1.562053970909243,0.005355845513444302,0.06338735,54,13,0.044665426,0,60,false,516,324995.4158485156,161.82427145395397,2008.323,11.908672,54,157349.46776192856,252.41426251559685,623.37787,12.359225,50,237474.4752139275,275.7311645874266,861.25366,11.322878,1.2148601,0,1.0363474,0.45055294,0.58579445,34.00142006571751,0.6365369270775835,19,5500.0,4.5,0.0,NOT_AVAILABLE,206.73305202981825,32.89383558008764,128.08150020139306,0.9536814460944819,100001,5206.225,5050.0,5534.0,0.0413,0.0,0.2927,0.029,0.0,0.144,200111,0.8316333,0.73603666,0.8838835,0.45777306,0.45283026,0.46271586,http://geadata.esac.esa.int/data-server/datalink/links?ID=661029384212747392,,661029384212747392
421,420,1635721458409799680,Gaia DR2 661239390935361024,856032945,2015.5,130.27855983836534,0.08323960087549186,19.44354186884492,0.05309100683115993,5.402128070383832,0.12118289079161536,44.57831,-36.698807217245445,0.18451517684353932,-13.12506518141889,0.09993355114411936,-0.53845394,-0.40780604,-0.42407784,0.49157724,0.50550526,0.55643046,-0.6894902,0.7441993,-0.47975022,-0.55425894,292,0,291,1,2.6332998,352.94775,0.14024729948090373,0.8480906089266549,31,false,3.8556535,1.256040265565269,0.012849527256072711,0.024641016,33,12,0.19515109,0,35,false,306,4114.455664385914,4.354352938134025,944.9063,16.652584,32,753.9024965340649,14.214660859330719,53.03697,18.1581,32,5458.144447974658,15.678559507004257,348.12793,15.419308,1.5098102,0,2.7387924,1.505516,1.2332764,,,0,,,,NOT_AVAILABLE,206.23701724735238,32.56454650723796,127.57123560856765,1.1029069379509797,100001,3970.53,3408.9275,4746.51,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661239390935361024,,661239390935361024
